Image,Start,End,Tiles
/pylon5/mc3bggp/bspitz/Seals/WV03_20170905231323_1040010030A44500_17SEP05231323-P1BS-501983994050_01_P011_u08rf3031.tif,1553698448.4609425,1553698534.1649384,23220
/pylon5/mc3bggp/bspitz/Seals/WV03_20171116044056_104001003530EB00_17NOV16044056-P1BS-501922400010_01_P006_u08rf3031.tif,1553698534.3095355,1553698608.0361707,21494
/pylon5/mc3bggp/bspitz/Seals/WV03_20171111000802_1040010036A25400_17NOV11000802-P1BS-501956602030_01_P001_u08rf3031.tif,1553698608.1854014,1553698663.5663722,14029
/pylon5/mc3bggp/bspitz/Seals/WV03_20171008220806_1040010034427600_17OCT08220806-P1BS-501862150050_01_P008_u08rf3031.tif,1553698663.6558316,1553698743.7915423,21199
/pylon5/mc3bggp/bspitz/Seals/WV03_20170913171441_1040010032028A00_17SEP13171441-P1BS-501946165060_01_P003_u08rf3031.tif,1553698743.9864314,1553698829.3691084,20681
/pylon5/mc3bggp/bspitz/Seals/WV03_20171115025601_1040010034AA1100_17NOV15025601-P1BS-501920095060_01_P001_u08rf3031.tif,1553698829.5641813,1553698911.3909194,19628
/pylon5/mc3bggp/bspitz/Seals/WV03_20171028124447_10400100346D6A00_17OCT28124447-P1BS-501917440090_01_P002_u08rf3031.tif,1553698911.5817354,1553698956.136986,11565
/pylon5/mc3bggp/bspitz/Seals/WV03_20171226150338_1040010037262400_17DEC26150338-P1BS-501968380100_01_P001_u08rf3031.tif,1553698956.203865,1553699021.2382903,22541
/pylon5/mc3bggp/bspitz/Seals/WV03_20180103140100_1040010037769800_18JAN03140100-P1BS-501968398010_01_P001_u08rf3031.tif,1553699021.3012776,1553699083.672871,17764
/pylon5/mc3bggp/bspitz/Seals/WV03_20171212224517_10400100358CEB00_17DEC12224517-P1BS-501932179060_01_P001_u08rf3031.tif,1553699083.8095093,1553699156.7951126,19433
/pylon5/mc3bggp/bspitz/Seals/WV03_20180110140222_104001003529FE00_18JAN10140222-P1BS-501922394090_01_P003_u08rf3031.tif,1553699156.9948092,1553699231.7452607,18926
/pylon5/mc3bggp/bspitz/Seals/WV03_20170910082156_1040010033094B00_17SEP10082156-P1BS-501603156100_01_P005_u08rf3031.tif,1553699231.9841807,1553699317.2071047,20874
/pylon5/mc3bggp/bspitz/Seals/WV03_20180108052739_1040010037364600_18JAN08052739-P1BS-501968383010_01_P003_u08rf3031.tif,1553699317.433255,1553699426.979246,25040
/pylon5/mc3bggp/bspitz/Seals/WV03_20171005082118_104001003421CB00_17OCT05082118-P1BS-501862144010_01_P002_u08rf3031.tif,1553699427.269446,1553699504.604867,18988
/pylon5/mc3bggp/bspitz/Seals/WV03_20170916144541_10400100320C3500_17SEP16144541-P1BS-501946168010_01_P001_u08rf3031.tif,1553699504.8548338,1553699588.0579221,22475
/pylon5/mc3bggp/bspitz/Seals/WV03_20171104143022_1040010036AB7900_17NOV04143022-P1BS-501956608050_01_P006_u08rf3031.tif,1553699588.271533,1553699662.5084586,18379
/pylon5/mc3bggp/bspitz/Seals/WV03_20171007022418_10400100345F0C00_17OCT07022418-P1BS-501862157010_01_P007_u08rf3031.tif,1553699662.7274282,1553699718.5278182,13597
/pylon5/mc3bggp/bspitz/Seals/WV03_20171025213937_1040010035A01100_17OCT25213937-P1BS-501934279070_01_P005_u08rf3031.tif,1553699718.6733854,1553699791.224392,22985
/pylon5/mc3bggp/bspitz/Seals/WV03_20171229141148_1040010037A28D00_17DEC29141148-P1BS-501954104030_01_P006_u08rf3031.tif,1553699791.42671,1553699874.731491,22770
/pylon5/mc3bggp/bspitz/Seals/WV03_20171018145836_1040010034500900_17OCT18145836-P1BS-501862153080_01_P006_u08rf3031.tif,1553699875.0021574,1553699941.3063293,19770
/pylon5/mc3bggp/bspitz/Seals/WV03_20171008135829_10400100324D3400_17OCT08135829-P1BS-501861929080_01_P003_u08rf3031.tif,1553699941.5045846,1553700038.537162,23064
/pylon5/mc3bggp/bspitz/Seals/WV03_20171012132310_10400100341DB600_17OCT12132310-P1BS-501862141090_01_P010_u08rf3031.tif,1553700038.853772,1553700138.5567849,23634
/pylon5/mc3bggp/bspitz/Seals/WV03_20170829020001_10400100323D7700_17AUG29020001-P1BS-501603141010_01_P004_u08rf3031.tif,1553700138.8751752,1553700218.6362286,22122
/pylon5/mc3bggp/bspitz/Seals/WV03_20171003043716_1040010034BE9C00_17OCT03043716-P1BS-501862238080_01_P009_u08rf3031.tif,1553700218.9227028,1553700318.5940669,23676
/pylon5/mc3bggp/bspitz/Seals/WV03_20170915093815_10400100311C4900_17SEP15093815-P1BS-501946156080_01_P001_u08rf3031.tif,1553700318.9118068,1553700365.6139233,17437
/pylon5/mc3bggp/bspitz/Seals/WV03_20171230044727_1040010036CE2B00_17DEC30044727-P1BS-501968321010_01_P006_u08rf3031.tif,1553700365.7846153,1553700436.8617942,17183
/pylon5/mc3bggp/bspitz/Seals/WV03_20170922130311_1040010032560E00_17SEP22130311-P1BS-501946238010_01_P006_u08rf3031.tif,1553700437.0952263,1553700549.2592561,20181
/pylon5/mc3bggp/bspitz/Seals/WV03_20171209023229_1040010036498000_17DEC09023229-P1BS-501954013070_01_P008_u08rf3031.tif,1553700549.5736055,1553700640.2716403,23574
/pylon5/mc3bggp/bspitz/Seals/WV03_20170819135643_1040010030266F00_17AUG19135643-P1BS-501667602020_01_P008_u08rf3031.tif,1553700640.4256897,1553700733.0483942,21916
/pylon5/mc3bggp/bspitz/Seals/WV03_20180105044117_1040010036382B00_18JAN05044117-P1BS-501953999080_01_P001_u08rf3031.tif,1553700733.3694074,1553700799.8193228,18029
/pylon5/mc3bggp/bspitz/Seals/WV03_20171214151657_10400100352EE100_17DEC14151657-P1BS-501922398090_01_P002_u08rf3031.tif,1553700799.997162,1553700880.843758,23716
/pylon5/mc3bggp/bspitz/Seals/WV03_20171018145921_104001003316C600_17OCT18145921-P1BS-501861943020_01_P002_u08rf3031.tif,1553700880.9545856,1553700975.134974,24492
/pylon5/mc3bggp/bspitz/Seals/WV03_20171130050424_1040010035234D00_17NOV30050424-P1BS-501922390020_01_P001_u08rf3031.tif,1553700975.3316438,1553701057.3895555,18202
/pylon5/mc3bggp/bspitz/Seals/WV03_20171002104944_1040010034692700_17OCT02104944-P1BS-501946353060_01_P002_u08rf3031.tif,1553701057.5335858,1553701163.5178535,21338
/pylon5/mc3bggp/bspitz/Seals/WV03_20171027140224_1040010034574400_17OCT27140224-P1BS-501917434030_01_P005_u08rf3031.tif,1553701163.7368743,1553701257.1906774,23047
/pylon5/mc3bggp/bspitz/Seals/WV03_20171205205842_1040010035A8CF00_17DEC05205842-P1BS-501934286060_01_P007_u08rf3031.tif,1553701257.5101912,1553701405.9353335,24179
/pylon5/mc3bggp/bspitz/Seals/WV03_20171028043619_1040010033B9BE00_17OCT28043619-P1BS-501896779030_01_P006_u08rf3031.tif,1553701406.057145,1553701429.7834423,7952
