,Start,End,Type
80,1581713552.290529,1581713552.640026,ransac
81,1581713556.654107,1581713557.286397,ransac
82,1581713557.292448,1581713557.791236,ransac
83,1581713564.8098712,1581713565.455039,ransac
84,1581713565.461309,1581713566.098249,ransac
85,1581713572.116025,1581713572.748185,ransac
86,1581713574.758519,1581713575.485761,ransac
87,1581713579.499575,1581713580.009547,ransac
88,1581713581.017965,1581713581.64692,ransac
89,1581713583.656796,1581713584.133728,ransac
90,1581713586.1448789,1581713586.405298,ransac
91,1581713586.411497,1581713586.919207,ransac
92,1581713588.929302,1581713589.196599,ransac
93,1581713590.205615,1581713590.44034,ransac
94,1581713594.454417,1581713594.905618,ransac
95,1581713594.911743,1581713595.408477,ransac
96,1581713596.416588,1581713596.661033,ransac
97,1581713596.6669369,1581713596.89345,ransac
98,1581713597.901431,1581713598.183225,ransac
99,1581713602.197891,1581713602.4283118,ransac
100,1581713602.434315,1581713602.673919,ransac
101,1581713604.6847339,1581713604.9321392,ransac
102,1581713604.938024,1581713605.1753972,ransac
103,1581713606.183348,1581713606.432026,ransac
104,1581713609.444036,1581713609.708558,ransac
105,1581713609.715125,1581713609.944437,ransac
106,1581713611.954757,1581713612.3007,ransac
107,1581713612.30688,1581713612.6696892,ransac
108,1581713616.683904,1581713617.104218,ransac
109,1581713618.112937,1581713618.517535,ransac
110,1581713619.525983,1581713619.769208,ransac
111,1581713620.777515,1581713621.039511,ransac
112,1581713622.047892,1581713622.287411,ransac
113,1581713622.293349,1581713622.52874,ransac
114,1581713624.5397608,1581713624.780062,ransac
115,1581713624.786229,1581713625.021325,ransac
116,1581713627.032155,1581713627.264749,ransac
117,1581713628.273249,1581713628.549774,ransac
118,1581713629.558193,1581713629.806421,ransac
119,1581713630.814584,1581713631.050642,ransac
120,1581713632.058645,1581713632.288567,ransac
121,1581713635.300345,1581713635.551967,ransac
122,1581713640.569598,1581713641.1000981,ransac
123,1581713641.10673,1581713641.345907,ransac
124,1581713644.358708,1581713644.785638,ransac
125,1581713647.7988179,1581713648.254693,ransac
126,1581713648.260624,1581713648.665163,ransac
127,1581713651.677634,1581713652.0809631,ransac
128,1581713652.087441,1581713652.552025,ransac
129,1581713655.564092,1581713655.929391,ransac
130,1581713655.935898,1581713656.393529,ransac
131,1581713659.406458,1581713659.979116,ransac
132,1581713659.985188,1581713660.40916,ransac
133,1581713662.419791,1581713662.794409,ransac
134,1581713665.806593,1581713666.238262,ransac
135,1581713668.248551,1581713668.565772,ransac
136,1581713668.5721982,1581713669.000966,ransac
137,1581713672.013167,1581713672.340889,ransac
138,1581713674.351725,1581713674.615577,ransac
139,1581713677.6275868,1581713677.99525,ransac
140,1581713679.003956,1581713679.31363,ransac
141,1581713684.3292189,1581713685.1539161,ransac
142,1581713687.164781,1581713688.037709,ransac
143,1581713693.054087,1581713693.920662,ransac
144,1581713695.931184,1581713696.77918,ransac
145,1581713700.793406,1581713701.724876,ransac
146,1581713704.737702,1581713705.6268802,ransac
147,1581713708.638479,1581713709.5232232,ransac
148,1581713713.537126,1581713714.445525,ransac
149,1581713717.458243,1581713718.3581948,ransac
150,1581713720.368624,1581713721.2274618,ransac
151,1581713726.243642,1581713727.1000369,ransac
152,1581713728.10919,1581713729.024212,ransac
153,1581713733.037917,1581713733.959369,ransac
154,1581713736.9716618,1581713737.306068,ransac
155,1581713737.312257,1581713738.215565,ransac
156,1581713740.226029,1581713740.47412,ransac
157,1581713740.480709,1581713740.853742,ransac
158,1581713743.8662071,1581713744.107632,ransac
159,1581713746.1183631,1581713746.364223,ransac
160,1581713749.3762,1581713749.622493,ransac
161,1581713750.6312609,1581713750.869919,ransac
162,1581713751.878018,1581713752.182159,ransac
163,1581713754.193509,1581713754.475877,ransac
164,1581713755.484436,1581713755.771521,ransac
165,1581713758.784199,1581713759.149708,ransac
166,1581713760.158175,1581713760.508942,ransac
167,1581713761.5175211,1581713761.856961,ransac
168,1581713765.87134,1581713766.230727,ransac
169,1581713767.239523,1581713767.6145618,ransac
170,1581713769.624558,1581713769.9624321,ransac
171,1581713772.975594,1581713773.356891,ransac
172,1581713774.365269,1581713774.7132869,ransac
173,1581713775.7217689,1581713776.044499,ransac
174,1581713778.054616,1581713778.405094,ransac
175,1581713779.41382,1581713779.830034,ransac
176,1581713781.840208,1581713782.225974,ransac
177,1581713782.231911,1581713782.548359,ransac
178,1581713783.556804,1581713783.853459,ransac
179,1581713784.862344,1581713785.182818,ransac
180,1581713786.191228,1581713786.475649,ransac
181,1581713786.481857,1581713786.784412,ransac
182,1581713787.793746,1581713788.108059,ransac
183,1581713790.1186972,1581713790.410693,ransac
184,1581713790.416869,1581713790.681377,ransac
185,1581713791.690378,1581713791.956411,ransac
186,1581713791.962786,1581713792.28932,ransac
187,1581713793.297399,1581713793.569728,ransac
188,1581713793.575902,1581713793.9861472,ransac
189,1581713797.000132,1581713797.289595,ransac
190,1581713797.2960382,1581713797.569838,ransac
191,1581713799.5805368,1581713799.8853722,ransac
192,1581713801.8962429,1581713802.245907,ransac
193,1581713803.254606,1581713803.565319,ransac
194,1581713804.574411,1581713804.877672,ransac
195,1581713805.886189,1581713806.26304,ransac
196,1581713807.272204,1581713807.6188312,ransac
197,1581713809.629972,1581713810.009662,ransac
198,1581713811.019089,1581713811.654991,ransac
199,1581713812.664381,1581713813.0013552,ransac
200,1581713814.010587,1581713814.3639278,ransac
201,1581713816.374998,1581713816.6983562,ransac
202,1581713817.707429,1581713818.055611,ransac
203,1581713822.0696561,1581713822.424098,ransac
204,1581713822.430558,1581713822.819442,ransac
205,1581713826.834885,1581713827.2778869,ransac
206,1581713828.286561,1581713828.7668269,ransac
207,1581713831.779791,1581713832.2963881,ransac
208,1581713832.303258,1581713832.832237,ransac
209,1581713836.847061,1581713837.29203,ransac
210,1581713838.3006241,1581713838.834959,ransac
211,1581713841.847334,1581713842.3263268,ransac
212,1581713845.338487,1581713845.881505,ransac
213,1581713845.8880599,1581713846.3414311,ransac
214,1581713849.353875,1581713849.912614,ransac
215,1581713850.9217231,1581713851.422303,ransac
216,1581713856.438499,1581713856.990549,ransac
217,1581713857.999243,1581713858.6190028,ransac
218,1581713861.631592,1581713862.1400769,ransac
219,1581713862.146608,1581713862.487121,ransac
220,1581713865.498841,1581713865.921511,ransac
221,1581713866.930276,1581713867.354557,ransac
222,1581713875.375648,1581713876.339248,ransac
223,1581713876.345995,1581713877.343625,ransac
224,1581713883.362383,1581713884.21003,ransac
225,1581713884.215997,1581713885.051422,ransac
226,1581713890.067322,1581713890.92133,ransac
227,1581713899.945717,1581713901.0601132,ransac
228,1581713902.0688038,1581713903.381858,ransac
229,1581713912.4099631,1581713913.534554,ransac
230,1581713913.5457,1581713914.772208,ransac
231,1581713923.796085,1581713924.930568,ransac
232,1581713924.936687,1581713926.210192,ransac
233,1581713926.216636,1581713926.608525,ransac
234,1581713926.614819,1581713926.904011,ransac
235,1581713928.913722,1581713929.349226,ransac
236,1581713929.355485,1581713929.655473,ransac
237,1581713932.667242,1581713932.9853551,ransac
238,1581713935.998621,1581713936.387764,ransac
239,1581713936.393851,1581713936.687075,ransac
240,1581713938.697549,1581713939.0506961,ransac
241,1581713941.0608392,1581713941.373335,ransac
242,1581713941.37963,1581713941.675901,ransac
243,1581713943.686269,1581713943.986447,ransac
244,1581713944.995156,1581713945.289717,ransac
245,1581713948.301852,1581713948.743771,ransac
246,1581713949.751958,1581713950.1937811,ransac
247,1581713953.205473,1581713953.601868,ransac
248,1581713953.60844,1581713954.053463,ransac
249,1581713957.0651028,1581713957.517503,ransac
250,1581713957.523778,1581713957.953875,ransac
251,1581713960.966184,1581713961.382086,ransac
252,1581713962.390832,1581713962.837546,ransac
253,1581713964.84797,1581713965.259524,ransac
254,1581713965.266144,1581713965.7150722,ransac
255,1581713968.727624,1581713969.1253688,ransac
256,1581713971.136141,1581713971.578995,ransac
257,1581713971.5854108,1581713971.893529,ransac
258,1581713973.903092,1581713974.219903,ransac
259,1581713975.228968,1581713975.524363,ransac
260,1581713977.534792,1581713977.85265,ransac
261,1581713977.858892,1581713978.153401,ransac
262,1581713980.163422,1581713980.531891,ransac
263,1581713980.538139,1581713980.835953,ransac
264,1581713982.845603,1581713983.136402,ransac
265,1581713984.145008,1581713984.4836302,ransac
266,1581713988.498343,1581713988.818205,ransac
267,1581713988.824524,1581713989.168082,ransac
268,1581713992.1812038,1581713992.573619,ransac
269,1581713993.581986,1581713994.127723,ransac
270,1581713995.136774,1581713995.551817,ransac
271,1581713999.56599,1581713999.9979892,ransac
272,1581714000.004387,1581714000.474713,ransac
273,1581714003.486656,1581714003.974484,ransac
274,1581714004.9831789,1581714005.363082,ransac
275,1581714006.371567,1581714006.622332,ransac
276,1581714007.631036,1581714007.8791661,ransac
277,1581714009.889493,1581714010.137954,ransac
278,1581714010.1439981,1581714010.37572,ransac
279,1581714012.3859382,1581714012.626097,ransac
280,1581714012.633083,1581714012.860388,ransac
281,1581714014.8706882,1581714015.131963,ransac
282,1581714015.138257,1581714015.465841,ransac
283,1581714017.476375,1581714017.758023,ransac
284,1581714024.777235,1581714026.146882,ransac
285,1581714029.159733,1581714030.277684,ransac
286,1581714035.294892,1581714036.624729,ransac
287,1581714040.639201,1581714042.0122051,ransac
288,1581714046.02699,1581714047.185049,ransac
289,1581714048.193072,1581714048.445205,ransac
290,1581714051.458409,1581714051.714606,ransac
291,1581714051.72065,1581714053.0094519,ransac
292,1581714053.015641,1581714053.2863882,ransac
293,1581714053.29533,1581714053.5336769,ransac
294,1581714056.546144,1581714056.80724,ransac
295,1581714056.813386,1581714057.066252,ransac
296,1581714059.076757,1581714059.3328712,ransac
297,1581714059.339377,1581714059.5736609,ransac
298,1581714061.58341,1581714061.849593,ransac
299,1581714061.856301,1581714062.095622,ransac
300,1581714065.108231,1581714065.371325,ransac
301,1581714066.379993,1581714066.616413,ransac
302,1581714067.624745,1581714067.888254,ransac
303,1581714068.897201,1581714069.14185,ransac
304,1581714071.152001,1581714071.393061,ransac
305,1581714071.399194,1581714071.6284099,ransac
306,1581714073.638756,1581714073.886765,ransac
307,1581714073.893106,1581714074.126628,ransac
308,1581714078.140317,1581714078.58901,ransac
309,1581714080.598733,1581714081.3931391,ransac
310,1581714083.404272,1581714083.720515,ransac
311,1581714085.730791,1581714086.5285609,ransac
312,1581714086.53493,1581714086.827557,ransac
313,1581714088.837637,1581714089.139197,ransac
314,1581714097.160383,1581714098.013798,ransac
315,1581714098.019946,1581714098.923947,ransac
316,1581714105.942882,1581714106.865864,ransac
317,1581714106.87244,1581714107.695193,ransac
318,1581714111.709496,1581714112.492718,ransac
319,1581714117.509554,1581714118.285891,ransac
320,1581714120.2964962,1581714121.065431,ransac
321,1581714121.071764,1581714121.347465,ransac
322,1581714123.357764,1581714123.61958,ransac
323,1581714123.625971,1581714123.905033,ransac
324,1581714128.92047,1581714129.1753151,ransac
325,1581714131.1855721,1581714131.464936,ransac
326,1581714132.47382,1581714132.8086019,ransac
327,1581714135.8211179,1581714136.243206,ransac
328,1581714137.25155,1581714137.678108,ransac
329,1581714139.6879,1581714140.1205711,ransac
330,1581714140.127086,1581714140.411396,ransac
331,1581714142.421772,1581714142.687684,ransac
332,1581714142.696682,1581714142.936362,ransac
333,1581714144.946432,1581714145.196506,ransac
334,1581714146.208502,1581714146.456408,ransac
335,1581714147.464421,1581714147.736145,ransac
336,1581714150.7493482,1581714151.001302,ransac
337,1581714151.0076962,1581714151.2368538,ransac
338,1581714153.246696,1581714153.5077,ransac
339,1581714157.522135,1581714157.914945,ransac
340,1581714157.920968,1581714158.1920269,ransac
341,1581714160.202733,1581714160.4493392,ransac
342,1581714162.459754,1581714162.947184,ransac
343,1581714162.953599,1581714163.251064,ransac
344,1581714164.259464,1581714164.506822,ransac
345,1581714165.515326,1581714165.754087,ransac
346,1581714165.7602232,1581714166.002247,ransac
347,1581714167.011013,1581714167.257467,ransac
348,1581714169.2682722,1581714169.611638,ransac
349,1581714170.619915,1581714170.874153,ransac
350,1581714172.884327,1581714173.133045,ransac
351,1581714175.1435812,1581714175.403319,ransac
352,1581714175.409907,1581714175.649455,ransac
353,1581714176.658183,1581714176.9133801,ransac
354,1581714179.925628,1581714180.226143,ransac
355,1581714180.232679,1581714180.4730392,ransac
356,1581714183.48535,1581714183.812536,ransac
357,1581714183.8188539,1581714184.1661642,ransac
358,1581714186.17665,1581714186.460801,ransac
359,1581714187.468823,1581714187.922958,ransac
360,1581714188.93211,1581714189.20453,ransac
361,1581714195.222367,1581714195.889803,ransac
362,1581714197.900015,1581714198.71736,ransac
363,1581714198.7240849,1581714199.025378,ransac
364,1581714199.031486,1581714199.327785,ransac
365,1581714199.3344939,1581714199.607417,ransac
366,1581714202.61986,1581714202.973164,ransac
367,1581714204.98384,1581714205.417686,ransac
368,1581714208.429434,1581714208.706346,ransac
369,1581714208.712681,1581714208.95511,ransac
370,1581714209.963595,1581714210.390563,ransac
371,1581714213.403028,1581714213.981412,ransac
372,1581714214.9902039,1581714215.516323,ransac
373,1581714217.525311,1581714217.944008,ransac
374,1581714219.9546,1581714220.229635,ransac
375,1581714220.235945,1581714220.761598,ransac
376,1581714221.769589,1581714222.025091,ransac
377,1581714222.03145,1581714222.316937,ransac
378,1581714223.3255632,1581714223.595535,ransac
379,1581714225.606895,1581714225.919397,ransac
380,1581714225.925416,1581714226.2037652,ransac
381,1581714227.2118561,1581714227.551485,ransac
382,1581714227.557823,1581714227.859625,ransac
383,1581714228.869226,1581714229.123966,ransac
384,1581714229.130053,1581714229.459981,ransac
385,1581714231.471653,1581714231.7894778,ransac
386,1581714231.7956462,1581714232.1283052,ransac
387,1581714234.1392481,1581714234.3933198,ransac
388,1581714235.401865,1581714235.665142,ransac
389,1581714237.67602,1581714237.972777,ransac
390,1581714238.981606,1581714239.262167,ransac
391,1581714241.27203,1581714241.529946,ransac
392,1581714241.5363061,1581714241.800643,ransac
393,1581714245.81417,1581714246.259349,ransac
394,1581714246.265519,1581714246.7369509,ransac
395,1581714249.749172,1581714250.223751,ransac
396,1581714250.2303052,1581714250.695939,ransac
397,1581714253.707792,1581714254.2036679,ransac
398,1581714256.214887,1581714256.71395,ransac
399,1581714257.722943,1581714258.239378,ransac
400,1581714261.251925,1581714261.751199,ransac
401,1581714261.757671,1581714262.241853,ransac
402,1581714266.255458,1581714266.759215,ransac
403,1581714268.7701929,1581714269.313061,ransac
404,1581714270.321849,1581714270.73336,ransac
405,1581714272.743995,1581714273.176556,ransac
406,1581714275.186656,1581714275.656716,ransac
407,1581714276.665195,1581714277.093304,ransac
408,1581714279.103745,1581714279.5281699,ransac
409,1581714281.538808,1581714281.9994562,ransac
410,1581714283.0079231,1581714283.447543,ransac
411,1581714285.45831,1581714285.8891358,ransac
412,1581714286.8976,1581714287.296702,ransac
413,1581714290.309519,1581714290.771207,ransac
414,1581714290.7774231,1581714291.2220118,ransac
415,1581714294.2332132,1581714294.6643848,ransac
416,1581714294.6710188,1581714295.163503,ransac
417,1581714299.1770551,1581714299.6070712,ransac
418,1581714299.613388,1581714300.1156929,ransac
419,1581714303.12812,1581714303.65027,ransac
420,1581714304.658773,1581714305.084099,ransac
421,1581714307.094717,1581714307.354832,ransac
422,1581714307.361041,1581714307.610528,ransac
423,1581714309.621182,1581714309.931271,ransac
424,1581714309.9374402,1581714310.219532,ransac
425,1581714313.231602,1581714313.488822,ransac
426,1581714314.497131,1581714314.742348,ransac
427,1581714315.750724,1581714316.046705,ransac
428,1581714317.054528,1581714317.304614,ransac
429,1581714318.313317,1581714318.56654,ransac
430,1581714320.576608,1581714320.8517401,ransac
431,1581714323.86407,1581714324.110738,ransac
432,1581714324.117114,1581714324.3599539,ransac
433,1581714329.376205,1581714329.6233869,ransac
434,1581714329.6295679,1581714329.874776,ransac
435,1581714333.888393,1581714334.291636,ransac
436,1581714334.298194,1581714334.662934,ransac
437,1581714338.676918,1581714339.15547,ransac
438,1581714340.164324,1581714340.6643429,ransac
439,1581714341.672897,1581714341.940521,ransac
440,1581714342.9489882,1581714343.263706,ransac
441,1581714344.272496,1581714344.550471,ransac
442,1581714345.558975,1581714345.8375509,ransac
443,1581714349.851782,1581714350.357597,ransac
444,1581714351.366017,1581714351.8848288,ransac
445,1581714352.892912,1581714353.289608,ransac
446,1581714357.304676,1581714357.8592038,ransac
447,1581714357.866211,1581714358.306314,ransac
448,1581714358.311821,1581714358.57052,ransac
449,1581714359.5785131,1581714359.866667,ransac
450,1581714359.873833,1581714360.1203618,ransac
451,1581714364.134398,1581714364.548073,ransac
452,1581714367.5600052,1581714367.967903,ransac
453,1581714369.978867,1581714370.597126,ransac
454,1581714372.607734,1581714373.036313,ransac
455,1581714375.046705,1581714375.639654,ransac
456,1581714384.6620939,1581714385.881774,ransac
457,1581714387.892934,1581714389.217076,ransac
458,1581714394.233368,1581714395.618808,ransac
459,1581714399.632869,1581714400.8254821,ransac
460,1581714403.837883,1581714404.215216,ransac
461,1581714408.230323,1581714408.669648,ransac
462,1581714408.676317,1581714410.030254,ransac
463,1581714411.038649,1581714411.4266472,ransac
464,1581714412.43551,1581714412.756513,ransac
465,1581714413.764892,1581714414.048534,ransac
466,1581714417.063268,1581714417.519072,ransac
467,1581714418.528204,1581714418.843393,ransac
468,1581714419.852576,1581714420.215822,ransac
469,1581714423.228171,1581714423.541942,ransac
470,1581714424.550695,1581714424.873039,ransac
471,1581714428.887394,1581714429.250629,ransac
472,1581714430.259571,1581714430.585799,ransac
473,1581714431.593956,1581714431.962519,ransac
474,1581714434.975601,1581714435.3575358,ransac
475,1581714435.363982,1581714435.698192,ransac
476,1581714436.706288,1581714436.977927,ransac
477,1581714442.9959981,1581714443.810994,ransac
478,1581714443.817636,1581714444.6127849,ransac
479,1581714445.62125,1581714445.952266,ransac
480,1581714445.9588811,1581714446.232392,ransac
481,1581714448.242759,1581714448.583488,ransac
482,1581714448.590011,1581714448.853239,ransac
483,1581714448.85943,1581714449.098753,ransac
484,1581714452.110574,1581714452.428027,ransac
485,1581714452.434668,1581714452.765434,ransac
486,1581714455.77775,1581714456.19362,ransac
487,1581714456.200852,1581714456.654209,ransac
488,1581714460.668408,1581714461.097229,ransac
489,1581714461.1035712,1581714461.6108038,ransac
490,1581714464.622356,1581714465.074185,ransac
491,1581714465.080563,1581714465.4880722,ransac
492,1581714465.494832,1581714465.7466571,ransac
493,1581714469.7605212,1581714470.3284461,ransac
494,1581714470.3345962,1581714470.847943,ransac
495,1581714473.859384,1581714474.304516,ransac
496,1581714475.313335,1581714475.8061,ransac
497,1581714482.824907,1581714483.431336,ransac
498,1581714486.44361,1581714486.850326,ransac
499,1581714487.858561,1581714488.345491,ransac
500,1581714488.351934,1581714488.639691,ransac
501,1581714491.6521099,1581714492.0178359,ransac
502,1581714492.024266,1581714492.3241038,ransac
503,1581714494.334368,1581714494.674519,ransac
504,1581714495.6837401,1581714496.013482,ransac
505,1581714499.0258029,1581714499.436177,ransac
506,1581714501.4465199,1581714501.922431,ransac
507,1581714501.9286609,1581714502.265731,ransac
508,1581714504.276356,1581714504.61282,ransac
509,1581714504.619142,1581714505.018074,ransac
510,1581714508.030663,1581714508.41803,ransac
511,1581714508.4249349,1581714508.814433,ransac
512,1581714513.8302212,1581714514.218599,ransac
513,1581714514.225405,1581714514.609308,ransac
514,1581714517.621814,1581714517.96972,ransac
515,1581714517.97622,1581714518.381402,ransac
516,1581714520.39159,1581714520.7632132,ransac
517,1581714520.769725,1581714521.137076,ransac
518,1581714524.149211,1581714524.527792,ransac
519,1581714524.5340788,1581714524.9362721,ransac
520,1581714526.946444,1581714527.234612,ransac
521,1581714527.2409961,1581714527.514089,ransac
522,1581714529.524625,1581714529.822062,ransac
523,1581714532.834759,1581714533.4281769,ransac
524,1581714535.438533,1581714536.0243,ransac
525,1581714539.036599,1581714539.60321,ransac
526,1581714541.614002,1581714542.367868,ransac
527,1581714549.387176,1581714550.2789571,ransac
528,1581714552.289495,1581714553.17048,ransac
529,1581714556.183232,1581714556.920557,ransac
530,1581714561.935961,1581714562.66329,ransac
531,1581714563.672652,1581714564.5692132,ransac
532,1581714565.578396,1581714565.939214,ransac
533,1581714565.949565,1581714566.2937279,ransac
534,1581714568.304414,1581714568.614998,ransac
535,1581714569.623411,1581714569.962974,ransac
536,1581714571.974067,1581714572.334892,ransac
537,1581714572.3413901,1581714572.666735,ransac
538,1581714573.675347,1581714574.029537,ransac
539,1581714575.037915,1581714575.367482,ransac
540,1581714576.375534,1581714576.6850948,ransac
541,1581714577.6937811,1581714577.979202,ransac
542,1581714578.987447,1581714579.3118289,ransac
543,1581714579.3185241,1581714579.656472,ransac
544,1581714581.667075,1581714581.991615,ransac
545,1581714581.998442,1581714582.3619769,ransac
546,1581714584.3723211,1581714584.677181,ransac
547,1581714585.6861,1581714586.022693,ransac
548,1581714588.033036,1581714588.401026,ransac
549,1581714591.413487,1581714591.773928,ransac
550,1581714594.786104,1581714595.1500962,ransac
551,1581714597.160594,1581714597.575715,ransac
552,1581714599.588107,1581714599.853899,ransac
553,1581714601.864435,1581714602.291048,ransac
554,1581714603.298545,1581714603.607111,ransac
555,1581714604.615922,1581714604.924115,ransac
556,1581714605.932527,1581714606.24494,ransac
557,1581714606.251197,1581714606.548855,ransac
558,1581714607.557259,1581714607.865254,ransac
559,1581714608.874459,1581714609.154133,ransac
560,1581714610.162447,1581714610.498293,ransac
561,1581714611.506816,1581714611.810179,ransac
562,1581714612.818918,1581714613.120687,ransac
563,1581714615.130938,1581714615.4720001,ransac
564,1581714615.4785461,1581714615.729033,ransac
565,1581714619.742988,1581714620.095777,ransac
566,1581714622.105808,1581714622.399064,ransac
567,1581714624.409957,1581714624.791703,ransac
568,1581714628.805315,1581714629.1784961,ransac
569,1581714632.190965,1581714632.743982,ransac
570,1581714632.750216,1581714633.2110538,ransac
571,1581714647.241608,1581714648.838212,ransac
572,1581714652.852849,1581714654.666064,ransac
573,1581714668.6979141,1581714670.252027,ransac
574,1581714672.2629962,1581714672.687278,ransac
575,1581714673.696053,1581714675.439374,ransac
576,1581714675.446315,1581714675.749263,ransac
577,1581714675.755676,1581714676.07909,ransac
578,1581714676.085569,1581714676.409816,ransac
579,1581714679.421608,1581714680.006453,ransac
580,1581714682.016918,1581714682.665669,ransac
581,1581714685.677625,1581714686.300461,ransac
582,1581714687.309164,1581714687.953524,ransac
583,1581714691.968278,1581714692.614508,ransac
584,1581714693.623548,1581714694.2364109,ransac
585,1581714698.2506812,1581714698.888236,ransac
586,1581714698.8946,1581714699.516768,ransac
587,1581714704.5322769,1581714705.1558812,ransac
588,1581714705.16244,1581714705.76183,ransac
589,1581714710.77793,1581714711.437334,ransac
590,1581714711.4442859,1581714712.108919,ransac
591,1581714716.123245,1581714716.765305,ransac
592,1581714718.775881,1581714719.484252,ransac
593,1581714719.491411,1581714719.756399,ransac
594,1581714723.770996,1581714724.23404,ransac
595,1581714725.2429562,1581714725.7768571,ransac
596,1581714728.789324,1581714729.1719391,ransac
597,1581714730.181147,1581714730.879364,ransac
598,1581714731.887964,1581714732.3157089,ransac
599,1581714733.324224,1581714733.736988,ransac
600,1581714735.74757,1581714736.037718,ransac
601,1581714738.047958,1581714738.3234038,ransac
602,1581714740.333761,1581714740.618906,ransac
603,1581714745.635047,1581714745.889632,ransac
604,1581714746.898215,1581714747.166303,ransac
605,1581714757.191911,1581714758.0900471,ransac
606,1581714762.10406,1581714762.95704,ransac
607,1581714762.963905,1581714763.77391,ransac
608,1581714768.7900221,1581714769.670668,ransac
609,1581714769.677509,1581714770.431693,ransac
610,1581714774.445538,1581714774.99569,ransac
611,1581714775.0024369,1581714775.572565,ransac
612,1581714778.583968,1581714779.0467439,ransac
613,1581714779.05341,1581714779.644747,ransac
614,1581714780.653496,1581714781.137021,ransac
615,1581714783.1478631,1581714783.606547,ransac
616,1581714785.61678,1581714785.897666,ransac
617,1581714785.904457,1581714786.198861,ransac
618,1581714792.2161949,1581714792.905266,ransac
619,1581714796.919245,1581714798.082365,ransac
620,1581714802.0972419,1581714802.77729,ransac
621,1581714803.786277,1581714804.434948,ransac
622,1581714805.443729,1581714805.8457859,ransac
623,1581714806.854916,1581714807.179566,ransac
