node_type,ttx
node1_geo,12148.469418239594
node2_geo,10749.831457328797
node3_geo,11134.107104063034
node4_geo,13056.799395084381
node1_ranac,1802.295615143246
node2_ranac,2034.896917939186
node3_ranac,2396.4419758319855
node4_ranac,1598.417550086975
