,Start,End,Type
191,1582141919.079983,1582141921.570767,geo
192,1582141921.57716,1582141924.126169,geo
193,1582141924.132319,1582141927.010593,geo
194,1582141927.016889,1582141929.576014,geo
195,1582141929.5821419,1582141932.915651,geo
196,1582141932.922182,1582141935.674334,geo
197,1582141935.6804929,1582141938.610083,geo
198,1582141938.616145,1582141942.560573,geo
199,1582141942.566786,1582141945.500826,geo
200,1582141945.506947,1582141949.241434,geo
201,1582141949.247832,1582141951.885282,geo
202,1582141951.891572,1582141954.823236,geo
203,1582141954.829416,1582141957.407193,geo
204,1582141957.4135551,1582141959.8377109,geo
205,1582141959.844013,1582141961.6805801,geo
206,1582141961.686717,1582141963.74809,geo
207,1582141963.754148,1582141967.5393732,geo
208,1582141967.54551,1582141969.8063462,geo
209,1582141969.8124769,1582141971.631861,geo
210,1582141971.63825,1582141974.044261,geo
211,1582141974.050331,1582141978.85812,geo
212,1582141978.8641222,1582141980.269553,geo
213,1582141980.2758482,1582141982.440474,geo
214,1582141982.446846,1582141987.0062141,geo
215,1582141987.012933,1582141991.427891,geo
216,1582141991.4341052,1582141992.756031,geo
217,1582141992.763007,1582141997.125859,geo
218,1582141997.1322641,1582142000.969013,geo
219,1582142000.975564,1582142004.845362,geo
220,1582142004.852007,1582142011.967562,geo
221,1582142011.973915,1582142017.719659,geo
222,1582142017.726049,1582142021.341988,geo
223,1582142021.3481581,1582142024.513464,geo
224,1582142024.5201619,1582142028.03464,geo
225,1582142028.041049,1582142030.463598,geo
226,1582142030.469769,1582142032.8510802,geo
227,1582142032.857523,1582142035.19799,geo
228,1582142035.204251,1582142039.635827,geo
229,1582142039.642208,1582142041.787294,geo
230,1582142041.793581,1582142043.8910599,geo
231,1582142043.897242,1582142045.897571,geo
232,1582142045.903999,1582142047.918615,geo
233,1582142047.92535,1582142050.405082,geo
234,1582142050.4115222,1582142052.5455961,geo
235,1582142052.5519538,1582142054.575335,geo
236,1582142054.5816061,1582142057.5977669,geo
237,1582142057.604032,1582142060.534926,geo
238,1582142060.541185,1582142068.8295949,geo
239,1582142068.836055,1582142071.138231,geo
240,1582142071.144409,1582142073.4907188,geo
241,1582142073.4970849,1582142075.997974,geo
242,1582142076.0042892,1582142078.925066,geo
243,1582142078.931605,1582142082.03003,geo
244,1582142082.0364618,1582142085.052925,geo
245,1582142085.059215,1582142087.611924,geo
246,1582142087.618779,1582142090.797621,geo
247,1582142090.803804,1582142093.727301,geo
248,1582142093.733818,1582142097.169882,geo
249,1582142097.176105,1582142100.2998939,geo
250,1582142100.30616,1582142104.601724,geo
251,1582142104.608495,1582142108.2158802,geo
252,1582142108.223081,1582142109.982542,geo
253,1582142109.989238,1582142111.985035,geo
254,1582142111.9916039,1582142113.8848462,geo
255,1582142113.891258,1582142115.687539,geo
256,1582142115.693528,1582142117.532633,geo
257,1582142117.538811,1582142119.277236,geo
258,1582142119.283319,1582142121.207634,geo
259,1582142121.213963,1582142126.2717938,geo
260,1582142126.278006,1582142132.36565,geo
261,1582142132.371851,1582142141.153915,geo
262,1582142141.160274,1582142146.586867,geo
263,1582142146.5932539,1582142152.471061,geo
264,1582142152.47745,1582142162.369646,geo
265,1582142162.375978,1582142171.399905,geo
266,1582142171.40615,1582142180.515358,geo
267,1582142180.5215812,1582142182.349697,geo
268,1582142182.356076,1582142186.86314,geo
269,1582142186.8696911,1582142190.277231,geo
270,1582142190.2836509,1582142193.4735632,geo
271,1582142193.4800491,1582142199.131607,geo
272,1582142199.1381538,1582142201.8379009,geo
273,1582142201.844544,1582142204.581311,geo
274,1582142204.58784,1582142207.2403462,geo
275,1582142207.24683,1582142209.944142,geo
276,1582142209.950808,1582142212.922478,geo
277,1582142212.928959,1582142215.634958,geo
278,1582142215.64148,1582142219.5872211,geo
279,1582142219.594042,1582142222.153224,geo
280,1582142222.16059,1582142224.688869,geo
281,1582142224.695366,1582142227.148824,geo
282,1582142227.155425,1582142230.007104,geo
283,1582142230.0139198,1582142234.224975,geo
284,1582142234.231189,1582142237.606526,geo
285,1582142237.612657,1582142240.5089269,geo
286,1582142240.5151222,1582142246.587728,geo
287,1582142246.594126,1582142251.155503,geo
288,1582142251.16162,1582142254.9344401,geo
289,1582142254.9406,1582142258.317049,geo
290,1582142258.323201,1582142262.802965,geo
291,1582142262.80926,1582142266.6003711,geo
292,1582142266.606548,1582142270.2780108,geo
293,1582142270.284492,1582142275.524449,geo
294,1582142275.531002,1582142279.42416,geo
295,1582142279.431094,1582142284.140249,geo
296,1582142284.146891,1582142286.7839699,geo
297,1582142286.790619,1582142296.142183,geo
298,1582142296.148746,1582142305.6879199,geo
299,1582142305.694478,1582142308.9350722,geo
300,1582142308.9416099,1582142312.1343038,geo
301,1582142312.140837,1582142315.5163882,geo
302,1582142315.522922,1582142319.354438,geo
303,1582142319.360521,1582142322.9505222,geo
304,1582142322.9570901,1582142327.171275,geo
305,1582142327.177994,1582142330.167001,geo
306,1582142330.1734009,1582142332.6994061,geo
307,1582142332.705967,1582142335.185178,geo
308,1582142335.191592,1582142337.760358,geo
309,1582142337.7665439,1582142340.604729,geo
310,1582142340.61098,1582142343.129751,geo
311,1582142343.136182,1582142346.976475,geo
312,1582142346.9830801,1582142350.9839,geo
313,1582142350.990268,1582142354.526925,geo
314,1582142354.5333788,1582142358.804262,geo
315,1582142358.811282,1582142372.340517,geo
316,1582142372.3471901,1582142388.3855278,geo
317,1582142388.392243,1582142404.985293,geo
318,1582142404.992219,1582142407.2348099,geo
319,1582142407.241467,1582142409.465188,geo
320,1582142409.471699,1582142412.117718,geo
321,1582142412.124115,1582142417.529396,geo
322,1582142417.536177,1582142422.046689,geo
323,1582142422.053176,1582142426.457438,geo
324,1582142426.463858,1582142430.848537,geo
325,1582142430.854932,1582142434.581748,geo
326,1582142434.588239,1582142439.262923,geo
327,1582142439.268795,1582142442.134833,geo
328,1582142442.140982,1582142447.842526,geo
329,1582142447.848664,1582142453.385189,geo
330,1582142453.391394,1582142456.879211,geo
331,1582142456.88545,1582142461.0519052,geo
332,1582142461.058236,1582142464.913418,geo
333,1582142464.919591,1582142469.8241448,geo
334,1582142469.830394,1582142474.6098561,geo
335,1582142474.616087,1582142479.76191,geo
336,1582142479.768427,1582142485.2021382,geo
337,1582142485.2085302,1582142489.471266,geo
338,1582142489.477734,1582142493.526843,geo
339,1582142493.533075,1582142497.792294,geo
340,1582142497.798641,1582142500.038219,geo
341,1582142500.0445929,1582142503.296227,geo
342,1582142503.3027241,1582142509.538384,geo
343,1582142509.544829,1582142514.707675,geo
344,1582142514.713985,1582142518.009638,geo
345,1582142518.015834,1582142519.638664,geo
346,1582142519.644983,1582142521.338454,geo
347,1582142521.34515,1582142525.3820848,geo
348,1582142525.3882868,1582142533.139317,geo
349,1582142533.14558,1582142537.414243,geo
350,1582142537.420354,1582142539.255403,geo
351,1582142539.261956,1582142541.936376,geo
352,1582142541.942644,1582142543.723974,geo
353,1582142543.730174,1582142545.926534,geo
354,1582142545.932703,1582142552.382399,geo
355,1582142552.388501,1582142558.239394,geo
356,1582142558.245548,1582142560.4913769,geo
357,1582142560.497436,1582142564.354828,geo
358,1582142564.361233,1582142569.680454,geo
359,1582142569.68727,1582142576.149606,geo
360,1582142576.156357,1582142580.037306,geo
361,1582142580.043472,1582142583.731016,geo
362,1582142583.737405,1582142588.182641,geo
363,1582142588.1892211,1582142591.904313,geo
364,1582142591.91068,1582142594.819468,geo
365,1582142594.82585,1582142597.210801,geo
366,1582142597.217211,1582142599.600002,geo
367,1582142599.606045,1582142606.2775269,geo
368,1582142606.283799,1582142608.644788,geo
369,1582142608.651258,1582142611.262718,geo
370,1582142611.269155,1582142615.9908,geo
371,1582142615.99688,1582142620.222503,geo
372,1582142620.228854,1582142627.4437811,geo
373,1582142627.450162,1582142632.164813,geo
374,1582142632.171093,1582142640.6983962,geo
375,1582142640.704709,1582142646.394114,geo
376,1582142646.400312,1582142655.2841089,geo
377,1582142655.290513,1582142659.718132,geo
378,1582142659.7245991,1582142664.409734,geo
379,1582142664.4160821,1582142668.236341,geo
380,1582142668.242666,1582142671.935583,geo
381,1582142671.941973,1582142677.156416,geo
382,1582142677.162781,1582142680.8089821,geo
383,1582142680.816176,1582142688.196264,geo
384,1582142688.202702,1582142691.964526,geo
385,1582142691.970972,1582142695.230874,geo
386,1582142695.237654,1582142697.910466,geo
387,1582142697.916997,1582142704.4146938,geo
388,1582142704.421241,1582142708.83147,geo
389,1582142708.8379269,1582142711.865954,geo
390,1582142711.872507,1582142714.490839,geo
391,1582142714.497341,1582142720.013028,geo
392,1582142720.0193589,1582142724.015496,geo
393,1582142724.021545,1582142726.2401938,geo
394,1582142726.246924,1582142730.583124,geo
395,1582142730.589848,1582142734.5836039,geo
396,1582142734.5899038,1582142735.175036,geo
397,1582142735.181477,1582142739.225238,geo
398,1582142739.231853,1582142745.039355,geo
399,1582142745.045892,1582142754.058116,geo
400,1582142754.0647962,1582142759.3772788,geo
401,1582142759.383926,1582142765.7969189,geo
402,1582142765.8034241,1582142777.409884,geo
403,1582142777.4161599,1582142784.527443,geo
404,1582142784.533935,1582142793.83002,geo
405,1582142793.836725,1582142802.024024,geo
406,1582142802.030752,1582142804.201059,geo
407,1582142804.207576,1582142806.854493,geo
408,1582142806.86079,1582142809.0993369,geo
409,1582142809.1058269,1582142811.429262,geo
410,1582142811.435781,1582142813.648071,geo
411,1582142813.6543038,1582142816.429386,geo
412,1582142816.435563,1582142819.612516,geo
413,1582142819.618784,1582142823.869889,geo
414,1582142823.876082,1582142824.288888,geo
415,1582142824.29547,1582142833.979761,geo
416,1582142833.986275,1582142841.210279,geo
417,1582142841.216849,1582142848.245127,geo
418,1582142848.251563,1582142850.1360471,geo
419,1582142850.142275,1582142852.261089,geo
420,1582142852.26747,1582142854.7310278,geo
421,1582142854.737469,1582142857.004838,geo
422,1582142857.011439,1582142859.000749,geo
423,1582142859.007126,1582142860.9742599,geo
424,1582142860.981085,1582142863.730251,geo
425,1582142863.736527,1582142869.562606,geo
426,1582142869.569041,1582142873.5988429,geo
427,1582142873.605316,1582142876.818609,geo
428,1582142876.8249211,1582142880.344594,geo
429,1582142880.351094,1582142886.6845,geo
430,1582142886.691329,1582142890.896685,geo
431,1582142890.903139,1582142894.165395,geo
432,1582142894.1718,1582142897.3695312,geo
433,1582142897.3759449,1582142900.600477,geo
434,1582142900.606972,1582142903.812058,geo
435,1582142903.8184571,1582142907.0286632,geo
436,1582142907.035067,1582142911.227161,geo
437,1582142911.233576,1582142914.351792,geo
438,1582142914.358166,1582142917.915431,geo
439,1582142917.9220722,1582142920.931317,geo
440,1582142920.937856,1582142924.0584831,geo
441,1582142924.0650132,1582142926.4832392,geo
442,1582142926.4898221,1582142928.870576,geo
443,1582142928.877061,1582142933.852315,geo
444,1582142933.8589098,1582142936.7015462,geo
445,1582142936.7079132,1582142939.031791,geo
446,1582142939.038061,1582142943.432871,geo
447,1582142943.439183,1582142950.04455,geo
448,1582142950.050909,1582142953.428272,geo
449,1582142953.434524,1582142956.068882,geo
450,1582142956.075152,1582142966.497863,geo
451,1582142966.5041301,1582142974.816698,geo
452,1582142974.8229358,1582142985.649717,geo
453,1582142985.6559231,1582142996.441539,geo
454,1582142996.4478161,1582143004.528553,geo
455,1582143004.534797,1582143011.3079731,geo
456,1582143011.314512,1582143015.081725,geo
457,1582143015.0882509,1582143018.5743618,geo
458,1582143018.580821,1582143023.358278,geo
459,1582143023.3650699,1582143026.957191,geo
460,1582143026.963559,1582143030.455522,geo
461,1582143030.462023,1582143035.7594302,geo
462,1582143035.765712,1582143039.1537302,geo
463,1582143039.1602972,1582143043.190634,geo
464,1582143043.197225,1582143046.299533,geo
465,1582143046.306091,1582143051.064777,geo
466,1582143051.0711029,1582143054.6185699,geo
467,1582143054.625285,1582143058.539705,geo
468,1582143058.546143,1582143063.892475,geo
469,1582143063.8993711,1582143068.530649,geo
470,1582143068.5371609,1582143074.870393,geo
471,1582143074.8766599,1582143077.4035552,geo
472,1582143077.409926,1582143079.668593,geo
473,1582143079.674882,1582143084.7192118,geo
474,1582143084.725476,1582143088.117202,geo
475,1582143088.123655,1582143090.003565,geo
476,1582143090.009957,1582143095.1762009,geo
477,1582143095.182755,1582143097.946627,geo
478,1582143097.952982,1582143101.452465,geo
479,1582143101.458757,1582143111.717642,geo
480,1582143111.724106,1582143115.2156491,geo
481,1582143115.222039,1582143118.229219,geo
482,1582143118.23562,1582143121.1541789,geo
483,1582143121.160489,1582143125.881257,geo
484,1582143125.887626,1582143130.114856,geo
485,1582143130.1209471,1582143133.0296,geo
486,1582143133.035907,1582143139.730467,geo
487,1582143139.737869,1582143142.567714,geo
488,1582143142.574388,1582143149.222899,geo
489,1582143149.229392,1582143152.193291,geo
490,1582143152.199706,1582143157.391979,geo
491,1582143157.398318,1582143160.695197,geo
492,1582143160.701542,1582143163.075533,geo
493,1582143163.081869,1582143165.462733,geo
494,1582143165.469517,1582143171.069998,geo
495,1582143171.076318,1582143173.7227552,geo
496,1582143173.7299259,1582143176.0358891,geo
497,1582143176.0421221,1582143176.4527302,geo
498,1582143176.462668,1582143186.6926599,geo
499,1582143186.699552,1582143198.508915,geo
500,1582143198.515363,1582143209.1446052,geo
501,1582143209.151102,1582143214.272094,geo
502,1582143214.279026,1582143217.424294,geo
503,1582143217.430965,1582143222.388892,geo
504,1582143222.395318,1582143222.777932,geo
505,1582143222.784428,1582143229.432144,geo
506,1582143229.438758,1582143231.723433,geo
507,1582143231.729626,1582143234.768007,geo
508,1582143234.774344,1582143237.273316,geo
509,1582143237.2797608,1582143239.772743,geo
510,1582143239.779378,1582143245.767433,geo
511,1582143245.774009,1582143248.3000731,geo
512,1582143248.3068528,1582143252.62136,geo
513,1582143252.627774,1582143256.336943,geo
514,1582143256.343563,1582143259.6390688,geo
515,1582143259.645959,1582143265.606789,geo
516,1582143265.614112,1582143269.226872,geo
517,1582143269.2335448,1582143275.865874,geo
518,1582143275.872307,1582143279.820698,geo
519,1582143279.8272982,1582143285.33026,geo
520,1582143285.3364868,1582143289.772922,geo
521,1582143289.779458,1582143293.77359,geo
522,1582143293.780064,1582143296.041439,geo
523,1582143296.047823,1582143303.25648,geo
524,1582143303.263387,1582143308.544868,geo
525,1582143308.551602,1582143313.388387,geo
526,1582143313.394891,1582143317.7977,geo
527,1582143317.8042722,1582143325.274577,geo
528,1582143325.2811382,1582143330.057085,geo
529,1582143330.063976,1582143334.4928901,geo
530,1582143334.499127,1582143338.7283778,geo
531,1582143338.734604,1582143344.16905,geo
532,1582143344.17543,1582143348.495766,geo
533,1582143348.502206,1582143353.03123,geo
534,1582143353.037698,1582143355.773604,geo
535,1582143355.780032,1582143359.077411,geo
536,1582143359.08391,1582143361.738401,geo
537,1582143361.745938,1582143364.354662,geo
538,1582143364.361245,1582143367.368183,geo
539,1582143367.3745801,1582143371.3553882,geo
540,1582143371.3626778,1582143374.6643949,geo
541,1582143374.6717188,1582143381.689965,geo
542,1582143381.696483,1582143383.974122,geo
543,1582143383.980664,1582143389.7630029,geo
544,1582143389.76964,1582143393.187254,geo
545,1582143393.1938279,1582143397.523473,geo
546,1582143397.529986,1582143402.8790689,geo
547,1582143402.8857641,1582143417.0825741,geo
548,1582143417.0891118,1582143424.8258939,geo
549,1582143424.8324142,1582143427.23765,geo
550,1582143427.2441769,1582143429.685399,geo
551,1582143429.692022,1582143433.420635,geo
552,1582143433.426976,1582143438.3852608,geo
553,1582143438.391731,1582143440.652592,geo
554,1582143440.6589189,1582143449.73593,geo
555,1582143449.7419848,1582143456.32831,geo
556,1582143456.334545,1582143461.143547,geo
557,1582143461.149799,1582143468.322702,geo
558,1582143468.328975,1582143475.720825,geo
559,1582143475.727359,1582143484.156008,geo
560,1582143484.162821,1582143486.094069,geo
561,1582143486.100151,1582143492.355201,geo
562,1582143492.3618689,1582143498.548031,geo
563,1582143498.554703,1582143506.0145118,geo
564,1582143506.021408,1582143508.378114,geo
565,1582143508.384425,1582143511.1105552,geo
566,1582143511.117779,1582143515.260027,geo
567,1582143515.266604,1582143519.591528,geo
568,1582143519.597925,1582143523.2078419,geo
569,1582143523.214236,1582143526.812055,geo
570,1582143526.818268,1582143530.5107071,geo
571,1582143530.5176868,1582143533.179015,geo
572,1582143533.1862519,1582143539.663784,geo
573,1582143539.670158,1582143546.2402382,geo
574,1582143546.2468991,1582143554.841884,geo
575,1582143554.848398,1582143560.2339358,geo
576,1582143560.240476,1582143563.132433,geo
577,1582143563.138977,1582143566.622426,geo
578,1582143566.628877,1582143572.616007,geo
579,1582143572.622768,1582143582.2107651,geo
580,1582143582.217091,1582143585.881727,geo
581,1582143585.888307,1582143602.832928,geo
582,1582143602.839271,1582143614.723839,geo
583,1582143614.730398,1582143617.121743,geo
584,1582143617.127957,1582143623.503292,geo
585,1582143623.509517,1582143625.828336,geo
586,1582143625.834478,1582143629.4443948,geo
587,1582143629.450902,1582143634.756151,geo
588,1582143634.762577,1582143635.164264,geo
589,1582143635.1714869,1582143637.817216,geo
590,1582143637.823815,1582143641.07345,geo
591,1582143641.0806131,1582143645.785569,geo
592,1582143645.791941,1582143648.4018052,geo
593,1582143648.407969,1582143652.924133,geo
594,1582143652.9304152,1582143657.5933108,geo
595,1582143657.59974,1582143661.657942,geo
596,1582143661.664312,1582143664.760391,geo
597,1582143664.76675,1582143667.08301,geo
598,1582143667.089405,1582143669.375362,geo
599,1582143669.381675,1582143671.61564,geo
600,1582143671.6221368,1582143674.121794,geo
601,1582143674.127938,1582143676.3815448,geo
602,1582143676.387841,1582143679.030842,geo
603,1582143679.03702,1582143681.373004,geo
604,1582143681.379236,1582143683.797388,geo
605,1582143683.804191,1582143686.3048599,geo
606,1582143686.3110821,1582143689.888578,geo
607,1582143689.894924,1582143692.337939,geo
608,1582143692.344233,1582143695.388887,geo
609,1582143695.395057,1582143700.379024,geo
610,1582143700.385416,1582143702.963624,geo
611,1582143702.970031,1582143708.465545,geo
612,1582143708.471905,1582143714.459724,geo
613,1582143714.466106,1582143718.005873,geo
614,1582143718.01248,1582143729.181079,geo
615,1582143729.187486,1582143731.1305609,geo
616,1582143731.137119,1582143732.781389,geo
617,1582143732.78775,1582143733.182699,geo
618,1582143733.189658,1582143738.930101,geo
619,1582143738.936924,1582143741.7664812,geo
620,1582143741.77319,1582143744.8101,geo
621,1582143744.8165581,1582143747.456223,geo
622,1582143747.462541,1582143751.873755,geo
623,1582143751.880178,1582143754.2906392,geo
624,1582143754.296798,1582143757.556773,geo
625,1582143757.563249,1582143759.92228,geo
626,1582143759.92888,1582143763.270851,geo
627,1582143763.277298,1582143765.517039,geo
628,1582143765.523594,1582143772.798397,geo
629,1582143772.8049939,1582143779.076628,geo
630,1582143779.083173,1582143781.493757,geo
631,1582143781.5000439,1582143793.873829,geo
632,1582143793.880072,1582143796.665202,geo
633,1582143796.671736,1582143804.57586,geo
634,1582143804.5821419,1582143807.029408,geo
635,1582143807.035665,1582143807.502061,geo
636,1582143807.508651,1582143820.711093,geo
637,1582143820.717405,1582143833.328028,geo
638,1582143833.334548,1582143847.3313642,geo
639,1582143847.337863,1582143853.4109619,geo
640,1582143853.417418,1582143859.421493,geo
641,1582143859.4280539,1582143865.537256,geo
642,1582143865.543958,1582143867.3178911,geo
643,1582143867.324692,1582143870.18627,geo
644,1582143870.1928868,1582143872.329859,geo
645,1582143872.336408,1582143873.9338,geo
646,1582143873.9404411,1582143875.35071,geo
647,1582143875.358109,1582143885.6562788,geo
648,1582143885.66333,1582143888.783237,geo
649,1582143888.790185,1582143892.970334,geo
650,1582143892.976801,1582143896.056863,geo
651,1582143896.063149,1582143900.319311,geo
