node_type,ttx
node1_geo,12589.204135894775
node2_geo,12500.649290084839
node3_geo,12136.698143844604
node4_geo,12031.568143844604
node1_ranac,1268.1399331092834
node2_ranac,1262.8028736114502
node3_ranac,1260.000596523285
node4_ranac,1261.000596523285
