ImageName1,ImageName2,ImageSize1,ImageSize2,TTX,UnitID
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[PGEO]_QB02_20091127001633_101001000AAEA400_09NOV27001633-M1BS-052274707010_01_P001_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[PGEO]_QB02_20101019234953_101001000C755E00_10OCT19234953-M1BS-052501274100_01_P001_u08rf3031.tif,3,2,4.366559028625488,006748
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[MACK]_WV03_20170420001651_104001002B88C400_17APR20001651-P1BS-501556174090_01_P001_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[MACK]_WV01_20170427022830_102001005FB4D600_17APR27022830-P1BS-501550678040_01_P002_u08rf3031.tif,3,1,4.471030950546265,006749
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRAT]_orthoQB02_05NOV150424163-P1BS-1010010004A68C00_u16rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRAT]_WV02_20150402042500_1030010040933E00_15APR02042500-P1BS-500319373170_01_P003_u08rf3031.tif,3,4,6.855987071990967,006742
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CBAR]_orthoWV02_11FEB092242237-P1BS-1030010009831D00_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CBAR]_WV03_20171214214134_1040010035CBB100_17DEC14214134-P1BS-501934391090_01_P001_u08rf3031.tif,2,2,6.301158905029297,006743
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[NMED]_WV03_20180125130438_1040010038147E00_18JAN25130438-P1BS-502167814060_01_P001_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[NMED]_WV01_20180603155508_102001006F4A0E00_18JUN03155508-P1BS-502347206090_01_P001_u08rf3031.tif,1,2,3.0567657947540283,006740
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_orthoWV02_12JAN282031092-P1BS-1030010011532B00_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_WV02_20160202144926_103001005099E200_16FEB02144926-P1BS-500637503070_01_P008_u08rf3031.tif,5,3,10.644370079040527,006741
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[MIZU]_WV03_20171113070939_10400100350B5900_17NOV13070939-P1BS-501920249050_01_P005_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[MIZU]_WV01_20180222091326_1020010070982C00_18FEB22091326-P1BS-502186400070_01_P007_u08rf3031.tif,3,3,5.476001024246216,006746
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[MAWS]_WV02_20170901045009_103001006FA52C00_17SEP01045009-P1BS-501642436020_01_P003_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[MAWS]_WV02_20170901045009_103001006FA52C00_17SEP01045009-P1BS-501642436020_01_P003_u08rf3031.tif,4,4,7.244005918502808,006747
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[TRYN]_WV03_20170303035717_104001002A67E800_17MAR03035717-P1BS-501199399020_01_P001_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[TRYN]_WV02_20180203030931_1030010078280E00_18FEB03030931-P1BS-502168005060_01_P001_u08rf3031.tif,1,2,5.382526159286499,006744
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[MIZU]_WV02_20170211054217_103001006508BD00_17FEB11054217-P1BS-501669374020_01_P008_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[MIZU]_WV03_20170222062729_10400100298A2F00_17FEB22062729-P1BS-501556007090_01_P001_u08rf3031.tif,3,2,3.1357650756835938,006745
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CROZ]_QB02_20121015203630_1010010010706400_12OCT15203630-P1BS-500076304190_01_P001_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CROZ]_QB02_20021028211657_1010010001603700_02OCT28211657-P1BS-052811836040_01_P001_u08rf3031.tif,2,0,9.105101823806763,009189
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[MIZU]_WV03_20171113070939_10400100350B5900_17NOV13070939-P1BS-501920249050_01_P005_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[MIZU]_WV03_20180113064547_10400100385BCD00_18JAN13064547-P1BS-502167829030_01_P001_u08rf3031.tif,3,4,8.625769138336182,009188
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[POWE]_WV01_20170105152816_102001005B4C1500_17JAN05152816-P1BS-501162156100_01_P001_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[POWE]_WV02_20160203122142_103001004FA4E400_16FEB03122142-P1BS-500638399050_01_P001_u08rf3031.tif,0,1,3.976677894592285,009181
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[PGEO]_WV02_20110831235645_103001000C56FB00_11AUG31235645-P1BS-052886813020_01_P001_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[PGEO]_WV02_20110917233319_103001000DB8F000_11SEP17233319-P1BS-052886791030_01_P001_u08rf3031.tif,4,3,8.728487014770508,009183
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[PGEO]_QB02_20110915235016_101001000E1F7100_11SEP15235016-P1BS-052813160090_01_P001_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[PGEO]_WV02_20110920232419_103001000D36F900_11SEP20232419-P1BS-052886779010_01_P001_u08rf3031.tif,3,4,5.389433145523071,009182
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[MICH]_WV03_20180328125419_104001003AC8E100_18MAR28125419-P1BS-502112688010_01_P003_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[MICH]_WV02_20170126121131_10300100612C6000_17JAN26121131-P1BS-501544069050_01_P001_u08rf3031.tif,2,0,3.287741184234619,009185
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[PGEO]_QB02_20091022001646_101001000A7B7B00_09OCT22001646-P1BS-052239312010_01_P001_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[PGEO]_WV01_20091228235649_102001000B8F3A00_09DEC28235649-P1BS-052365552010_01_P001_u08rf3031.tif,0,3,4.047309160232544,009184
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_orthoWV02_11OCT032209118-P1BS-103001000D52F000_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_WV01_20180119232400_102001006F99BB00_18JAN19232400-P1BS-502181057030_01_P006_u08rf3031.tif,5,4,9.845892906188965,009187
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[POWE]_WV03_20170915125119_10400100313F1600_17SEP15125119-P1BS-501946159070_01_P003_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[POWE]_WV02_20170126121131_10300100612C6000_17JAN26121131-P1BS-501544069050_01_P001_u08rf3031.tif,2,0,3.993499994277954,009186
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CROZ]_WV01_20110214204700_10200100124AD800_11FEB14204700-P1BS-052831587010_01_P001_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CROZ]_QB02_20091216195954_101001000ACA8200_09DEC16195954-P1BS-052306182010_01_P001_u08rf3031.tif,3,1,6.840378046035767,007503
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CBAR]_orthoWV01_14SEP232114570-P1BS_R2C1-1020010033768B00_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CBAR]_orthoQB02_11MAR182141304-P1BS-101001000D25BC00_u08rf3031.tif,2,2,3.5203139781951904,002750
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CROZ]_WV02_20111004213336_103001000E9F9800_11OCT04213336-P1BS-052600710020_01_P001_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CROZ]_QB02_20141121204309_10100100132F3100_14NOV21204309-P1BS-500202764070_01_P001_u08rf3031.tif,3,3,9.045614957809448,007501
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CBAR]_orthoWV02_12JAN282031122-P1BS-1030010011532B00_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CBAR]_orthoWV02_12JAN282031122-P1BS-1030010011532B00_u08rf3031.tif,2,2,5.653640985488892,000371
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[PGEO]_WV01_20101112002531_1020010010722300_10NOV12002531-P1BS-052825527100_01_P001_u08rf3031.tif,/pylon5/mc3bggp/aymen/geolocation_dataset_new/[PGEO]_WV01_20111121003010_1020010016B4EC00_11NOV21003010-P1BS-052831941040_01_P001_u08rf3031.tif,2,4,4.902624845504761,000370
