,Start,End,Type
162,1582141404.604399,1582141404.926773,ransac
163,1582141406.9369571,1582141407.231482,ransac
164,1582141407.237605,1582141407.532187,ransac
165,1582141409.542259,1582141409.845407,ransac
166,1582141409.851484,1582141410.162277,ransac
167,1582141411.170111,1582141411.481039,ransac
168,1582141411.4873939,1582141411.719558,ransac
169,1582141413.729384,1582141413.999599,ransac
170,1582141414.005713,1582141414.268354,ransac
171,1582141416.2781131,1582141416.557051,ransac
172,1582141417.565349,1582141417.871336,ransac
173,1582141417.8774118,1582141418.1523721,ransac
174,1582141419.160284,1582141419.442761,ransac
175,1582141420.450978,1582141420.7690449,ransac
176,1582141421.777401,1582141422.090765,ransac
177,1582141423.098963,1582141423.414484,ransac
178,1582141424.422713,1582141424.7387972,ransac
179,1582141425.7467651,1582141426.083116,ransac
180,1582141426.089363,1582141426.376732,ransac
181,1582141427.384838,1582141427.658405,ransac
182,1582141428.666732,1582141429.006885,ransac
183,1582141431.017625,1582141431.395523,ransac
184,1582141435.409367,1582141435.781102,ransac
185,1582141438.7926118,1582141439.172099,ransac
186,1582141440.180707,1582141440.529511,ransac
187,1582141441.537321,1582141441.8665302,ransac
188,1582141442.875432,1582141443.2060618,ransac
189,1582141447.218899,1582141447.763838,ransac
190,1582141450.776139,1582141451.275988,ransac
191,1582141455.289075,1582141455.881241,ransac
192,1582141459.8946462,1582141460.580811,ransac
193,1582141464.5936902,1582141465.184103,ransac
194,1582141466.1923132,1582141466.820184,ransac
195,1582141469.831178,1582141470.39784,ransac
196,1582141471.406083,1582141471.959664,ransac
197,1582141471.9655151,1582141472.315758,ransac
198,1582141472.321614,1582141472.608864,ransac
199,1582141473.6174018,1582141473.915982,ransac
200,1582141474.924628,1582141475.2076359,ransac
201,1582141476.215695,1582141476.563062,ransac
202,1582141476.569125,1582141476.834098,ransac
203,1582141481.8490381,1582141482.5741131,ransac
204,1582141487.589494,1582141488.3024461,ransac
205,1582141488.308768,1582141489.146319,ransac
206,1582141494.1609259,1582141494.879149,ransac
207,1582141497.891033,1582141498.6827009,ransac
208,1582141504.699984,1582141506.127523,ransac
209,1582141507.1360948,1582141507.422446,ransac
210,1582141511.436012,1582141511.902648,ransac
211,1582141512.910923,1582141514.302245,ransac
212,1582141516.31214,1582141516.818522,ransac
213,1582141516.824612,1582141517.0819259,ransac
214,1582141521.094422,1582141521.397084,ransac
215,1582141522.405743,1582141522.7107651,ransac
216,1582141527.726743,1582141528.261666,ransac
217,1582141528.267645,1582141528.83947,ransac
218,1582141533.854611,1582141534.5227811,ransac
219,1582141534.52903,1582141535.169496,ransac
220,1582141536.177541,1582141536.4744759,ransac
221,1582141537.483336,1582141537.815095,ransac
222,1582141539.824613,1582141540.10546,ransac
223,1582141540.111367,1582141540.413392,ransac
224,1582141542.4233198,1582141542.704215,ransac
225,1582141543.712699,1582141544.1148849,ransac
226,1582141551.132648,1582141552.0046759,ransac
227,1582141555.016483,1582141555.994119,ransac
228,1582141567.018063,1582141568.390377,ransac
229,1582141570.400199,1582141571.684863,ransac
230,1582141576.7002661,1582141577.7974849,ransac
231,1582141579.8078349,1582141581.094509,ransac
232,1582141584.106437,1582141584.5788,ransac
233,1582141587.590557,1582141588.690945,ransac
234,1582141598.715084,1582141599.8052962,ransac
235,1582141599.811418,1582141601.105014,ransac
236,1582141603.115134,1582141603.53981,ransac
237,1582141606.551148,1582141607.063634,ransac
238,1582141607.0702438,1582141607.490202,ransac
239,1582141611.5040288,1582141611.992344,ransac
240,1582141611.998952,1582141612.481004,ransac
241,1582141615.493759,1582141615.933083,ransac
242,1582141616.941454,1582141617.44948,ransac
243,1582141623.465981,1582141623.969222,ransac
244,1582141623.9757,1582141624.480018,ransac
245,1582141627.491857,1582141627.809575,ransac
246,1582141628.818108,1582141629.1626608,ransac
247,1582141630.170657,1582141630.547126,ransac
248,1582141632.558008,1582141632.930712,ransac
249,1582141633.939022,1582141634.302029,ransac
250,1582141636.312135,1582141636.647408,ransac
251,1582141636.653367,1582141636.997818,ransac
252,1582141640.0091789,1582141640.404813,ransac
253,1582141640.411457,1582141640.780517,ransac
254,1582141643.792795,1582141644.1195,ransac
255,1582141645.1274538,1582141645.484097,ransac
256,1582141649.497781,1582141649.9204369,ransac
257,1582141649.926761,1582141650.3520632,ransac
258,1582141652.362548,1582141652.840131,ransac
259,1582141653.848276,1582141654.197459,ransac
260,1582141655.206228,1582141655.664512,ransac
261,1582141656.673311,1582141656.961227,ransac
262,1582141657.9696288,1582141658.3677301,ransac
263,1582141661.3802269,1582141661.725553,ransac
264,1582141662.733275,1582141663.228298,ransac
265,1582141668.245047,1582141668.8351212,ransac
266,1582141668.841458,1582141669.397134,ransac
267,1582141672.408555,1582141672.833634,ransac
268,1582141673.842083,1582141674.364924,ransac
269,1582141677.37719,1582141677.683168,ransac
270,1582141679.693335,1582141680.369257,ransac
271,1582141681.3765562,1582141682.0232198,ransac
272,1582141685.034786,1582141685.606518,ransac
273,1582141687.6176949,1582141688.11364,ransac
274,1582141691.125973,1582141691.627451,ransac
275,1582141692.636417,1582141693.212006,ransac
276,1582141695.222264,1582141695.4836528,ransac
277,1582141696.491842,1582141696.9381301,ransac
278,1582141696.948144,1582141697.218293,ransac
279,1582141702.233826,1582141702.9020028,ransac
280,1582141703.910898,1582141704.552834,ransac
281,1582141707.564593,1582141708.1914039,ransac
282,1582141710.201376,1582141710.848766,ransac
283,1582141711.8569438,1582141712.4719849,ransac
284,1582141717.4880981,1582141718.1297688,ransac
285,1582141718.136209,1582141718.7860029,ransac
286,1582141722.7993028,1582141723.455547,ransac
287,1582141723.462369,1582141724.0053089,ransac
288,1582141728.018677,1582141728.672124,ransac
289,1582141728.678501,1582141729.310407,ransac
290,1582141735.327467,1582141735.964824,ransac
291,1582141735.971056,1582141736.5938141,ransac
292,1582141737.60197,1582141737.875885,ransac
293,1582141737.882116,1582141738.1421301,ransac
294,1582141740.152152,1582141740.416611,ransac
295,1582141741.425083,1582141741.89099,ransac
296,1582141742.898545,1582141743.153681,ransac
297,1582141744.162607,1582141744.418838,ransac
298,1582141747.431281,1582141747.717212,ransac
299,1582141748.72542,1582141748.988801,ransac
300,1582141749.997052,1582141750.231608,ransac
301,1582141751.239568,1582141751.523854,ransac
302,1582141752.532852,1582141752.804443,ransac
303,1582141753.812886,1582141754.0979118,ransac
304,1582141755.106105,1582141755.480435,ransac
305,1582141755.486982,1582141755.749649,ransac
306,1582141757.7600288,1582141758.0120769,ransac
307,1582141759.0201051,1582141759.253967,ransac
308,1582141760.2628849,1582141760.5244699,ransac
309,1582141763.537366,1582141763.798266,ransac
310,1582141765.808441,1582141766.160346,ransac
311,1582141768.1706018,1582141768.470546,ransac
312,1582141769.47895,1582141769.72995,ransac
313,1582141770.738062,1582141771.0418189,ransac
314,1582141772.050251,1582141772.3669631,ransac
315,1582141772.373121,1582141772.638404,ransac
316,1582141774.648896,1582141774.916906,ransac
317,1582141774.923157,1582141775.247536,ransac
318,1582141776.255765,1582141776.564732,ransac
319,1582141779.576892,1582141779.905632,ransac
320,1582141779.911603,1582141780.2097151,ransac
321,1582141781.218102,1582141781.505333,ransac
322,1582141781.511773,1582141781.796058,ransac
323,1582141782.8044071,1582141783.119758,ransac
324,1582141783.1258972,1582141783.390938,ransac
325,1582141786.402601,1582141786.777476,ransac
326,1582141786.784129,1582141787.1156962,ransac
327,1582141789.126042,1582141789.48622,ransac
328,1582141789.49247,1582141789.8208039,ransac
329,1582141791.830348,1582141792.206578,ransac
330,1582141792.213378,1582141792.53425,ransac
331,1582141795.545871,1582141795.884993,ransac
332,1582141795.891053,1582141796.292474,ransac
333,1582141798.302988,1582141798.6636472,ransac
334,1582141799.672057,1582141799.9996948,ransac
335,1582141802.009928,1582141802.334857,ransac
336,1582141806.348807,1582141806.9926481,ransac
337,1582141809.002812,1582141809.718318,ransac
338,1582141812.730284,1582141813.3632529,ransac
339,1582141814.371664,1582141814.99626,ransac
340,1582141822.015099,1582141822.795866,ransac
341,1582141822.802234,1582141823.528839,ransac
342,1582141823.535411,1582141823.770225,ransac
343,1582141827.783419,1582141828.375011,ransac
344,1582141829.384026,1582141830.2435188,ransac
345,1582141840.267298,1582141841.239168,ransac
346,1582141844.250942,1582141845.210798,ransac
347,1582141847.219928,1582141847.549075,ransac
348,1582141849.559145,1582141849.820818,ransac
349,1582141853.834354,1582141854.829343,ransac
350,1582141861.847757,1582141862.6520119,ransac
351,1582141864.66166,1582141865.437596,ransac
352,1582141868.450211,1582141868.7781491,ransac
353,1582141870.787499,1582141871.104897,ransac
354,1582141873.115284,1582141873.45598,ransac
355,1582141874.464587,1582141875.231919,ransac
356,1582141877.242455,1582141877.484848,ransac
357,1582141878.493779,1582141878.80697,ransac
358,1582141878.813227,1582141879.052289,ransac
359,1582141881.062251,1582141881.35987,ransac
360,1582141883.370142,1582141883.6210392,ransac
361,1582141887.6349711,1582141887.901519,ransac
362,1582141887.907592,1582141888.1566482,ransac
363,1582141889.16465,1582141889.4135132,ransac
364,1582141890.4225302,1582141890.6924472,ransac
365,1582141895.708286,1582141896.346652,ransac
366,1582141898.356481,1582141898.620016,ransac
367,1582141902.6335769,1582141903.364861,ransac
368,1582141905.375256,1582141905.654877,ransac
369,1582141905.661184,1582141905.8944151,ransac
370,1582141906.9024198,1582141907.167674,ransac
371,1582141910.180212,1582141910.4309711,ransac
372,1582141912.441025,1582141912.697295,ransac
373,1582141914.708092,1582141915.120821,ransac
374,1582141917.131268,1582141917.395387,ransac
375,1582141917.401549,1582141917.746081,ransac
376,1582141919.756484,1582141920.060945,ransac
377,1582141920.067065,1582141920.357916,ransac
378,1582141922.3681471,1582141922.653083,ransac
379,1582141922.659469,1582141922.9083788,ransac
380,1582141924.918451,1582141925.219309,ransac
381,1582141925.2256038,1582141925.512414,ransac
382,1582141927.522396,1582141927.845753,ransac
383,1582141927.8530948,1582141928.112147,ransac
384,1582141930.122135,1582141930.417371,ransac
385,1582141930.4264698,1582141930.728559,ransac
386,1582141932.738238,1582141933.0514882,ransac
387,1582141933.058069,1582141933.38154,ransac
388,1582141936.394518,1582141936.7101731,ransac
389,1582141936.716273,1582141937.106714,ransac
390,1582141939.116717,1582141939.461176,ransac
391,1582141939.467345,1582141939.733443,ransac
392,1582141941.743555,1582141942.018261,ransac
393,1582141943.0272288,1582141943.359349,ransac
394,1582141946.371682,1582141946.6828392,ransac
395,1582141946.6890368,1582141946.991616,ransac
396,1582141950.003754,1582141950.306098,ransac
397,1582141951.314491,1582141951.66991,ransac
398,1582141952.678344,1582141952.9599679,ransac
399,1582141954.970623,1582141955.305396,ransac
400,1582141955.311703,1582141955.611928,ransac
401,1582141957.622205,1582141957.948798,ransac
402,1582141957.955055,1582141958.264097,ransac
403,1582141960.2744288,1582141960.564234,ransac
404,1582141960.5704188,1582141960.87825,ransac
405,1582141961.886793,1582141962.174499,ransac
406,1582141963.182625,1582141963.4988608,ransac
407,1582141964.507651,1582141964.820137,ransac
408,1582141967.831583,1582141968.1579301,ransac
409,1582141968.164186,1582141968.497499,ransac
410,1582141969.5054212,1582141969.8307571,ransac
411,1582141969.8373132,1582141970.1732,ransac
412,1582141972.183903,1582141972.476699,ransac
413,1582141972.482531,1582141972.747407,ransac
414,1582141974.757389,1582141975.015024,ransac
415,1582141975.021714,1582141975.520978,ransac
416,1582141979.5346448,1582141979.9628608,ransac
417,1582141979.969217,1582141980.391482,ransac
418,1582141980.3995152,1582141980.662116,ransac
419,1582141982.6729221,1582141982.973233,ransac
420,1582141982.979573,1582141983.295758,ransac
421,1582141985.306013,1582141985.656583,ransac
422,1582141987.66679,1582141988.021134,ransac
423,1582141989.029259,1582141989.39185,ransac
424,1582141992.404861,1582141992.772368,ransac
425,1582141992.778521,1582141993.045339,ransac
426,1582141997.060532,1582141997.684743,ransac
427,1582141997.69111,1582141998.130022,ransac
428,1582142001.142268,1582142001.552353,ransac
429,1582142002.5635679,1582142003.003864,ransac
430,1582142005.013891,1582142005.461043,ransac
431,1582142006.470067,1582142006.8227339,ransac
432,1582142009.834531,1582142010.216765,ransac
433,1582142012.2273982,1582142012.630572,ransac
434,1582142013.639246,1582142014.0241199,ransac
435,1582142018.0381632,1582142018.442825,ransac
436,1582142018.448883,1582142018.885566,ransac
437,1582142021.898304,1582142022.279794,ransac
438,1582142022.2860641,1582142022.7124,ransac
439,1582142024.7222528,1582142025.11484,ransac
440,1582142026.126694,1582142026.474104,ransac
441,1582142028.484314,1582142028.860658,ransac
442,1582142029.868792,1582142030.226808,ransac
443,1582142031.235256,1582142031.497734,ransac
444,1582142033.508042,1582142033.787758,ransac
445,1582142035.7982981,1582142036.069188,ransac
446,1582142038.079498,1582142038.436601,ransac
447,1582142040.447113,1582142040.780035,ransac
448,1582142040.786219,1582142041.157246,ransac
449,1582142042.165627,1582142042.433879,ransac
450,1582142043.442199,1582142043.7347438,ransac
451,1582142044.742642,1582142045.0270002,ransac
452,1582142045.032983,1582142045.305693,ransac
453,1582142046.313971,1582142046.585119,ransac
454,1582142048.5954,1582142048.951191,ransac
455,1582142048.957377,1582142049.2213109,ransac
456,1582142050.2296538,1582142050.5262358,ransac
457,1582142050.5321891,1582142050.83939,ransac
458,1582142052.849458,1582142053.143593,ransac
459,1582142053.1497731,1582142053.4252439,ransac
460,1582142054.4336061,1582142054.710009,ransac
461,1582142054.715826,1582142054.978642,ransac
462,1582142056.988959,1582142057.2943141,ransac
463,1582142058.3028321,1582142058.6073802,ransac
464,1582142059.615863,1582142059.918847,ransac
465,1582142060.927433,1582142061.2590039,ransac
466,1582142062.267275,1582142062.584608,ransac
467,1582142069.603102,1582142069.891891,ransac
468,1582142069.8987598,1582142070.197022,ransac
469,1582142071.204946,1582142071.4772902,ransac
470,1582142073.488178,1582142073.795976,ransac
471,1582142073.802204,1582142074.060829,ransac
472,1582142076.070509,1582142076.400836,ransac
473,1582142076.4074788,1582142076.663585,ransac
474,1582142078.673563,1582142078.956976,ransac
475,1582142078.9632142,1582142079.2719,ransac
476,1582142081.2825449,1582142081.542581,ransac
477,1582142082.5508,1582142082.8605618,ransac
478,1582142085.8726,1582142086.190526,ransac
479,1582142088.200747,1582142088.579447,ransac
480,1582142088.585531,1582142088.872101,ransac
481,1582142089.8798711,1582142090.174668,ransac
482,1582142091.183999,1582142091.5192811,ransac
483,1582142094.531024,1582142094.854057,ransac
484,1582142094.860482,1582142095.246349,ransac
485,1582142097.255992,1582142097.618492,ransac
486,1582142097.6254,1582142097.9576411,ransac
487,1582142100.970215,1582142101.336294,ransac
488,1582142101.342892,1582142101.6830199,ransac
489,1582142104.6950731,1582142105.050544,ransac
490,1582142105.05759,1582142105.40448,ransac
491,1582142108.416352,1582142108.77151,ransac
492,1582142108.77771,1582142109.103588,ransac
493,1582142110.111416,1582142110.386703,ransac
494,1582142112.397315,1582142112.7573788,ransac
495,1582142112.763796,1582142112.9985712,ransac
496,1582142114.0065491,1582142114.294524,ransac
497,1582142114.3006382,1582142114.543979,ransac
498,1582142116.553669,1582142116.8059778,ransac
499,1582142116.8118448,1582142117.0376189,ransac
500,1582142118.045834,1582142118.321394,ransac
501,1582142118.327468,1582142118.564278,ransac
502,1582142119.572664,1582142119.839291,ransac
503,1582142119.8454552,1582142120.086784,ransac
504,1582142122.096937,1582142122.348316,ransac
505,1582142122.354492,1582142122.591522,ransac
506,1582142123.599838,1582142123.857975,ransac
507,1582142126.869342,1582142127.344683,ransac
508,1582142127.350914,1582142127.928651,ransac
509,1582142132.943287,1582142133.5590699,ransac
510,1582142133.56569,1582142134.366016,ransac
511,1582142140.383156,1582142141.195684,ransac
512,1582142141.2020981,1582142142.094795,ransac
513,1582142147.11063,1582142147.961719,ransac
514,1582142148.97027,1582142149.750667,ransac
515,1582142152.762894,1582142153.6181,ransac
516,1582142156.629724,1582142157.453404,ransac
517,1582142162.468762,1582142163.3512769,ransac
518,1582142165.362334,1582142166.146559,ransac
519,1582142172.1633198,1582142172.766294,ransac
520,1582142172.772659,1582142173.383855,ransac
521,1582142181.404305,1582142182.362248,ransac
522,1582142182.368442,1582142183.390896,ransac
523,1582142183.3972769,1582142183.657244,ransac
524,1582142184.665502,1582142184.983822,ransac
525,1582142186.993977,1582142187.374009,ransac
526,1582142188.3831348,1582142188.80129,ransac
527,1582142190.811311,1582142191.186934,ransac
528,1582142191.1930811,1582142191.490392,ransac
529,1582142193.500308,1582142193.886468,ransac
530,1582142194.895062,1582142195.211368,ransac
531,1582142199.224349,1582142199.816526,ransac
532,1582142202.828274,1582142203.132632,ransac
533,1582142203.13913,1582142203.6810641,ransac
534,1582142204.689092,1582142204.997304,ransac
535,1582142206.005975,1582142206.336891,ransac
536,1582142207.3449712,1582142207.67664,ransac
537,1582142208.685052,1582142208.9976802,ransac
538,1582142210.005258,1582142210.326497,ransac
539,1582142212.337344,1582142212.6699991,ransac
540,1582142213.678195,1582142214.0612519,ransac
541,1582142215.069981,1582142215.37764,ransac
542,1582142216.386086,1582142216.703107,ransac
543,1582142218.713726,1582142219.045866,ransac
544,1582142220.0541198,1582142220.402452,ransac
545,1582142221.410846,1582142221.682332,ransac
546,1582142222.6907759,1582142223.017314,ransac
547,1582142225.027611,1582142225.2927868,ransac
548,1582142225.2989788,1582142225.537626,ransac
549,1582142227.547849,1582142227.816661,ransac
550,1582142227.823519,1582142228.0617971,ransac
551,1582142230.0717509,1582142230.3358,ransac
552,1582142231.344995,1582142231.606675,ransac
553,1582142233.61636,1582142233.8899472,ransac
554,1582142234.8987439,1582142235.148311,ransac
555,1582142237.158236,1582142237.434815,ransac
556,1582142238.4434211,1582142238.703769,ransac
557,1582142240.7138,1582142240.979957,ransac
558,1582142240.986293,1582142241.2665029,ransac
559,1582142243.276712,1582142243.640544,ransac
560,1582142246.6520789,1582142247.007014,ransac
561,1582142250.019716,1582142250.489194,ransac
562,1582142251.498129,1582142251.961853,ransac
563,1582142253.971812,1582142254.3950882,ransac
564,1582142255.403315,1582142255.780668,ransac
565,1582142257.791141,1582142258.196878,ransac
566,1582142259.205144,1582142259.577651,ransac
567,1582142261.5880868,1582142261.991361,ransac
568,1582142262.999775,1582142263.407421,ransac
569,1582142265.417522,1582142265.8400779,ransac
570,1582142266.847727,1582142267.330029,ransac
571,1582142270.34142,1582142270.7626321,ransac
572,1582142275.779889,1582142276.191578,ransac
573,1582142276.197776,1582142276.6033509,ransac
574,1582142279.61521,1582142280.021706,ransac
575,1582142280.0281801,1582142280.42878,ransac
576,1582142282.438465,1582142282.857902,ransac
577,1582142284.868947,1582142285.323761,ransac
578,1582142287.334072,1582142287.6662679,ransac
579,1582142291.679692,1582142292.148255,ransac
580,1582142296.161084,1582142297.040549,ransac
581,1582142299.051204,1582142299.883662,ransac
582,1582142300.8921971,1582142301.191453,ransac
583,1582142302.200111,1582142302.521939,ransac
584,1582142306.5353801,1582142307.409503,ransac
585,1582142307.4157062,1582142307.804287,ransac
586,1582142309.814235,1582142310.1670141,ransac
587,1582142311.1756551,1582142311.584098,ransac
588,1582142312.592449,1582142312.976531,ransac
589,1582142314.987463,1582142315.354897,ransac
590,1582142316.363207,1582142316.771601,ransac
591,1582142319.785086,1582142320.205073,ransac
592,1582142320.21128,1582142320.598733,ransac
593,1582142323.610466,1582142324.072396,ransac
594,1582142324.078608,1582142324.473908,ransac
595,1582142327.48737,1582142327.88905,ransac
596,1582142328.898032,1582142329.296205,ransac
597,1582142330.304013,1582142330.632121,ransac
598,1582142331.640759,1582142331.9471939,ransac
599,1582142332.9555302,1582142333.2763538,ransac
600,1582142334.2853189,1582142334.608534,ransac
601,1582142335.616908,1582142335.933186,ransac
602,1582142336.941622,1582142337.186038,ransac
603,1582142338.194758,1582142338.5295188,ransac
604,1582142339.538064,1582142339.8256721,ransac
605,1582142340.834749,1582142341.144145,ransac
606,1582142342.152589,1582142342.431355,ransac
607,1582142343.4397411,1582142343.7514231,ransac
608,1582142344.760106,1582142345.060768,ransac
609,1582142347.070453,1582142347.430311,ransac
610,1582142347.4371939,1582142347.758329,ransac
611,1582142351.771907,1582142352.2062669,ransac
612,1582142353.214437,1582142353.6324902,ransac
613,1582142354.64026,1582142355.0596142,ransac
614,1582142358.0719721,1582142358.549695,ransac
615,1582142359.558563,1582142360.010863,ransac
616,1582142373.0394778,1582142374.6171598,ransac
617,1582142376.627445,1582142378.40914,ransac
618,1582142388.432462,1582142390.332998,ransac
619,1582142391.341552,1582142392.893,ransac
620,1582142399.911498,1582142400.400489,ransac
621,1582142403.412081,1582142403.854285,ransac
622,1582142405.864417,1582142407.622243,ransac
