ImageName1,ImageName2,SIZE1,SIZE2,X1,Y1,X2,Y2
/pylon5/mc3bggp/aymen/Penguin_colonies_2000Pix/BEAU/Aerial/CA256832V0232_Panel2.tif,/pylon5/mc3bggp/aymen/Penguin_colonies_2000Pix/BEAU/Satellite/WV02_20111227133152_1030010010368D00_11DEC27133152-M1BS-052888284040_01_P001_u08rf3031.tif,5,1,2000,2000,2000,2000
