ImageName,ImageSize,TTX,OutputReported,Seals,UnitID
"""WV03_20170915143112_10400100321CA400_17SEP15143112-P1BS-501946225070_01_P003_u08rf3031.tif"".tif",1437,234.81139993667603,137.0,15,5371
"""WV03_20171219083134_104001003604C700_17DEC19083134-P1BS-501934402070_01_P007_u08rf3031.tif"".tif",2265,374.69600009918213,265.0,0,3677
"""WV03_20180103104645_10400100370F2300_18JAN03104645-P1BS-501968330060_01_P008_u08rf3031.tif"".tif",1801,253.79549980163574,136.0,6,3600
"""WV03_20170915143054_1040010031847E00_17SEP15143054-P1BS-501946162030_01_P004_u08rf3031.tif"".tif",1039,182.47090005874634,92.0,0,5292
"""WV03_20171129161455_1040010036B91B00_17NOV29161455-P1BS-501968305090_01_P004_u08rf3031.tif"".tif",1269,164.1418001651764,61.0,0,3794
"""WV03_20171005225559_10400100332B7E00_17OCT05225559-P1BS-501861948030_01_P001_u08rf3031.tif"".tif",1182,137.45809984207153,52.0,0,5306
"""WV03_20171021235021_10400100339F1200_17OCT21235021-P1BS-501862031030_01_P007_u08rf3031.tif"".tif",809,149.14079999923706,59.0,0,4943
"""WV03_20170927030206_10400100345D7C00_17SEP27030206-P1BS-501946351040_01_P002_u08rf3031.tif"".tif",1309,199.44379997253418,89.0,0,4519
"""WV03_20170911132814_1040010031C93000_17SEP11132814-P1BS-501986264030_01_P009_u08rf3031.tif"".tif",1610,184.4859001636505,100.0,0,4934
"""WV03_20171025213945_1040010035A01100_17OCT25213945-P1BS-501934279070_01_P010_u08rf3031.tif"".tif",1680,194.26550006866455,80.0,38,4414
"""WV03_20171031070200_104001003433FF00_17OCT31070200-P1BS-501917420090_01_P002_u08rf3031.tif"".tif",1622,191.3675000667572,99.0,11,4580
"""WV03_20170819135734_1040010031994E00_17AUG19135734-P1BS-501669240040_01_P008_u08rf3031.tif"".tif",1200,164.5496997833252,58.0,0,4839
"""WV03_20171001233028_1040010033921900_17OCT01233028-P1BS-501946336020_01_P010_u08rf3031.tif"".tif",612,63.297199964523315,27.0,10,4463
"""WV03_20171215135725_104001003601D800_17DEC15135725-P1BS-501934400020_01_P004_u08rf3031.tif"".tif",1710,188.87319993972778,80.0,82,3985
"""WV03_20171103124744_10400100339BC800_17NOV03124744-P1BS-501896777040_01_P001_u08rf3031.tif"".tif",766,129.02069997787476,50.0,0,3811
"""WV03_20170904225724_10400100326DA400_17SEP04225724-P1BS-501603148030_01_P004_u08rf3031.tif"".tif",1298,155.5145001411438,59.0,0,3866
"""WV03_20171107103055_1040010034C12D00_17NOV07103055-P1BS-501920105050_01_P006_u08rf3031.tif"".tif",1081,167.28540015220642,62.0,0,5040
"""WV03_20171105064144_10400100345D8400_17NOV05064144-P1BS-501917433080_01_P003_u08rf3031.tif"".tif",1639,157.64129996299744,62.0,90,3888
"""WV03_20171218125901_104001003639F700_17DEC18125901-P1BS-501954000020_01_P003_u08rf3031.tif"".tif",841,187.68510007858276,75.0,1,3546
"""WV03_20171028043703_1040010034103B00_17OCT28043703-P1BS-501896786100_01_P001_u08rf3031.tif"".tif",675,274.8394000530243,159.0,0,3531
"""WV03_20171110223239_10400100356A0200_17NOV10223239-P1BS-501932137090_01_P002_u08rf3031.tif"".tif",1357,211.25699996948242,113.0,1,5037
"""WV03_20171110223211_1040010035911100_17NOV10223211-P1BS-501932183050_01_P001_u08rf3031.tif"".tif",1947,164.50319981575012,77.0,92,6088
"""WV03_20170830231640_10400100329D5C00_17AUG30231640-P1BS-501603153010_01_P002_u08rf3031.tif"".tif",1677,236.1574001312256,128.0,1,4628
"""WV03_20171217141834_1040010035723600_17DEC17141834-P1BS-501932160020_01_P001_u08rf3031.tif"".tif",1659,213.61220002174377,114.0,317,6011
"""WV03_20170905003333_1040010032CA3E00_17SEP05003333-P1BS-501603157080_01_P002_u08rf3031.tif"".tif",1091,186.6234998703003,80.0,0,4725
"""WV03_20171130014922_1040010036BEB100_17NOV30014922-P1BS-501968309080_01_P004_u08rf3031.tif"".tif",1173,147.53550004959106,53.0,9,6185
"""WV03_20170909174919_1040010031A6B100_17SEP09174919-P1BS-501669244020_01_P002_u08rf3031.tif"".tif",2185,178.3052999973297,84.0,3,4752
"""WV03_20170818231717_1040010032AA7700_17AUG18231717-P1BS-501946250040_01_P002_u08rf3031.tif"".tif",424,218.11489987373352,121.0,0,6066
"""WV03_20171224160859_104001003533AB00_17DEC24160859-P1BS-501922401030_01_P003_u08rf3031.tif"".tif",849,166.65499997138977,78.0,0,5927
"""WV03_20171228220229_1040010036CA8700_17DEC28220229-P1BS-501968316010_01_P001_u08rf3031.tif"".tif",1465,138.66190004348755,53.0,346,5950
"""WV03_20171215072129_1040010036CBBE00_17DEC15072129-P1BS-501968319020_01_P001_u08rf3031.tif"".tif",1560,259.88470005989075,153.0,532,3198
"""WV03_20171225082720_10400100377EF300_17DEC25082720-P1BS-501968401030_01_P001_u08rf3031.tif"".tif",2197,410.9716000556946,303.0,3,3176
"""WV03_20171216185727_1040010035993400_17DEC16185727-P1BS-501932187030_01_P003_u08rf3031.tif"".tif",1519,194.5009000301361,85.0,25,5470
"""WV03_20170921012914_1040010032977200_17SEP21012914-P1BS-501946248010_01_P002_u08rf3031.tif"".tif",1301,181.71619987487793,66.0,2,5407
"""WV03_20171018145837_1040010034500900_17OCT18145837-P1BS-501862153080_01_P007_u08rf3031.tif"".tif",726,95.15439987182617,47.0,0,5593
"""WV03_20171231211240_10400100384CBF00_17DEC31211240-P1BS-501954067030_01_P006_u08rf3031.tif"".tif",1305,203.00629997253418,59.0,35,3101
"""WV03_20171209023223_1040010036498000_17DEC09023223-P1BS-501954013070_01_P005_u08rf3031.tif"".tif",633,202.02210021018982,88.0,0,4218
"""WV03_20171012132346_1040010033D18F00_17OCT12132346-P1BS-501862136030_01_P005_u08rf3031.tif"".tif",243,135.0725998878479,69.0,0,4281
"""WV03_20171004161313_1040010034AC6600_17OCT04161313-P1BS-501862234040_01_P003_u08rf3031.tif"".tif",1886,178.82500004768372,76.0,0,4315
"""WV03_20171119052702_1040010035263A00_17NOV19052702-P1BS-501922391100_01_P002_u08rf3031.tif"".tif",1883,226.22499990463257,123.0,35,4362
"""WV03_20171231211232_10400100384CBF00_17DEC31211232-P1BS-501954067030_01_P001_u08rf3031.tif"".tif",1331,178.17000007629395,83.0,113,5494
"""WV03_20171129062637_1040010036213000_17NOV29062637-P1BS-501953987040_01_P001_u08rf3031.tif"".tif",1141,131.9242000579834,49.0,111,5500
"""WV03_20171212113302_1040010036442E00_17DEC12113302-P1BS-501954009010_01_P011_u08rf3031.tif"".tif",787,169.30189990997314,62.0,0,3192
"""WV03_20171218081701_104001003587E800_17DEC18081701-P1BS-501932175090_01_P006_u08rf3031.tif"".tif",1979,184.34439992904663,93.0,2,5577
"""WV03_20170914155152_1040010033B3D800_17SEP14155152-P1BS-501946341070_01_P003_u08rf3031.tif"".tif",1568,154.78159999847412,62.0,0,5599
"""WV03_20170904082528_1040010032941400_17SEP04082528-P1BS-501603151080_01_P003_u08rf3031.tif"".tif",2114,189.4573998451233,90.0,9,5857
"""WV03_20170910113309_10400100314FB900_17SEP10113309-P1BS-501669229050_01_P003_u08rf3031.tif"".tif",1654,183.66240000724792,90.0,19,5820
"""WV03_20171117094920_1040010035CC6F00_17NOV17094920-P1BS-501934389050_01_P001_u08rf3031.tif"".tif",945,157.95679998397827,71.0,10,4265
"""WV03_20170913171346_1040010032983500_17SEP13171346-P1BS-501946249040_01_P002_u08rf3031.tif"".tif",1639,180.91560006141663,81.0,8,4212
"""WV03_20170610230930_104001002D090B00_17JUN10230930-P1BS-501946143040_01_P010_u08rf3031.tif"".tif",1075,266.95300006866455,144.0,6,4386
"""WV03_20171221090302_10400100363ECE00_17DEC21090302-P1BS-501954005060_01_P006_u08rf3031.tif"".tif",1764,163.7086000442505,67.0,2,4368
"""WV03_20171126053837_104001003672BE00_17NOV26053837-P1BS-501956506020_01_P001_u08rf3031.tif"".tif",936,157.24460005760193,57.0,0,5130
"""WV03_20170929180828_10400100320A5C00_17SEP29180828-P1BS-501946167080_01_P008_u08rf3031.tif"".tif",1581,188.16099977493286,100.0,6,3436
"""WV03_20180105124650_1040010037C32200_18JAN05124650-P1BS-501954114090_01_P002_u08rf3031.tif"".tif",1860,277.05279994010925,156.0,82,3441
"""WV03_20171002185808_1040010032C4A600_17OCT02185808-P1BS-501946273050_01_P001_u08rf3031.tif"".tif",1080,213.26290011405945,120.0,0,5147
"""WV03_20170916032545_10400100328B8C00_17SEP16032545-P1BS-501946247040_01_P001_u08rf3031.tif"".tif",1612,162.97780013084412,78.0,120,3961
"""WV03_20171219083240_1040010035780300_17DEC19083240-P1BS-501932165070_01_P010_u08rf3031.tif"".tif",508,160.35630011558533,69.0,1,3916
"""WV03_20171007134151_10400100346D1B00_17OCT07134151-P1BS-501862159090_01_P004_u08rf3031.tif"".tif",1074,166.02699995040894,78.0,29,3882
"""WV03_20171107103150_1040010035625600_17NOV07103150-P1BS-501932129010_01_P005_u08rf3031.tif"".tif",1411,165.53250002861023,64.0,1,4655
"""WV03_20170913171350_1040010032983500_17SEP13171350-P1BS-501946249040_01_P004_u08rf3031.tif"".tif",2103,191.7558000087738,89.0,4,6161
"""WV03_20170911034414_10400100315FAD00_17SEP11034414-P1BS-501984220080_01_P006_u08rf3031.tif"".tif",1427,154.6108000278473,57.0,1,6082
"""WV03_20171012164536_1040010034928600_17OCT12164536-P1BS-501989212070_01_P004_u08rf3031.tif"".tif",756,116.20510005950928,42.0,0,6116
"""WV03_20171022044147_1040010034BDBA00_17OCT22044147-P1BS-501862237080_01_P004_u08rf3031.tif"".tif",1705,249.70469999313354,155.0,73,4622
"""WV03_20171209023225_1040010036498000_17DEC09023225-P1BS-501954013070_01_P006_u08rf3031.tif"".tif",673,178.54800009727478,62.0,0,4758
"""WV03_20171220083800_10400100362EAC00_17DEC20083800-P1BS-501953996090_01_P002_u08rf3031.tif"".tif",1518,176.9168999195099,81.0,144,4085
"""WV03_20170901221017_104001003294D200_17SEP01221017-P1BS-501603231040_01_P003_u08rf3031.tif"".tif",1037,144.70059990882874,54.0,7,4111
"""WV03_20170916144454_1040010033285800_17SEP16144454-P1BS-501946282050_01_P002_u08rf3031.tif"".tif",1193,143.28309988975525,52.0,0,4166
"""WV03_20170921205631_104001003259F300_17SEP21205631-P1BS-501946236060_01_P001_u08rf3031.tif"".tif",1518,165.41420006752014,64.0,0,4188
"""WV03_20171031200116_104001003419C900_17OCT31200116-P1BS-501896789080_01_P007_u08rf3031.tif"".tif",1128,185.77100014686584,85.0,4,3372
"""WV03_20171030212038_1040010035A3EE00_17OCT30212038-P1BS-501934283030_01_P007_u08rf3031.tif"".tif",1696,171.1176998615265,79.0,54,5674
"""WV03_20171112132956_1040010035A65900_17NOV12132956-P1BS-501934283080_01_P001_u08rf3031.tif"".tif",826,169.07209992408752,72.0,0,3291
"""WV03_20171125102027_104001003608E000_17NOV25102027-P1BS-501934405060_01_P003_u08rf3031.tif"".tif",1388,154.15420007705688,56.0,0,5603
"""WV03_20170930021254_1040010034BB1C00_17SEP30021254-P1BS-501946357030_01_P001_u08rf3031.tif"".tif",1433,310.635400056839,199.0,45,3305
"""WV03_20170722130651_104001003154C300_17JUL22130651-P1BS-501603219100_01_P002_u08rf3031.tif"".tif",1263,174.43389987945557,60.0,4,5797
"""WV03_20180107212518_10400100374A9900_18JAN07212518-P1BS-501968386070_01_P002_u08rf3031.tif"".tif",2170,205.35410022735596,95.0,118,5779
"""WV03_20171010044909_10400100341B7400_17OCT10044909-P1BS-501862143050_01_P010_u08rf3031.tif"".tif",782,127.30789995193481,63.0,22,3208
"""WV03_20171201052034_1040010033CFD500_17DEC01052034-P1BS-501896780010_01_P002_u08rf3031.tif"".tif",1262,161.73450016975403,57.0,8,4521
"""WV03_20170910082052_1040010032255E00_17SEP10082052-P1BS-501603138100_01_P001_u08rf3031.tif"".tif",1399,192.6563000679016,92.0,0,4898
"""WV03_20171005225458_1040010033BAC300_17OCT05225458-P1BS-501862037060_01_P005_u08rf3031.tif"".tif",1545,183.62339997291565,67.0,2,4556
"""WV03_20171214182526_1040010036D5C900_17DEC14182526-P1BS-501968327070_01_P005_u08rf3031.tif"".tif",1187,153.21739983558655,53.0,3,4876
"""WV03_20170920123441_1040010033939B00_17SEP20123441-P1BS-501946333080_01_P003_u08rf3031.tif"".tif",990,185.6224000453949,86.0,14,4995
"""WV03_20171021140742_1040010034520600_17OCT21140742-P1BS-501862154020_01_P001_u08rf3031.tif"".tif",1322,206.85939979553223,108.0,421,4801
"""WV03_20180106045659_10400100378D4E00_18JAN06045659-P1BS-501954096100_01_P001_u08rf3031.tif"".tif",1199,151.2913999557495,63.0,137,5244
"""WV03_20171020171129_1040010034732B00_17OCT20171129-P1BS-501917442030_01_P004_u08rf3031.tif"".tif",2074,270.4553999900818,161.0,0,3742
"""WV03_20171224125627_1040010037146C00_17DEC24125627-P1BS-501968333100_01_P003_u08rf3031.tif"".tif",1047,193.4096999168396,84.0,0,3735
"""WV03_20171229141302_10400100385F7100_17DEC29141302-P1BS-501954067060_01_P010_u08rf3031.tif"".tif",1190,201.66310000419617,109.0,145,5233
"""WV03_20171213131939_10400100366EB400_17DEC13131939-P1BS-501956503010_01_P006_u08rf3031.tif"".tif",1074,134.5311999320984,48.0,136,5349
"""WV03_20171115221320_1040010035C97F00_17NOV15221320-P1BS-501934390070_01_P010_u08rf3031.tif"".tif",668,84.03020000457764,29.0,0,3638
"""WV03_20170925152948_1040010032C90600_17SEP25152948-P1BS-501946274020_01_P003_u08rf3031.tif"".tif",2245,215.59740018844604,94.0,4,4906
"""WV03_20170919104254_1040010033D1ED00_17SEP19104254-P1BS-501946348080_01_P007_u08rf3031.tif"".tif",1746,207.01900005340576,107.0,2,4892
"""WV03_20171002042208_10400100314C6200_17OCT02042208-P1BS-501946158070_01_P002_u08rf3031.tif"".tif",1479,150.77709984779358,58.0,26,4971
"""WV03_20170926190054_1040010033810E00_17SEP26190054-P1BS-501989195060_01_P004_u08rf3031.tif"".tif",1744,196.7114999294281,84.0,0,4451
"""WV03_20171020233340_10400100334E6100_17OCT20233340-P1BS-501862013070_01_P003_u08rf3031.tif"".tif",1385,234.96029996871948,117.0,16,4426
"""WV03_20171119213933_10400100353D7F00_17NOV19213933-P1BS-501922410010_01_P002_u08rf3031.tif"".tif",1752,206.15100002288818,103.0,291,5239
"""WV03_20171006083720_1040010033113200_17OCT06083720-P1BS-501861939080_01_P002_u08rf3031.tif"".tif",1287,152.00069999694824,56.0,0,3748
