ImageName,ImageSize,TTX,OutputReported,Tiles,UnitID
"WV03_20171123143512_104001003620DA00_17NOV23143512-P1BS-501953987010_01_P008_u08rf3031.tif""",513,52.33990001678467,45.91,12559,1218
"WV03_20171119133622_10400100350CBE00_17NOV19133622-P1BS-501920249090_01_P008_u08rf3031.tif""",1643,79.18850016593933,76.88,20294,1362
"WV03_20171002024344_1040010033BB5400_17OCT02024344-P1BS-501946343030_01_P002_u08rf3031.tif""",1399,85.14620018005371,76.66,20544,1315
"WV03_20171202102805_10400100352AC100_17DEC02102805-P1BS-501922396080_01_P001_u08rf3031.tif""",632,77.31870007514954,69.92,17319,1281
"WV03_20171212210910_1040010037BCD500_17DEC12210910-P1BS-501954112080_01_P001_u08rf3031.tif""",690,81.6885998249054,74.66,18180,950
"WV03_20170914155152_1040010033B3D800_17SEP14155152-P1BS-501946341070_01_P003_u08rf3031.tif""",1568,69.27499985694885,67.22,20166,927
"WV03_20171014135555_1040010033272E00_17OCT14135555-P1BS-501861946040_01_P001_u08rf3031.tif""",2092,91.77760004997253,87.97,19630,2249
"WV03_20180108052745_1040010037364600_18JAN08052745-P1BS-501968383010_01_P006_u08rf3031.tif""",1907,120.0877001285553,114.62,25065,593
"WV03_20171201052001_104001003664F500_17DEC01052001-P1BS-501956498030_01_P001_u08rf3031.tif""",1023,72.10119986534119,69.69,18088,407
"WV03_20171129062527_1040010035A08F00_17NOV29062527-P1BS-501934281080_01_P003_u08rf3031.tif""",1693,103.39549994468689,97.13,23057,2333
"WV03_20171001184241_1040010032D68C00_17OCT01184241-P1BS-501946276080_01_P007_u08rf3031.tif""",1842,104.53659987449646,102.13,21851,2344
"WV03_20170908222449_104001003229DC00_17SEP08222449-P1BS-501603140050_01_P005_u08rf3031.tif""",972,69.24819993972778,66.6,20390,470
"WV03_20171016223242_1040010033A15500_17OCT16223242-P1BS-501862031090_01_P001_u08rf3031.tif""",1242,83.61770009994507,79.7,21886,1628
"WV03_20171204110548_104001003675FA00_17DEC04110548-P1BS-501956507020_01_P005_u08rf3031.tif""",1462,108.778400182724,106.27,23712,3088
"WV03_20171225180255_104001003746C300_17DEC25180255-P1BS-501968387070_01_P003_u08rf3031.tif""",1293,95.24249982833862,92.81,19946,1752
"WV03_20171102220628_10400100351EFF00_17NOV02220628-P1BS-501920263100_01_P003_u08rf3031.tif""",1088,77.59770011901855,75.38,22090,3066
"WV03_20170930182640_1040010032D08D00_17SEP30182640-P1BS-501987125060_01_P005_u08rf3031.tif""",1002,175.7251000404358,172.99,20869,3011
"WV03_20171106213306_10400100348A1500_17NOV06213306-P1BS-501920079040_01_P006_u08rf3031.tif""",1608,95.02459979057312,92.79,20594,1725
"WV03_20170912134258_10400100322C0100_17SEP12134258-P1BS-501946228060_01_P007_u08rf3031.tif""",1469,91.15610003471375,88.84,18526,2679
"WV03_20171223011809_10400100361FFF00_17DEC23011809-P1BS-501953986070_01_P002_u08rf3031.tif""",239,30.97950005531311,28.91,6109,2703
"WV03_20171018145828_1040010034500900_17OCT18145828-P1BS-501862153080_01_P001_u08rf3031.tif""",1458,56.609999895095825,54.81,18330,37
"WV03_20171008220612_1040010033948000_17OCT08220612-P1BS-501862029010_01_P001_u08rf3031.tif""",1232,74.2039999961853,71.15,18525,2697
"WV03_20171116222927_1040010035AFB200_17NOV16222927-P1BS-501934291010_01_P003_u08rf3031.tif""",1498,80.28419995307922,78.08,24521,40
"WV03_20171119151201_1040010035C3FB00_17NOV19151201-P1BS-501934305010_01_P003_u08rf3031.tif""",658,106.06900000572205,74.5,22961,2774
"WV03_20170912165818_1040010032781200_17SEP12165818-P1BS-501946242040_01_P002_u08rf3031.tif""",813,81.12350010871887,78.44,21918,1622
"WV03_20171106213209_1040010035B48D00_17NOV06213209-P1BS-501934294010_01_P008_u08rf3031.tif""",1960,93.57179999351501,90.29,23194,3082
"WV03_20170613123937_104001002DB9B700_17JUN13123937-P1BS-501461502070_01_P006_u08rf3031.tif""",485,90.5706000328064,85.87,23555,1655
"WV03_20171022044143_1040010034BDBA00_17OCT22044143-P1BS-501862237080_01_P001_u08rf3031.tif""",1400,78.95869994163513,73.85,17765,1758
"WV03_20171120103939_1040010034751000_17NOV20103939-P1BS-501917442060_01_P004_u08rf3031.tif""",1260,64.56850004196167,62.58,19459,147
"WV03_20171219083235_1040010035780300_17DEC19083235-P1BS-501932165070_01_P007_u08rf3031.tif""",1918,95.44770002365112,88.86,20442,2673
"WV03_20171215135727_104001003601D800_17DEC15135727-P1BS-501934400020_01_P005_u08rf3031.tif""",1846,100.34990000724792,94.55,23722,2790
"WV03_20171215072129_1040010036CBBE00_17DEC15072129-P1BS-501968319020_01_P001_u08rf3031.tif""",1560,97.48749995231628,95.06,18166,2604
"WV03_20171206145115_1040010036A46700_17DEC06145115-P1BS-501956603040_01_P008_u08rf3031.tif""",1907,80.45319986343384,78.39,21410,130
"WV03_20171120103826_1040010032AD0200_17NOV20103826-P1BS-501896675030_01_P007_u08rf3031.tif""",1356,91.75009989738464,89.45,21355,2709
"WV03_20170908123930_104001003260F400_17SEP08123930-P1BS-501603146040_01_P002_u08rf3031.tif""",485,76.46189999580383,71.22,18000,1386
"WV03_20171121234637_1040010035681400_17NOV21234637-P1BS-501932137050_01_P002_u08rf3031.tif""",655,91.41980004310608,81.19,20989,1212
"WV03_20171026134800_1040010035D5DD00_17OCT26134800-P1BS-501934398030_01_P010_u08rf3031.tif""",598,45.31599998474121,43.14,10093,1265
"WV03_20171006083724_1040010033113200_17OCT06083724-P1BS-501861939080_01_P005_u08rf3031.tif""",1713,72.25220012664795,68.53,20438,1368
"WV03_20171020233453_10400100342CFB00_17OCT20233453-P1BS-501862146040_01_P006_u08rf3031.tif""",1296,79.81399989128113,77.46000000000002,18659,2243
"WV03_20171019070912_104001003379BC00_17OCT19070912-P1BS-501862023040_01_P003_u08rf3031.tif""",1751,104.5854001045227,101.5,20861,577
"WV03_20170926024627_10400100320D9900_17SEP26024627-P1BS-501946168050_01_P003_u08rf3031.tif""",1954,76.80250000953674,74.55,20953,500
"WV03_20171016160503_104001003597C700_17OCT16160503-P1BS-501862249060_01_P001_u08rf3031.tif""",1901,87.84419989585876,85.59,22489,2234
"WV03_20171021140757_1040010034520600_17OCT21140757-P1BS-501862154020_01_P009_u08rf3031.tif""",1311,95.530100107193,91.53,23948,494
