Image,Start,End,Sift
configure,1581713291.110654,1581713291.113334,0
connect,1581713291.117349,1581713293.124236,0
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[NMED]_WV02_20170930134017_1030010073AE9700_17SEP30134017-P1BS-501676503060_01_P001_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[NMED]_orthoQB02_10DEC221302162-P1BS-101001000CBFD400_u16ns3031.tif,1581713293.130139,1581713297.59153,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[NMED]_WV02_20170930134017_1030010073AE9700_17SEP30134017-P1BS-501676503060_01_P001_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[NMED]_WV01_20180603155508_102001006F4A0E00_18JUN03155508-P1BS-502347206090_01_P001_u08rf3031.tif,1581713297.598108,1581713300.124678,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[NMED]_WV02_20170930134017_1030010073AE9700_17SEP30134017-P1BS-501676503060_01_P001_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[NMED]_WV03_20180125130438_1040010038147E00_18JAN25130438-P1BS-502167814060_01_P001_u08rf3031.tif,1581713300.130672,1581713302.732355,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[NMED]_WV02_20170930134017_1030010073AE9700_17SEP30134017-P1BS-501676503060_01_P001_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[NMED]_WV02_20170319133203_10300100664D2100_17MAR19133203-P1BS-501669729040_01_P001_u08rf3031.tif,1581713302.739008,1581713305.454076,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[FERR]_WV01_20170619155208_102001005EBDB900_17JUN19155208-P1BS-501550656030_01_P002_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[FERR]_WV03_20170828130146_10400100324DB000_17AUG28130146-P1BS-501603141060_01_P003_u08rf3031.tif,1581713305.459875,1581713309.194228,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[FERR]_WV01_20170619155208_102001005EBDB900_17JUN19155208-P1BS-501550656030_01_P002_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[FERR]_WV03_20170828130144_10400100324DB000_17AUG28130144-P1BS-501603141060_01_P002_u08rf3031.tif,1581713309.200122,1581713312.94041,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[FERR]_WV01_20170619155208_102001005EBDB900_17JUN19155208-P1BS-501550656030_01_P002_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[FERR]_WV03_20170114122515_10400100264C3100_17JAN14122515-P1BS-501513710040_01_P001_u08rf3031.tif,1581713312.946452,1581713316.335392,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_WV02_20160202144926_103001005099E200_16FEB02144926-P1BS-500637503070_01_P008_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_WV02_20160202144926_103001005099E200_16FEB02144926-P1BS-500637503070_01_P008_u08rf3031.tif,1581713316.342242,1581713318.623665,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_WV02_20160202144926_103001005099E200_16FEB02144926-P1BS-500637503070_01_P008_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_orthoWV02_12JAN282031092-P1BS-1030010011532B00_u08rf3031.tif,1581713318.629664,1581713325.316101,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_WV02_20160202144926_103001005099E200_16FEB02144926-P1BS-500637503070_01_P008_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_orthoWV02_11OCT032209118-P1BS-103001000D52F000_u08rf3031.tif,1581713325.322607,1581713330.915853,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_WV02_20160202144926_103001005099E200_16FEB02144926-P1BS-500637503070_01_P008_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_orthoWV01_12OCT312046040-P1BS_R4C1-102001001EA2B300_u08rf3031.tif,1581713330.92245,1581713333.320493,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_WV02_20160202144926_103001005099E200_16FEB02144926-P1BS-500637503070_01_P008_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_WV02_20170105201237_10300100638D2900_17JAN05201237-P1BS-501558021050_01_P001_u08rf3031.tif,1581713333.326634,1581713335.583775,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_WV02_20160202144926_103001005099E200_16FEB02144926-P1BS-500637503070_01_P008_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[BRDM]_orthoWV01_12JAN292039411-P1BS-1020010019694D00_u08rf3031.tif,1581713335.590178,1581713341.61104,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[ROOK]_WV02_20180302045611_1030010079A49200_18MAR02045611-P1BS-502097182030_01_P003_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[ROOK]_WV01_20170507081318_102001005F9ABC00_17MAY07081318-P1BS-501550675100_01_P003_u08rf3031.tif,1581713341.617067,1581713343.977144,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[ROOK]_WV02_20180302045611_1030010079A49200_18MAR02045611-P1BS-502097182030_01_P003_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[ROOK]_WV01_20170408075434_102001005E807800_17APR08075434-P1BS-501280690070_01_P003_u08rf3031.tif,1581713343.983421,1581713346.350694,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[ROOK]_WV02_20180302045611_1030010079A49200_18MAR02045611-P1BS-502097182030_01_P003_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[ROOK]_WV01_20170104075918_10200100598A1800_17JAN04075918-P1BS-501156430100_01_P003_u08rf3031.tif,1581713346.356837,1581713348.916713,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[IVAN]_WV03_20170829015920_1040010031980900_17AUG29015920-P1BS-501669240030_01_P004_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[IVAN]_WV01_20180429051730_1020010073CA5200_18APR29051730-P1BS-502285797010_01_P003_u08rf3031.tif,1581713348.922931,1581713349.294962,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[IVAN]_WV03_20170829015920_1040010031980900_17AUG29015920-P1BS-501669240030_01_P004_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[IVAN]_WV03_20160117022931_10400100171CF400_16JAN17022931-P1BS-500638708020_01_P001_u08rf3031.tif,1581713349.301201,1581713351.905421,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CHRI]_WV03_20170915125011_10400100325C3700_17SEP15125011-P1BS-501946236090_01_P003_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CHRI]_WV03_20170915125011_10400100325C3700_17SEP15125011-P1BS-501946236090_01_P003_u08rf3031.tif,1581713351.911965,1581713354.230043,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CHRI]_WV03_20170915125011_10400100325C3700_17SEP15125011-P1BS-501946236090_01_P003_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CHRI]_WV03_20170722130637_104001002E59F800_17JUL22130637-P1BS-501992469080_01_P003_u08rf3031.tif,1581713354.236321,1581713357.824245,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[AVIA]_WV03_20171123143401_1040010034307A00_17NOV23143401-P1BS-501896798100_01_P008_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[AVIA]_orthoWV01_11JAN201414413-P1BS-1020010012CC0A00_u08mr3031.tif,1581713357.830814,1581713362.167755,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[JOUB]_WV03_20160225140313_10400100196BE200_16FEB25140313-P1BS-500638709010_01_P003_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[JOUB]_WV02_20170112141012_1030010061869100_17JAN12141012-P1BS-501143749100_01_P001_u08rf3031.tif,1581713362.174041,1581713364.915775,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[TURR]_WV01_20170527163133_1020010063D22C00_17MAY27163133-P1BS-501639535070_01_P003_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[TURR]_WV01_20170527163133_1020010063D22C00_17MAY27163133-P1BS-501639535070_01_P003_u08rf3031.tif,1581713364.922064,1581713368.913605,1
/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CROZ]_WV01_20101206213242_102001000EC3EC00_10DEC06213242-P1BS-052825449090_01_P001_u08rf3031.tif_/pylon5/mc3bggp/aymen/geolocation_dataset_new/[CROZ]_WV03_20150220211413_1040010007CEDC00_15FEB20211413-P1BS-500308362100_01_P003_u08rf3031.tif,1581713368.919595,1581713373.2513,1
