Image,Start,End,Tiles
/pylon5/mc3bggp/bspitz/Seals/WV03_20171222135730_1040010036B3C800_17DEC22135730-P1BS-501956614030_01_P002_u08rf3031.tif,1554067660.1625016,1554067683.4895034,4593
/pylon5/mc3bggp/bspitz/Seals/WV03_20171001134643_104001003319CE00_17OCT01134643-P1BS-501946281020_01_P003_u08rf3031.tif,1554067683.586206,1554067709.9475713,5622
/pylon5/mc3bggp/bspitz/Seals/WV03_20171231131510_1040010037D67B00_17DEC31131510-P1BS-501954062040_01_P010_u08rf3031.tif,1554067710.0486493,1554067734.5580833,6572
/pylon5/mc3bggp/bspitz/Seals/WV03_20171202102813_10400100352AC100_17DEC02102813-P1BS-501922396080_01_P007_u08rf3031.tif,1554067734.6440766,1554067764.6820781,7028
/pylon5/mc3bggp/bspitz/Seals/WV03_20180110221123_10400100370F9B00_18JAN10221123-P1BS-501968332100_01_P002_u08rf3031.tif,1554067764.7895846,1554067786.2065535,4015
/pylon5/mc3bggp/bspitz/Seals/WV03_20171012132346_1040010033D18F00_17OCT12132346-P1BS-501862136030_01_P005_u08rf3031.tif,1554067786.292129,1554067835.7896767,14159
/pylon5/mc3bggp/bspitz/Seals/WV03_20171119213934_10400100353D7F00_17NOV19213934-P1BS-501922410010_01_P004_u08rf3031.tif,1554067835.9913013,1554067851.8815413,4025
/pylon5/mc3bggp/bspitz/Seals/WV03_20171213131708_1040010036439D00_17DEC13131708-P1BS-501954010060_01_P005_u08rf3031.tif,1554067851.9464836,1554067912.294244,17745
/pylon5/mc3bggp/bspitz/Seals/WV03_20180101145826_10400100368A4600_18JAN01145826-P1BS-501956586040_01_P002_u08rf3031.tif,1554067912.4602144,1554067931.7491431,5116
/pylon5/mc3bggp/bspitz/Seals/WV03_20171012132235_1040010033CAB400_17OCT12132235-P1BS-501862130100_01_P004_u08rf3031.tif,1554067931.9185934,1554068005.3392363,22085
/pylon5/mc3bggp/bspitz/Seals/WV03_20171117130044_1040010035752D00_17NOV17130044-P1BS-501932161080_01_P002_u08rf3031.tif,1554068005.5526087,1554068033.0273285,4196
/pylon5/mc3bggp/bspitz/Seals/WV03_20171108202824_1040010035362100_17NOV08202824-P1BS-501922405080_01_P008_u08rf3031.tif,1554068033.1213913,1554068069.034772,10421
/pylon5/mc3bggp/bspitz/Seals/WV03_20170925134914_10400100328FF600_17SEP25134914-P1BS-501946247080_01_P001_u08rf3031.tif,1554068069.1405656,1554068131.398667,19000
/pylon5/mc3bggp/bspitz/Seals/WV03_20170924102158_10400100337EE700_17SEP24102158-P1BS-501946301090_01_P003_u08rf3031.tif,1554068131.5649807,1554068157.97802,5589
/pylon5/mc3bggp/bspitz/Seals/WV03_20170818231739_1040010031442200_17AUG18231739-P1BS-501946158030_01_P005_u08rf3031.tif,1554068158.0542362,1554068216.4965968,20158
/pylon5/mc3bggp/bspitz/Seals/WV03_20171231131507_1040010037D67B00_17DEC31131507-P1BS-501954062040_01_P007_u08rf3031.tif,1554068216.6377501,1554068269.698626,17504
/pylon5/mc3bggp/bspitz/Seals/WV03_20170908012005_1040010032112800_17SEP08012005-P1BS-501603137080_01_P001_u08rf3031.tif,1554068269.8390043,1554068330.2569163,18416
/pylon5/mc3bggp/bspitz/Seals/WV03_20171210140618_1040010035B7F800_17DEC10140618-P1BS-501934294060_01_P005_u08rf3031.tif,1554068330.431296,1554068388.5944057,16314
/pylon5/mc3bggp/bspitz/Seals/WV03_20170610230913_104001002D090B00_17JUN10230913-P1BS-501946143040_01_P001_u08rf3031.tif,1554068388.7639909,1554068452.4521096,22981
/pylon5/mc3bggp/bspitz/Seals/WV03_20170829015921_1040010031980900_17AUG29015921-P1BS-501669240030_01_P005_u08rf3031.tif,1554068452.6444259,1554068504.0961082,16160
/pylon5/mc3bggp/bspitz/Seals/WV03_20170908012008_1040010032112800_17SEP08012008-P1BS-501603137080_01_P003_u08rf3031.tif,1554068504.2436283,1554068570.2348857,19859
/pylon5/mc3bggp/bspitz/Seals/WV03_20171229042857_1040010035CF1800_17DEC29042857-P1BS-501934395010_01_P010_u08rf3031.tif,1554068570.4626129,1554068599.0080028,10023
/pylon5/mc3bggp/bspitz/Seals/WV03_20171107134032_1040010035A65700_17NOV07134032-P1BS-501934285030_01_P001_u08rf3031.tif,1554068599.0862322,1554068654.4031959,16312
/pylon5/mc3bggp/bspitz/Seals/WV03_20170903143644_10400100334E5000_17SEP03143644-P1BS-501603159030_01_P001_u08rf3031.tif,1554068654.553212,1554068719.6556685,20304
/pylon5/mc3bggp/bspitz/Seals/WV03_20180105061758_1040010036CDA700_18JAN05061758-P1BS-501968320100_01_P001_u08rf3031.tif,1554068719.8199747,1554068786.3461518,18156
/pylon5/mc3bggp/bspitz/Seals/WV03_20171214182601_10400100365DB100_17DEC14182601-P1BS-501956494030_01_P004_u08rf3031.tif,1554068786.5935588,1554068866.521858,22642
/pylon5/mc3bggp/bspitz/Seals/WV03_20171016125045_1040010034323300_17OCT16125045-P1BS-501989207060_01_P006_u08rf3031.tif,1554068866.7467732,1554068933.1281967,20460
/pylon5/mc3bggp/bspitz/Seals/WV03_20170913153740_10400100328C2700_17SEP13153740-P1BS-501946246050_01_P010_u08rf3031.tif,1554068933.3065383,1554068965.5029023,9058
/pylon5/mc3bggp/bspitz/Seals/WV03_20171110192337_1040010034AD8400_17NOV10192337-P1BS-501920096010_01_P003_u08rf3031.tif,1554068965.5836473,1554069029.210395,18847
/pylon5/mc3bggp/bspitz/Seals/WV03_20171016030619_10400100322D5500_17OCT16030619-P1BS-501861931060_01_P001_u08rf3031.tif,1554069029.3976908,1554069092.401827,19367
/pylon5/mc3bggp/bspitz/Seals/WV03_20170922144259_1040010033327700_17SEP22144259-P1BS-501946286070_01_P010_u08rf3031.tif,1554069092.5784793,1554069131.6144357,11878
/pylon5/mc3bggp/bspitz/Seals/WV03_20170610231016_104001002E331300_17JUN10231016-P1BS-501946149020_01_P005_u08rf3031.tif,1554069131.7074516,1554069193.8068566,20376
/pylon5/mc3bggp/bspitz/Seals/WV03_20171209023225_1040010036498000_17DEC09023225-P1BS-501954013070_01_P006_u08rf3031.tif,1554069193.96668,1554069262.419512,23584
/pylon5/mc3bggp/bspitz/Seals/WV03_20171216221049_1040010036916100_17DEC16221049-P1BS-501956592050_01_P007_u08rf3031.tif,1554069262.5920334,1554069332.6065993,22428
/pylon5/mc3bggp/bspitz/Seals/WV03_20171104142959_1040010034C07000_17NOV04142959-P1BS-501920103100_01_P006_u08rf3031.tif,1554069332.8226018,1554069402.826435,20783
/pylon5/mc3bggp/bspitz/Seals/WV03_20171016030708_1040010033B11900_17OCT16030708-P1BS-501862035010_01_P001_u08rf3031.tif,1554069403.026679,1554069464.1327345,20432
/pylon5/mc3bggp/bspitz/Seals/WV03_20171127073241_1040010035A2CC00_17NOV27073241-P1BS-501934280070_01_P003_u08rf3031.tif,1554069464.3270624,1554069540.4569461,23579
/pylon5/mc3bggp/bspitz/Seals/WV03_20171024064847_1040010033143700_17OCT24064847-P1BS-501896677100_01_P001_u08rf3031.tif,1554069540.714006,1554069611.6447356,18141
/pylon5/mc3bggp/bspitz/Seals/WV03_20171209023221_1040010036498000_17DEC09023221-P1BS-501954013070_01_P004_u08rf3031.tif,1554069611.9333384,1554069682.0758424,23582
/pylon5/mc3bggp/bspitz/Seals/WV03_20170829230116_1040010032504B00_17AUG29230116-P1BS-501603144080_01_P002_u08rf3031.tif,1554069682.2774699,1554069755.0207622,21884
/pylon5/mc3bggp/bspitz/Seals/WV03_20170901140629_1040010031BE8A00_17SEP01140629-P1BS-501669350010_01_P003_u08rf3031.tif,1554069755.246622,1554069823.11818,20600
/pylon5/mc3bggp/bspitz/Seals/WV03_20170831023006_1040010032530900_17AUG31023006-P1BS-501603145030_01_P003_u08rf3031.tif,1554069823.390621,1554069899.8105316,22531
/pylon5/mc3bggp/bspitz/Seals/WV03_20170916211459_10400100325F3100_17SEP16211459-P1BS-501986281050_01_P005_u08rf3031.tif,1554069900.0443563,1554069966.3975205,22503
/pylon5/mc3bggp/bspitz/Seals/WV03_20170901140632_1040010031BE8A00_17SEP01140632-P1BS-501669350010_01_P005_u08rf3031.tif,1554069966.6133916,1554070036.704736,20542
/pylon5/mc3bggp/bspitz/Seals/WV03_20170613123929_104001002DB9B700_17JUN13123929-P1BS-501461502070_01_P002_u08rf3031.tif,1554070036.9261527,1554070123.5446794,23463
/pylon5/mc3bggp/bspitz/Seals/WV03_20170906085620_10400100328C1D00_17SEP06085620-P1BS-501603150050_01_P001_u08rf3031.tif,1554070123.887133,1554070180.5666254,18853
/pylon5/mc3bggp/bspitz/Seals/WV03_20171212113302_1040010036442E00_17DEC12113302-P1BS-501954009010_01_P011_u08rf3031.tif,1554070180.739451,1554070260.9629016,20958
/pylon5/mc3bggp/bspitz/Seals/WV03_20170902222546_10400100310D2700_17SEP02222546-P1BS-501667685050_01_P008_u08rf3031.tif,1554070261.2156093,1554070313.3657472,13569
/pylon5/mc3bggp/bspitz/Seals/WV03_20170905101659_104001003283AB00_17SEP05101659-P1BS-501603149020_01_P001_u08rf3031.tif,1554070313.5181682,1554070366.112894,18728
/pylon5/mc3bggp/bspitz/Seals/WV03_20170613124025_104001002D9DA600_17JUN13124025-P1BS-501461471070_01_P002_u08rf3031.tif,1554070366.2446103,1554070447.2493944,21370
/pylon5/mc3bggp/bspitz/Seals/WV03_20170907104849_1040010033D30D00_17SEP07104849-P1BS-501603217090_01_P001_u08rf3031.tif,1554070447.5140567,1554070513.0904095,19925
/pylon5/mc3bggp/bspitz/Seals/WV03_20171012195507_1040010033D1A300_17OCT12195507-P1BS-501862135010_01_P003_u08rf3031.tif,1554070513.29239,1554070582.9441113,20249
/pylon5/mc3bggp/bspitz/Seals/WV03_20171218062835_1040010037708200_17DEC18062835-P1BS-501968397050_01_P002_u08rf3031.tif,1554070583.22616,1554070653.6815917,18087
/pylon5/mc3bggp/bspitz/Seals/WV03_20171218125901_104001003639F700_17DEC18125901-P1BS-501954000020_01_P003_u08rf3031.tif,1554070653.9168262,1554070734.1274512,22142
