ImageName,ImageSize,TTX,OutputReported,Tiles,UnitID
WV03_20171027122945_10400100352F1800_17OCT27122945-P1BS-501922399030_01_P001_u08rf3031.tif,955,75.52020001411438,73.56,18549,2554
WV03_20170908092637_1040010032261400_17SEP08092637-P1BS-501603139100_01_P002_u08rf3031.tif,2475,85.75809979438782,83.88,23773,2874
WV03_20170904225827_10400100311E0C00_17SEP04225827-P1BS-501669221090_01_P003_u08rf3031.tif,1633,92.06640005111694,90.02,21131,2803
WV03_20171022124705_1040010034A58200_17OCT22124705-P1BS-501920093020_01_P009_u08rf3031.tif,1146,92.96599984169006,90.83,22524,2459
WV03_20171201115657_1040010035425200_17DEC01115657-P1BS-501922414030_01_P008_u08rf3031.tif,1406,78.01049995422363,75.87,19071,2997
WV03_20170923132001_1040010032CF9F00_17SEP23132001-P1BS-501946276020_01_P002_u08rf3031.tif,1241,86.16929984092712,84.28999999999998,22131,553
WV03_20171118114302_1040010036918E00_17NOV18114302-P1BS-501956590070_01_P008_u08rf3031.tif,1725,118.72890019416809,115.4,23544,2267
WV03_20171121140315_104001003414FE00_17NOV21140315-P1BS-501896788080_01_P005_u08rf3031.tif,1627,114.60300016403198,112.22,23396,909
WV03_20171129175044_10400100358FFC00_17NOV29175044-P1BS-501932181010_01_P003_u08rf3031.tif,1405,118.33789992332458,116.31,24368,2384
WV03_20171002024356_1040010033BB5400_17OCT02024356-P1BS-501946343030_01_P010_u08rf3031.tif,712,34.5271999835968,32.84,8156,2210
WV03_20171026054307_1040010034B1C000_17OCT26054307-P1BS-501920098100_01_P005_u08rf3031.tif,696,93.07869982719421,90.91,23535,524
WV03_20171230142736_10400100368CCB00_17DEC30142736-P1BS-501956589010_01_P003_u08rf3031.tif,1592,98.64079999923706,96.35,22980,804
WV03_20180107212523_10400100374A9900_18JAN07212523-P1BS-501968386070_01_P005_u08rf3031.tif,1574,87.4316999912262,85.46000000000002,23932,990
WV03_20171023143831_1040010034CFCC00_17OCT23143831-P1BS-501862242010_01_P008_u08rf3031.tif,973,78.78940010070801,76.87,21370,429
WV03_20171005001523_10400100347C4500_17OCT05001523-P1BS-501862223100_01_P002_u08rf3031.tif,1720,101.69729995727539,99.3,20919,873
WV03_20171027140325_1040010034872700_17OCT27140325-P1BS-501920081070_01_P006_u08rf3031.tif,879,86.72869992256165,84.56,21474,2289
WV03_20171219001635_10400100378B2600_17DEC19001635-P1BS-501954097040_01_P001_u08rf3031.tif,1429,154.8501000404358,152.67000000000004,21588,1236
WV03_20171012213111_10400100347FF900_17OCT12213111-P1BS-501862226080_01_P005_u08rf3031.tif,1815,239.50890016555786,237.46,23625,1241
WV03_20171005082125_104001003421CB00_17OCT05082125-P1BS-501862144010_01_P007_u08rf3031.tif,1707,76.66380000114441,74.86,19007,2657
WV03_20171221040229_10400100360D3A00_17DEC21040229-P1BS-501934407020_01_P002_u08rf3031.tif,1663,83.20420002937317,81.27,23629,163
WV03_20170613123929_104001002DB9B700_17JUN13123929-P1BS-501461502070_01_P002_u08rf3031.tif,769,81.81949996948242,79.98,23463,114
WV03_20171212113302_1040010036442E00_17DEC12113302-P1BS-501954009010_01_P011_u08rf3031.tif,786,91.5832998752594,89.3,20958,2620
WV03_20170926105455_1040010032D5F000_17SEP26105455-P1BS-501946275080_01_P004_u08rf3031.tif,1269,80.09990000724792,78.15,19729,80
WV03_20170921205606_10400100331EEA00_17SEP21205606-P1BS-501946282080_01_P001_u08rf3031.tif,1457,55.93079996109009,54.36,16891,19
WV03_20171004094645_1040010034BB0C00_17OCT04094645-P1BS-501862237050_01_P002_u08rf3031.tif,2048,99.4989001750946,97.46,18656,1792
WV03_20171229110028_10400100351B2C00_17DEC29110028-P1BS-501920261030_01_P001_u08rf3031.tif,946,138.82359981536865,136.57,17954,1606
WV03_20170902222639_1040010033759000_17SEP02222639-P1BS-501603231080_01_P002_u08rf3031.tif,686,80.16559982299805,77.88,21564,1671
WV03_20180101145826_10400100368A4600_18JAN01145826-P1BS-501956586040_01_P002_u08rf3031.tif,331,21.545300006866455,19.89,5116,3048
WV03_20170913153740_10400100328C2700_17SEP13153740-P1BS-501946246050_01_P010_u08rf3031.tif,629,32.270100116729736,30.73,9058,169
WV03_20171224045759_1040010038052E00_17DEC24045759-P1BS-501954066030_01_P005_u08rf3031.tif,2099,106.56380009651184,104.58,23834,187
WV03_20171119133336_1040010036102D00_17NOV19133336-P1BS-501934410010_01_P007_u08rf3031.tif,1313,91.17400002479553,89.43,22852,13
WV03_20171103124507_104001003476DC00_17NOV03124507-P1BS-501917444070_01_P009_u08rf3031.tif,1937,100.3889000415802,98.31,23671,2727
WV03_20170829230119_1040010032504B00_17AUG29230119-P1BS-501603144080_01_P004_u08rf3031.tif,646,60.375200033187866,58.55,16888,2750
WV03_20171108220335_1040010034415800_17NOV08220335-P1BS-501917426080_01_P002_u08rf3031.tif,1071,67.36669993400574,65.53,19947,64
WV03_20170916014807_104001003297CB00_17SEP16014807-P1BS-501946249030_01_P002_u08rf3031.tif,1299,81.05340003967285,77.58,20594,1798
WV03_20171220083758_10400100362EAC00_17DEC20083758-P1BS-501953996090_01_P001_u08rf3031.tif,1079,65.08840012550354,63.22,18859,3042
WV03_20171018132444_1040010033539600_17OCT18132444-P1BS-501862013090_01_P008_u08rf3031.tif,1287,70.41789984703064,68.51,19875,1776
WV03_20171217141839_1040010035723600_17DEC17141839-P1BS-501932160020_01_P004_u08rf3031.tif,1150,95.60339999198914,93.52,21789,1701
WV03_20171120103942_1040010034751000_17NOV20103942-P1BS-501917442060_01_P006_u08rf3031.tif,1252,75.90750002861023,73.91,19392,3035
WV03_20171001232925_1040010033295700_17OCT01232925-P1BS-501946282060_01_P005_u08rf3031.tif,1909,103.7153000831604,101.61,23209,1695
WV03_20170912165913_10400100316BFC00_17SEP12165913-P1BS-501946161080_01_P004_u08rf3031.tif,895,87.14930009841919,84.99,21496,974
WV03_20171113070935_10400100350B5900_17NOV13070935-P1BS-501920249050_01_P002_u08rf3031.tif,776,74.90869998931885,73.02,19257,559
WV03_20171215072057_10400100363C5D00_17DEC15072057-P1BS-501954004080_01_P005_u08rf3031.tif,1489,97.8844997882843,95.82,24150,897
WV03_20170819135641_1040010030266F00_17AUG19135641-P1BS-501667602020_01_P007_u08rf3031.tif,918,90.7623999118805,88.73,21929,903
WV03_20180105124801_1040010037CE6800_18JAN05124801-P1BS-501954061030_01_P009_u08rf3031.tif,1347,89.04639983177185,87.03999999999998,19667,2317
WV03_20171002073616_1040010033161900_17OCT02073616-P1BS-501946280040_01_P003_u08rf3031.tif,1556,80.19899988174438,78.26,19799,423
WV03_20170922144154_1040010033AFD100_17SEP22144154-P1BS-501946342070_01_P009_u08rf3031.tif,1273,104.35060000419617,102.31,22082,879
WV03_20170906134533_1040010031A23E00_17SEP06134533-P1BS-501669243020_01_P001_u08rf3031.tif,617,91.46250009536743,89.59,19527,2283
WV03_20171120134819_10400100347B3D00_17NOV20134819-P1BS-501917445090_01_P007_u08rf3031.tif,1343,79.52920007705688,77.61,19446,454
WV03_20171030211941_104001003444FD00_17OCT30211941-P1BS-501917427040_01_P003_u08rf3031.tif,1313,76.314199924469,74.39,22201,2360
WV03_20171023000440_10400100321C5900_17OCT23000440-P1BS-501861930050_01_P007_u08rf3031.tif,1323,361.99580001831055,359.74,22995,1346
WV03_20170913153740_10400100328C2700_17SEP13153740-P1BS-501946246050_01_P009_u08rf3031.tif,1565,73.20260000228882,70.43,20349,1331
WV03_20171123032453_10400100346B2B00_17NOV23032453-P1BS-501917438040_01_P005_u08rf3031.tif,1916,88.37129998207092,86.35,19065,668
WV03_20171003061225_10400100333EF600_17OCT03061225-P1BS-501862011030_01_P001_u08rf3031.tif,1622,87.95730018615723,85.03999999999998,19347,2026
WV03_20171017211407_1040010033D5C700_17OCT17211407-P1BS-501989205090_01_P010_u08rf3031.tif,760,46.03030014038086,43.96,9706,712
WV03_20171215072157_1040010036C3CB00_17DEC15072157-P1BS-501968314010_01_P005_u08rf3031.tif,1190,84.37440013885498,82.43,20127,686
WV03_20170930213830_10400100338DEA00_17SEP30213830-P1BS-501946333040_01_P006_u08rf3031.tif,1678,62.78400015830994,60.15,15555,765
WV03_20170905231341_1040010032CDF100_17SEP05231341-P1BS-501603156060_01_P002_u08rf3031.tif,1367,180.84170007705688,178.71,22090,2051
WV03_20171204061443_104001003585F500_17DEC04061443-P1BS-501932175020_01_P005_u08rf3031.tif,1884,97.60700011253357,95.61,24114,1099
WV03_20170904051055_1040010031829E00_17SEP04051055-P1BS-501669237100_01_P001_u08rf3031.tif,896,118.4458999633789,116.46,18611,1077
WV03_20170906134538_1040010031A23E00_17SEP06134538-P1BS-501669243020_01_P005_u08rf3031.tif,282,89.24430012702942,87.49,12077,1194
WV03_20180107225911_104001003788D200_18JAN07225911-P1BS-501954095060_01_P006_u08rf3031.tif,636,67.2778000831604,65.08,19085,1000
WV03_20170930070328_104001003263AA00_17SEP30070328-P1BS-501946239060_01_P001_u08rf3031.tif,2122,136.6155002117157,134.36,20484,2941
WV03_20171105032630_104001003499CC00_17NOV05032630-P1BS-501920089020_01_P009_u08rf3031.tif,1762,79.14340019226074,77.25,22279,2936
WV03_20171005211958_104001003389D500_17OCT05211958-P1BS-501862026020_01_P004_u08rf3031.tif,998,55.63700008392334,53.87,16234,258
WV03_20170901140636_1040010031BE8A00_17SEP01140636-P1BS-501669350010_01_P008_u08rf3031.tif,844,166.13209986686707,164.17000000000004,20505,2582
WV03_20171020233350_10400100334E6100_17OCT20233350-P1BS-501862013070_01_P009_u08rf3031.tif,1804,104.54569983482361,101.96,23211,322
WV03_20171021140641_104001003568EC00_17OCT21140641-P1BS-501862248040_01_P008_u08rf3031.tif,910,69.00850009918213,66.36,18133,2416
WV03_20171024051124_10400100331D3500_17OCT24051124-P1BS-501896678040_01_P001_u08rf3031.tif,1940,106.79739999771118,104.69,20674,2461
WV03_20170925090034_1040010032B45600_17SEP25090034-P1BS-501946252050_01_P004_u08rf3031.tif,962,67.34969997406006,65.47,23978,355
WV03_20171104142951_1040010034C07000_17NOV04142951-P1BS-501920103100_01_P001_u08rf3031.tif,830,78.72420001029968,76.69,19365,1884
WV03_20170930213753_1040010033186F00_17SEP30213753-P1BS-501946280090_01_P002_u08rf3031.tif,1709,795.5118000507355,793.56,23540,1910
WV03_20171029045300_10400100357B0A00_17OCT29045300-P1BS-501932167010_01_P003_u08rf3031.tif,1812,150.03659987449646,147.76,24501,1967
WV03_20171001184241_1040010032D68C00_17OCT01184241-P1BS-501946276080_01_P007_u08rf3031.tif,1841,393.7744998931885,391.77,21851,1989
WV03_20171118180921_104001003538B500_17NOV18180921-P1BS-501922406060_01_P002_u08rf3031.tif,204,33.89650011062622,32.05,4329,1447
WV03_20171008220804_1040010034427600_17OCT08220804-P1BS-501862150050_01_P007_u08rf3031.tif,1925,91.35259985923767,89.34,21054,1430
WV03_20171123224030_1040010035766C00_17NOV23224030-P1BS-501932164060_01_P004_u08rf3031.tif,1892,104.20670008659363,102.0,24068,2566
WV03_20171217141952_1040010037587B00_17DEC17141952-P1BS-501968392040_01_P007_u08rf3031.tif,1557,76.58550000190735,74.71000000000002,19970,252
WV03_20171006213422_10400100333A7700_17OCT06213422-P1BS-501862010020_01_P006_u08rf3031.tif,1726,78.18650007247925,76.32,23136,225
WV03_20171115025712_1040010034031900_17NOV15025712-P1BS-501896783010_01_P002_u08rf3031.tif,1601,82.64450001716614,80.39,18451,2511
WV03_20171215135826_1040010036282F00_17DEC15135826-P1BS-501953990100_01_P001_u08rf3031.tif,616,345.0666000843048,343.21,18852,2485
WV03_20171122043751_104001003677D100_17NOV22043751-P1BS-501956508070_01_P002_u08rf3031.tif,1750,98.08870005607605,95.1,24485,2831
WV03_20171002105049_1040010032079000_17OCT02105049-P1BS-501946167030_01_P002_u08rf3031.tif,2320,383.5260999202728,381.54,19810,2588
WV03_20170906085523_10400100326F4F00_17SEP06085523-P1BS-501603147080_01_P003_u08rf3031.tif,1279,82.54089999198914,80.23,21295,2846
WV03_20170916211456_10400100325F3100_17SEP16211456-P1BS-501986281050_01_P003_u08rf3031.tif,944,71.86730003356934,69.78,22619,328
WV03_20171121185902_104001003599E300_17NOV21185902-P1BS-501932188080_01_P003_u08rf3031.tif,1122,73.65759992599487,71.58,19782,1537
WV03_20171120103842_104001003449C900_17NOV20103842-P1BS-501917428070_01_P003_u08rf3031.tif,1294,90.8248999118805,88.8,21443,1540
WV03_20171105032725_104001003356D400_17NOV05032725-P1BS-501896770020_01_P006_u08rf3031.tif,1476,67.97460007667542,65.07,19809,1860
WV03_20171231211232_10400100384CBF00_17DEC31211232-P1BS-501954067030_01_P001_u08rf3031.tif,1330,84.93569993972778,82.9,21096,1817
WV03_20180110140341_1040010036700100_18JAN10140341-P1BS-501956503050_01_P001_u08rf3031.tif,950,124.21810007095337,122.17,18973,1983
WV03_20171113214248_1040010035B0E600_17NOV13214248-P1BS-501934292020_01_P001_u08rf3031.tif,1007,79.7367000579834,77.63,18131,662
WV03_20171201195740_10400100346BE500_17DEC01195740-P1BS-501917438070_01_P005_u08rf3031.tif,1008,83.2960000038147,80.75,21917,2156
WV03_20170927191645_104001003230B900_17SEP27191645-P1BS-501946229020_01_P004_u08rf3031.tif,1647,95.57200002670288,93.59,21389,781
WV03_20170818134115_10400100311A6D00_17AUG18134115-P1BS-501669219040_01_P007_u08rf3031.tif,870,94.14759993553162,91.76,23569,2121
WV03_20171206145110_1040010036A46700_17DEC06145110-P1BS-501956603040_01_P005_u08rf3031.tif,1906,98.16210007667542,96.17,21446,615
WV03_20170927142333_1040010032270C00_17SEP27142333-P1BS-501946227080_01_P003_u08rf3031.tif,2042,81.9621000289917,79.71000000000002,20400,718
WV03_20171014153441_1040010034271200_17OCT14153441-P1BS-501862144100_01_P002_u08rf3031.tif,1787,143.62999987602234,141.54,20403,1107
WV03_20171219180622_1040010036BBC300_17DEC19180622-P1BS-501968307050_01_P005_u08rf3031.tif,610,132.70570015907288,130.71,15129,1093
WV03_20170819135734_1040010031994E00_17AUG19135734-P1BS-501669240040_01_P008_u08rf3031.tif,1199,89.56500005722046,87.5,21921,1170
WV03_20171229235447_1040010037181A00_17DEC29235447-P1BS-501968374060_01_P003_u08rf3031.tif,1363,273.01599979400635,270.94,19357,1643
WV03_20170921012914_1040010032977200_17SEP21012914-P1BS-501946248010_01_P002_u08rf3031.tif,1300,108.69519996643066,106.5,25032,1634
WV03_20171028043709_1040010034103B00_17OCT28043709-P1BS-501896786100_01_P005_u08rf3031.tif,1437,80.95219993591309,78.94,21359,3094
WV03_20171225001400_104001003780E700_17DEC25001400-P1BS-501968402010_01_P012_u08rf3031.tif,1317,63.65599989891052,61.89,12297,1739
WV03_20171205125451_1040010036C83400_17DEC05125451-P1BS-501968315050_01_P002_u08rf3031.tif,1156,65.376699924469,63.34,20098,2786
WV03_20170912165818_1040010032781200_17SEP12165818-P1BS-501946242040_01_P002_u08rf3031.tif,812,84.86529994010925,82.77,21918,2612
WV03_20171231033136_10400100361B5D00_17DEC31033136-P1BS-501934416050_01_P007_u08rf3031.tif,244,30.5625,28.99,5170,126
WV03_20171206063645_10400100361F0900_17DEC06063645-P1BS-501953984010_01_P002_u08rf3031.tif,1155,87.35450005531311,85.35,21685,151
WV03_20170908155536_10400100329BBD00_17SEP08155536-P1BS-501603152070_01_P003_u08rf3031.tif,1528,86.16709995269775,84.3,23519,2665
WV03_20171118033431_10400100363AA500_17NOV18033431-P1BS-501954003010_01_P003_u08rf3031.tif,1589,76.59809994697571,74.62,20952,2768
WV03_20171123094949_10400100355F9C00_17NOV23094949-P1BS-501932130090_01_P010_u08rf3031.tif,685,56.36779999732971,45.14,10338,1273
WV03_20170906215222_10400100329D0400_17SEP06215222-P1BS-501603152100_01_P001_u08rf3031.tif,2389,92.81480002403259,90.63,22086,1390
WV03_20171217080127_10400100362B1100_17DEC17080127-P1BS-501953993070_01_P002_u08rf3031.tif,1724,186.54199981689453,184.36,20888,1204
WV03_20171120103918_1040010035AA3700_17NOV20103918-P1BS-501934286080_01_P003_u08rf3031.tif,1395,95.58169984817505,93.47,21225,1309
WV03_20171001232927_1040010033295700_17OCT01232927-P1BS-501946282060_01_P006_u08rf3031.tif,2407,117.74640011787415,114.75,23226,516
WV03_20170908075118_104001003318E700_17SEP08075118-P1BS-501603157010_01_P011_u08rf3031.tif,1459,132.52539992332458,130.79,14635,2222
WV03_20171225082727_10400100377EF300_17DEC25082727-P1BS-501968401030_01_P005_u08rf3031.tif,2132,98.592600107193,96.64,23012,482
WV03_20170908222353_104001003274E800_17SEP08222353-P1BS-501603149050_01_P005_u08rf3031.tif,1009,67.0333001613617,64.99,20912,2255
WV03_20171219015415_104001003753A000_17DEC19015415-P1BS-501968390020_01_P002_u08rf3031.tif,1194,86.14199995994568,83.76,20380,561
WV03_20171219015311_1040010035972300_17DEC19015311-P1BS-501932186010_01_P008_u08rf3031.tif,1215,82.2425000667572,80.27,18141,841
WV03_20170912004503_1040010032B12400_17SEP12004503-P1BS-501946253010_01_P002_u08rf3031.tif,651,82.93840003013611,80.84,18989,2358
WV03_20171129210233_1040010036CBBC00_17NOV29210233-P1BS-501968319010_01_P009_u08rf3031.tif,1529,113.02250003814697,110.19,24059,836
WV03_20171121203649_104001003594E000_17NOV21203649-P1BS-501932184030_01_P001_u08rf3031.tif,1558,140.69049978256226,138.7,17979,1279
WV03_20180110140354_1040010036700100_18JAN10140354-P1BS-501956503050_01_P009_u08rf3031.tif,1211,196.68650007247925,194.7,20275,1303
WV03_20170923132116_104001003384DE00_17SEP23132116-P1BS-501946333100_01_P002_u08rf3031.tif,1190,91.67649984359741,89.48,20248,1297
WV03_20171123224032_1040010035766C00_17NOV23224032-P1BS-501932164060_01_P005_u08rf3031.tif,1885,108.21359992027283,106.02,24094,1374
WV03_20170927191642_104001003230B900_17SEP27191642-P1BS-501946229020_01_P002_u08rf3031.tif,1742,84.23749995231628,82.34,21378,931
WV03_20171129062638_1040010036213000_17NOV29062638-P1BS-501953987040_01_P002_u08rf3031.tif,1218,83.00440001487732,81.06,18193,2228
WV03_20171010044807_10400100346F2000_17OCT10044807-P1BS-501862222020_01_P005_u08rf3031.tif,1925,83.85150003433228,81.98,21610,488
WV03_20171130015026_10400100342EB400_17NOV30015026-P1BS-501896798050_01_P004_u08rf3031.tif,1195,83.83489990234375,81.46000000000002,19862,946
WV03_20180110140355_1040010036700100_18JAN10140355-P1BS-501956503050_01_P010_u08rf3031.tif,764,48.19169998168945,46.19,11069,2352
WV03_20170921160429_1040010033034F00_17SEP21160429-P1BS-501946277010_01_P005_u08rf3031.tif,1845,87.24710011482239,85.16,23961,466
WV03_20171020090104_1040010034832100_17OCT20090104-P1BS-501862227060_01_P009_u08rf3031.tif,1783,82.92290019989014,81.07,21777,585
WV03_20170828094922_10400100315F5700_17AUG28094922-P1BS-501669232080_01_P009_u08rf3031.tif,723,58.80799984931946,57.02,21269,411
WV03_20171123094837_10400100358C3700_17NOV23094837-P1BS-501932177080_01_P005_u08rf3031.tif,1363,98.49000000953674,96.39,22983,2325
WV03_20171008220617_1040010033948000_17OCT08220617-P1BS-501862029010_01_P004_u08rf3031.tif,1429,81.14540004730225,79.08,19951,1649
WV03_20171019120327_10400100347F4C00_17OCT19120327-P1BS-501862226070_01_P009_u08rf3031.tif,695,191.51830005645752,189.61,20020,3007
WV03_20171125115942_10400100368AAB00_17NOV25115942-P1BS-501956588030_01_P007_u08rf3031.tif,907,142.41449999809265,140.32999999999998,21507,1733
WV03_20170915080217_10400100326A7900_17SEP15080217-P1BS-501946240070_01_P006_u08rf3031.tif,2393,111.79589986801147,109.73,24484,1744
WV03_20180105030309_10400100371E4000_18JAN05030309-P1BS-501968375050_01_P006_u08rf3031.tif,1269,75.125,73.22,21520,3070
WV03_20171127234307_1040010035B1B900_17NOV27234307-P1BS-501934292070_01_P001_u08rf3031.tif,999,85.37399983406067,83.45,18964,2618
WV03_20170927142350_1040010032270C00_17SEP27142350-P1BS-501946227080_01_P015_u08rf3031.tif,261,17.938899993896484,16.49,4104,56
WV03_20171107103147_1040010035625600_17NOV07103147-P1BS-501932129010_01_P003_u08rf3031.tif,1633,88.0573000907898,85.93,21473,2762
WV03_20170927030216_10400100345D7C00_17SEP27030216-P1BS-501946351040_01_P008_u08rf3031.tif,1177,257.6642999649048,255.77,22967,2715
WV03_20171120055220_10400100341A6000_17NOV20055220-P1BS-501896790010_01_P010_u08rf3031.tif,754,32.75730013847351,31.21,8104,21
WV03_20171013183609_1040010034786D00_17OCT13183609-P1BS-501862226020_01_P010_u08rf3031.tif,330,35.419699907302856,33.76,8077,2681
