Image,Start,End,Tiles
/pylon5/mc3bggp/bspitz/Seals/WV03_20171127073334_104001003523AE00_17NOV27073334-P1BS-501922390030_01_P004_u08rf3031.tif,1555783043.6786628,1555783099.9398665,19197
/pylon5/mc3bggp/bspitz/Seals/WV03_20171215072154_1040010036C3CB00_17DEC15072154-P1BS-501968314010_01_P003_u08rf3031.tif,1555783099.9747288,1555783177.9283793,20166
/pylon5/mc3bggp/bspitz/Seals/WV03_20171124145853_1040010035754300_17NOV24145853-P1BS-501932162070_01_P008_u08rf3031.tif,1555783178.106643,1555783259.5171576,20188
/pylon5/mc3bggp/bspitz/Seals/WV03_20170902142117_10400100311B6100_17SEP02142117-P1BS-501669219050_01_P008_u08rf3031.tif,1555783259.7022324,1555783327.785413,21366
/pylon5/mc3bggp/bspitz/Seals/WV03_20170930034855_10400100340AED00_17SEP30034855-P1BS-501946351090_01_P005_u08rf3031.tif,1555783327.8003118,1555783406.51393,23405
/pylon5/mc3bggp/bspitz/Seals/WV03_20170925134929_10400100328FF600_17SEP25134929-P1BS-501946247080_01_P011_u08rf3031.tif,1555783406.6900082,1555783486.8473125,20665
/pylon5/mc3bggp/bspitz/Seals/WV03_20171010044807_10400100346F2000_17OCT10044807-P1BS-501862222020_01_P005_u08rf3031.tif,1555783486.8696194,1555783563.7120578,21610
/pylon5/mc3bggp/bspitz/Seals/WV03_20171022142628_10400100356FC600_17OCT22142628-P1BS-501862248070_01_P008_u08rf3031.tif,1555783563.7271197,1555783619.689055,20095
/pylon5/mc3bggp/bspitz/Seals/WV03_20170912165917_10400100316BFC00_17SEP12165917-P1BS-501946161080_01_P006_u08rf3031.tif,1555783619.810749,1555783704.9468067,21326
/pylon5/mc3bggp/bspitz/Seals/WV03_20171215072059_10400100363C5D00_17DEC15072059-P1BS-501954004080_01_P006_u08rf3031.tif,1555783705.07968,1555783795.7777092,24147
/pylon5/mc3bggp/bspitz/Seals/WV03_20171215072206_1040010036C3CB00_17DEC15072206-P1BS-501968314010_01_P012_u08rf3031.tif,1555783795.9024246,1555783821.7841036,5660
/pylon5/mc3bggp/bspitz/Seals/WV03_20171105064141_10400100345D8400_17NOV05064141-P1BS-501917433080_01_P001_u08rf3031.tif,1555783821.7932055,1555783903.8599792,19393
/pylon5/mc3bggp/bspitz/Seals/WV03_20171019102508_1040010033868500_17OCT19102508-P1BS-501862026090_01_P009_u08rf3031.tif,1555783904.0601451,1555783975.9124222,20016
/pylon5/mc3bggp/bspitz/Seals/WV03_20170923132120_104001003384DE00_17SEP23132120-P1BS-501946333100_01_P005_u08rf3031.tif,1555783976.0712698,1555784056.6761036,20122
/pylon5/mc3bggp/bspitz/Seals/WV03_20171021140643_104001003568EC00_17OCT21140643-P1BS-501862248040_01_P009_u08rf3031.tif,1555784056.7816272,1555784115.8078108,17989
/pylon5/mc3bggp/bspitz/Seals/WV03_20171023143914_1040010034B64D00_17OCT23143914-P1BS-501862236020_01_P001_u08rf3031.tif,1555784115.820768,1555784179.3135748,19954
/pylon5/mc3bggp/bspitz/Seals/WV03_20171225082720_10400100377EF300_17DEC25082720-P1BS-501968401030_01_P001_u08rf3031.tif,1555784179.3494177,1555784266.1778412,21609
/pylon5/mc3bggp/bspitz/Seals/WV03_20171116222927_1040010035AFB200_17NOV16222927-P1BS-501934291010_01_P003_u08rf3031.tif,1555784266.2291906,1555784347.508494,24521
/pylon5/mc3bggp/bspitz/Seals/WV03_20170929180823_10400100320A5C00_17SEP29180823-P1BS-501946167080_01_P004_u08rf3031.tif,1555784347.52544,1555784421.4278662,17376
/pylon5/mc3bggp/bspitz/Seals/WV03_20171114054715_104001003536AF00_17NOV14054715-P1BS-501922403100_01_P002_u08rf3031.tif,1555784421.7400393,1555784517.9636228,22638
/pylon5/mc3bggp/bspitz/Seals/WV03_20170905083925_1040010033990D00_17SEP05083925-P1BS-501603216030_01_P002_u08rf3031.tif,1555784518.2343168,1555784584.1179965,16885
/pylon5/mc3bggp/bspitz/Seals/WV03_20171010044842_1040010035A88B00_17OCT10044842-P1BS-501862250060_01_P006_u08rf3031.tif,1555784584.1594317,1555784671.6715615,22994
/pylon5/mc3bggp/bspitz/Seals/WV03_20171231211328_1040010035D4FE00_17DEC31211328-P1BS-501934397080_01_P006_u08rf3031.tif,1555784671.8347433,1555784736.5523653,20121
/pylon5/mc3bggp/bspitz/Seals/WV03_20171020135158_1040010033635600_17OCT20135158-P1BS-501862018050_01_P005_u08rf3031.tif,1555784736.660054,1555784812.4642847,20100
/pylon5/mc3bggp/bspitz/Seals/WV03_20170910113158_1040010031BA0D00_17SEP10113158-P1BS-501669248050_01_P001_u08rf3031.tif,1555784812.6743221,1555784892.0682065,21092
/pylon5/mc3bggp/bspitz/Seals/WV03_20171203105022_1040010036080E00_17DEC03105022-P1BS-501934403080_01_P007_u08rf3031.tif,1555784892.171771,1555784992.1271915,23667
/pylon5/mc3bggp/bspitz/Seals/WV03_20171001232923_1040010033295700_17OCT01232923-P1BS-501946282060_01_P004_u08rf3031.tif,1555784992.4542878,1555785092.4026847,23140
/pylon5/mc3bggp/bspitz/Seals/WV03_20171108072717_10400100349AA900_17NOV08072717-P1BS-501920088040_01_P002_u08rf3031.tif,1555785092.7075343,1555785117.8944101,5096
/pylon5/mc3bggp/bspitz/Seals/WV03_20171006003108_1040010034474500_17OCT06003108-P1BS-501862152100_01_P003_u08rf3031.tif,1555785117.9698336,1555785226.0058727,24057
/pylon5/mc3bggp/bspitz/Seals/WV03_20171124212130_104001003689A000_17NOV24212130-P1BS-501956585100_01_P006_u08rf3031.tif,1555785226.2262278,1555785286.7903032,17099
/pylon5/mc3bggp/bspitz/Seals/WV03_20171210140723_1040010037BFEF00_17DEC10140723-P1BS-501954113050_01_P005_u08rf3031.tif,1555785286.9636033,1555785349.6640604,16887
/pylon5/mc3bggp/bspitz/Seals/WV03_20171001170232_10400100341C4D00_17OCT01170232-P1BS-501946352040_01_P001_u08rf3031.tif,1555785349.863574,1555785424.9192111,18388
/pylon5/mc3bggp/bspitz/Seals/WV03_20170901140409_10400100324F2D00_17SEP01140409-P1BS-501603144060_01_P003_u08rf3031.tif,1555785425.1511056,1555785516.177049,22622
/pylon5/mc3bggp/bspitz/Seals/WV03_20171119115812_10400100355FAB00_17NOV19115812-P1BS-501932131010_01_P002_u08rf3031.tif,1555785516.4691079,1555785611.265855,22309
/pylon5/mc3bggp/bspitz/Seals/WV03_20171129210233_1040010036CBBC00_17NOV29210233-P1BS-501968319010_01_P009_u08rf3031.tif,1555785611.5069754,1555785702.863134,24059
/pylon5/mc3bggp/bspitz/Seals/WV03_20171020054638_1040010034CE8200_17OCT20054638-P1BS-501862241100_01_P003_u08rf3031.tif,1555785703.117608,1555785814.9175277,24578
/pylon5/mc3bggp/bspitz/Seals/WV03_20171104031034_10400100355B6300_17NOV04031034-P1BS-501932127020_01_P001_u08rf3031.tif,1555785815.2619517,1555785886.9336708,19948
/pylon5/mc3bggp/bspitz/Seals/WV03_20170925134920_10400100328FF600_17SEP25134920-P1BS-501946247080_01_P005_u08rf3031.tif,1555785887.1520438,1555785970.9703195,20685
/pylon5/mc3bggp/bspitz/Seals/WV03_20170828130029_1040010032227400_17AUG28130029-P1BS-501603139060_01_P003_u08rf3031.tif,1555785971.2721212,1555786062.0181482,18040
/pylon5/mc3bggp/bspitz/Seals/WV03_20170907104947_10400100333A4E00_17SEP07104947-P1BS-501603159020_01_P002_u08rf3031.tif,1555786062.2206712,1555786153.6856506,21356
