Image,Start,End,Tiles
/pylon5/mc3bggp/bspitz/Seals/WV03_20171213131704_1040010036439D00_17DEC13131704-P1BS-501954010060_01_P002_u08rf3031.tif,1554067660.3504891,1554067713.3124409,17521
/pylon5/mc3bggp/bspitz/Seals/WV03_20171217080138_10400100362B1100_17DEC17080138-P1BS-501953993070_01_P010_u08rf3031.tif,1554067713.5040128,1554067735.5229213,6118
/pylon5/mc3bggp/bspitz/Seals/WV03_20171210105547_1040010036312400_17DEC10105547-P1BS-501953998050_01_P002_u08rf3031.tif,1554067735.5770557,1554067758.715062,4146
/pylon5/mc3bggp/bspitz/Seals/WV03_20170920123602_1040010034C31B00_17SEP20123602-P1BS-501946357040_01_P010_u08rf3031.tif,1554067758.7565145,1554067783.947135,5378
/pylon5/mc3bggp/bspitz/Seals/WV03_20171217080040_1040010035CB1800_17DEC17080040-P1BS-501934391060_01_P010_u08rf3031.tif,1554067784.030109,1554067816.6009095,9617
/pylon5/mc3bggp/bspitz/Seals/WV03_20171213131559_10400100379A3800_17DEC13131559-P1BS-501954103010_01_P006_u08rf3031.tif,1554067816.716026,1554067887.1072829,21652
/pylon5/mc3bggp/bspitz/Seals/WV03_20171127073251_1040010035A2CC00_17NOV27073251-P1BS-501934280070_01_P009_u08rf3031.tif,1554067887.3729322,1554067926.7694778,11168
/pylon5/mc3bggp/bspitz/Seals/WV03_20171012132232_1040010033CAB400_17OCT12132232-P1BS-501862130100_01_P002_u08rf3031.tif,1554067926.8363523,1554067999.4260795,22064
/pylon5/mc3bggp/bspitz/Seals/WV03_20170717230421_104001002F103B00_17JUL17230421-P1BS-501497929030_01_P010_u08rf3031.tif,1554067999.6328285,1554068021.4775262,4452
/pylon5/mc3bggp/bspitz/Seals/WV03_20171216074551_1040010035AB4200_17DEC16074551-P1BS-501934287030_01_P002_u08rf3031.tif,1554068021.4999328,1554068034.0896728,4049
/pylon5/mc3bggp/bspitz/Seals/WV03_20171127135914_1040010035C9F900_17NOV27135914-P1BS-501934390100_01_P001_u08rf3031.tif,1554068034.0938232,1554068093.717291,18021
/pylon5/mc3bggp/bspitz/Seals/WV03_20171214182505_1040010035199900_17DEC14182505-P1BS-501920259090_01_P004_u08rf3031.tif,1554068093.8492537,1554068157.8554277,18072
/pylon5/mc3bggp/bspitz/Seals/WV03_20171108202719_1040010034929800_17NOV08202719-P1BS-501920086090_01_P008_u08rf3031.tif,1554068158.084602,1554068192.0314515,10642
/pylon5/mc3bggp/bspitz/Seals/WV03_20170906040423_1040010031952700_17SEP06040423-P1BS-501984230050_01_P007_u08rf3031.tif,1554068192.0645604,1554068216.064919,6179
/pylon5/mc3bggp/bspitz/Seals/WV03_20171212130122_1040010036158800_17DEC12130122-P1BS-501934413010_01_P001_u08rf3031.tif,1554068216.1320505,1554068281.7394102,18094
/pylon5/mc3bggp/bspitz/Seals/WV03_20170613124032_104001002D9DA600_17JUN13124032-P1BS-501461471070_01_P006_u08rf3031.tif,1554068281.9386873,1554068356.4756095,21443
/pylon5/mc3bggp/bspitz/Seals/WV03_20171217173629_10400100365FE100_17DEC17173629-P1BS-501956494100_01_P001_u08rf3031.tif,1554068356.7256548,1554068427.0793378,19109
/pylon5/mc3bggp/bspitz/Seals/WV03_20171107120839_10400100344F3300_17NOV07120839-P1BS-501917431060_01_P009_u08rf3031.tif,1554068427.2902262,1554068479.0635772,19004
/pylon5/mc3bggp/bspitz/Seals/WV03_20171214182501_1040010035199900_17DEC14182501-P1BS-501920259090_01_P001_u08rf3031.tif,1554068479.2388542,1554068540.139542,16376
/pylon5/mc3bggp/bspitz/Seals/WV03_20170908012010_1040010032112800_17SEP08012010-P1BS-501603137080_01_P004_u08rf3031.tif,1554068540.3304503,1554068609.2381415,19838
/pylon5/mc3bggp/bspitz/Seals/WV03_20171023143833_1040010034CFCC00_17OCT23143833-P1BS-501862242010_01_P010_u08rf3031.tif,1554068609.3819053,1554068649.5537782,10059
/pylon5/mc3bggp/bspitz/Seals/WV03_20170613124002_104001002ED1F300_17JUN13124002-P1BS-501992551050_01_P003_u08rf3031.tif,1554068649.6817777,1554068739.1945357,24606
/pylon5/mc3bggp/bspitz/Seals/WV03_20171224192554_1040010035B58800_17DEC24192554-P1BS-501934296020_01_P008_u08rf3031.tif,1554068739.4756067,1554068779.3187735,8617
/pylon5/mc3bggp/bspitz/Seals/WV03_20171119133105_10400100354BAC00_17NOV19133105-P1BS-501932115020_01_P001_u08rf3031.tif,1554068779.4129622,1554068844.4276533,17849
/pylon5/mc3bggp/bspitz/Seals/WV03_20171116044051_104001003530EB00_17NOV16044051-P1BS-501922400010_01_P003_u08rf3031.tif,1554068844.6044986,1554068905.2765694,21337
/pylon5/mc3bggp/bspitz/Seals/WV03_20170908012055_1040010031D43000_17SEP08012055-P1BS-501669354050_01_P001_u08rf3031.tif,1554068905.467294,1554068988.0117435,22623
/pylon5/mc3bggp/bspitz/Seals/WV03_20171201065617_10400100357A0600_17DEC01065617-P1BS-501932166060_01_P001_u08rf3031.tif,1554068988.2972655,1554069058.7437277,17766
/pylon5/mc3bggp/bspitz/Seals/WV03_20170905101809_10400100323D5600_17SEP05101809-P1BS-501603143070_01_P008_u08rf3031.tif,1554069058.9368105,1554069101.5848207,12919
/pylon5/mc3bggp/bspitz/Seals/WV03_20170613124037_104001002D9DA600_17JUN13124037-P1BS-501461471070_01_P009_u08rf3031.tif,1554069101.6686208,1554069183.2894979,21410
/pylon5/mc3bggp/bspitz/Seals/WV03_20170613124030_104001002D9DA600_17JUN13124030-P1BS-501461471070_01_P005_u08rf3031.tif,1554069183.5682828,1554069270.5660915,21972
/pylon5/mc3bggp/bspitz/Seals/WV03_20171014135444_1040010034033600_17OCT14135444-P1BS-501862138030_01_P005_u08rf3031.tif,1554069270.9209182,1554069310.5638897,10509
/pylon5/mc3bggp/bspitz/Seals/WV03_20171130211711_10400100363A5200_17NOV30211711-P1BS-501954002090_01_P005_u08rf3031.tif,1554069310.6787798,1554069359.4966156,15805
/pylon5/mc3bggp/bspitz/Seals/WV03_20170903143656_10400100334E5000_17SEP03143656-P1BS-501603159030_01_P008_u08rf3031.tif,1554069359.6354132,1554069434.7095232,22015
/pylon5/mc3bggp/bspitz/Seals/WV03_20170926140844_1040010034149800_17SEP26140844-P1BS-501946349100_01_P004_u08rf3031.tif,1554069434.9982631,1554069502.4531546,22043
/pylon5/mc3bggp/bspitz/Seals/WV03_20170911132614_10400100322AB900_17SEP11132614-P1BS-501603140060_01_P003_u08rf3031.tif,1554069502.6620336,1554069579.590746,20158
/pylon5/mc3bggp/bspitz/Seals/WV03_20171013165705_1040010033C3A400_17OCT13165705-P1BS-501862132020_01_P002_u08rf3031.tif,1554069579.8470314,1554069649.662171,18020
/pylon5/mc3bggp/bspitz/Seals/WV03_20170613123935_104001002DB9B700_17JUN13123935-P1BS-501461502070_01_P005_u08rf3031.tif,1554069649.8951693,1554069739.517573,23102
/pylon5/mc3bggp/bspitz/Seals/WV03_20171121234545_10400100343F2100_17NOV21234545-P1BS-501917425010_01_P002_u08rf3031.tif,1554069739.765325,1554069828.4051988,23050
/pylon5/mc3bggp/bspitz/Seals/WV03_20170828095011_10400100321C1500_17AUG28095011-P1BS-501603138040_01_P006_u08rf3031.tif,1554069828.7023706,1554069886.6778579,21279
/pylon5/mc3bggp/bspitz/Seals/WV03_20171113070933_10400100350B5900_17NOV13070933-P1BS-501920249050_01_P001_u08rf3031.tif,1554069886.8685908,1554069957.709425,17788
