,Image,Size,OutputTime,Tiles
2327,WV03_20170925090147_10400100332B1300_17SEP25090147-P1BS-501946284060_01_P003_u08rf3031.tif,753,37.35,16544
2328,WV03_20170916144454_1040010033285800_17SEP16144454-P1BS-501946282050_01_P002_u08rf3031.tif,1193,58.41,19513
2329,WV03_20170908012101_1040010031D43000_17SEP08012101-P1BS-501669354050_01_P005_u08rf3031.tif,212,45.15,20176
2330,WV03_20170911132614_10400100322AB900_17SEP11132614-P1BS-501603140060_01_P003_u08rf3031.tif,697,26.57,12046
2331,WV03_20170927030218_10400100345D7C00_17SEP27030218-P1BS-501946351040_01_P009_u08rf3031.tif,1172,18.62,8939
2332,WV03_20171005211852_104001003393B800_17OCT05211852-P1BS-501862028090_01_P003_u08rf3031.tif,1827,47.29,20187
2333,WV03_20171225082728_10400100377EF300_17DEC25082728-P1BS-501968401030_01_P006_u08rf3031.tif,2165,62.92,22439
2334,WV03_20171231131507_1040010037D67B00_17DEC31131507-P1BS-501954062040_01_P007_u08rf3031.tif,487,75.45,23040
2335,WV03_20170911034411_10400100315FAD00_17SEP11034411-P1BS-501984220080_01_P004_u08rf3031.tif,2079,67.58,20925
2336,WV03_20170914043407_1040010033B73100_17SEP14043407-P1BS-501946342010_01_P009_u08rf3031.tif,1999,44.58,20334
2337,WV03_20171114054554_10400100354C4D00_17NOV14054554-P1BS-501932116080_01_P003_u08rf3031.tif,1420,70.86,23098
2338,WV03_20170905231341_1040010032CDF100_17SEP05231341-P1BS-501603156060_01_P002_u08rf3031.tif,1368,57.58,23402
2339,WV03_20170925184534_104001003326C100_17SEP25184534-P1BS-501946283090_01_P002_u08rf3031.tif,1836,59.45,20874
2340,WV03_20170916211454_10400100325F3100_17SEP16211454-P1BS-501986281050_01_P002_u08rf3031.tif,1048,64.83,22979
2341,WV03_20171201195840_10400100341BBC00_17DEC01195840-P1BS-501896792070_01_P003_u08rf3031.tif,1353,70.08,23014
2342,WV03_20171028043614_1040010033B9BE00_17OCT28043614-P1BS-501896779030_01_P002_u08rf3031.tif,979,61.61,23514
2343,WV03_20170905083926_1040010033990D00_17SEP05083926-P1BS-501603216030_01_P003_u08rf3031.tif,1457,67.49,23948
2344,WV03_20171224160905_104001003533AB00_17DEC24160905-P1BS-501922401030_01_P007_u08rf3031.tif,774,10.78,4578
2345,WV03_20171115025611_1040010034AA1100_17NOV15025611-P1BS-501920095060_01_P007_u08rf3031.tif,1849,46.74,17858
2346,WV03_20171120103829_1040010032AD0200_17NOV20103829-P1BS-501896675030_01_P009_u08rf3031.tif,1371,59.95,18105
2347,WV03_20171023143922_1040010034B64D00_17OCT23143922-P1BS-501862236020_01_P006_u08rf3031.tif,1176,51.94,20787
2348,WV03_20171120103923_1040010035AA3700_17NOV20103923-P1BS-501934286080_01_P006_u08rf3031.tif,1360,64.03,22993
2349,WV03_20170915125035_1040010032768700_17SEP15125035-P1BS-501946243020_01_P004_u08rf3031.tif,1250,28.35,7666
2350,WV03_20171124145852_1040010035754300_17NOV24145852-P1BS-501932162070_01_P007_u08rf3031.tif,1666,74.87,23136
2351,WV03_20171219001635_10400100378B2600_17DEC19001635-P1BS-501954097040_01_P001_u08rf3031.tif,1430,18.0,7460
2352,WV03_20171113070945_10400100350B5900_17NOV13070945-P1BS-501920249050_01_P009_u08rf3031.tif,1686,41.55,22913
2353,WV03_20171026040446_1040010032C6B300_17OCT26040446-P1BS-501896677020_01_P010_u08rf3031.tif,914,49.21,23630
2354,WV03_20180105142302_10400100363DAA00_18JAN05142302-P1BS-501954006070_01_P003_u08rf3031.tif,1002,16.39,5677
2355,WV03_20170912165912_10400100316BFC00_17SEP12165912-P1BS-501946161080_01_P003_u08rf3031.tif,857,67.21,24606
2356,WV03_20171123094841_10400100358C3700_17NOV23094841-P1BS-501932177080_01_P007_u08rf3031.tif,1500,51.46,21743
2357,WV03_20171119213833_1040010035747000_17NOV19213833-P1BS-501932162050_01_P003_u08rf3031.tif,1323,72.02,23568
2358,WV03_20171215135727_104001003601D800_17DEC15135727-P1BS-501934400020_01_P005_u08rf3031.tif,1846,63.09,21998
2359,WV03_20171216185648_10400100360FDA00_17DEC16185648-P1BS-501934409080_01_P006_u08rf3031.tif,1296,44.95,19843
2360,WV03_20171030211951_104001003444FD00_17OCT30211951-P1BS-501917427040_01_P009_u08rf3031.tif,1857,44.62,21279
2361,WV03_20170919104251_1040010033D1ED00_17SEP19104251-P1BS-501946348080_01_P005_u08rf3031.tif,1744,60.33,19700
2362,WV03_20171204190458_1040010035BF0D00_17DEC04190458-P1BS-501934302020_01_P004_u08rf3031.tif,1160,60.1,21900
2363,WV03_20171220070730_104001003555CF00_17DEC20070730-P1BS-501932122090_01_P004_u08rf3031.tif,1357,55.36,20539
2364,WV03_20171025213859_1040010036BA3500_17OCT25213859-P1BS-501968306040_01_P010_u08rf3031.tif,1702,18.12,6572
2365,WV03_20171219083242_1040010035780300_17DEC19083242-P1BS-501932165070_01_P011_u08rf3031.tif,446,67.66,20886
2366,WV03_20170910113310_10400100314FB900_17SEP10113310-P1BS-501669229050_01_P004_u08rf3031.tif,1069,65.22,19695
2367,WV03_20171031070200_104001003433FF00_17OCT31070200-P1BS-501917420090_01_P002_u08rf3031.tif,1622,55.71,20880
2368,WV03_20171231145028_10400100368E7200_17DEC31145028-P1BS-501956589080_01_P006_u08rf3031.tif,1186,62.15,20469
2369,WV03_20170910113200_1040010031BA0D00_17SEP10113200-P1BS-501669248050_01_P002_u08rf3031.tif,1603,66.06,21610
2370,WV03_20170717230421_104001002F103B00_17JUL17230421-P1BS-501497929030_01_P010_u08rf3031.tif,371,63.97,19437
2371,WV03_20171122142838_10400100354FE400_17NOV22142838-P1BS-501932119060_01_P007_u08rf3031.tif,1527,50.59,21811
2372,WV03_20171020171129_1040010034732B00_17OCT20171129-P1BS-501917442030_01_P004_u08rf3031.tif,2074,50.3,21303
2373,WV03_20170901140409_10400100324F2D00_17SEP01140409-P1BS-501603144060_01_P003_u08rf3031.tif,1195,46.04,19175
2374,WV03_20171113214248_1040010035B0E600_17NOV13214248-P1BS-501934292020_01_P001_u08rf3031.tif,1008,55.66,18616
2375,WV03_20170918151737_10400100322EE500_17SEP18151737-P1BS-501946228090_01_P001_u08rf3031.tif,1056,55.13,23444
2376,WV03_20170930034858_10400100340AED00_17SEP30034858-P1BS-501946351090_01_P007_u08rf3031.tif,2398,63.85,19698
2377,WV03_20171104143128_104001003434D100_17NOV04143128-P1BS-501917421050_01_P002_u08rf3031.tif,1264,46.76,18422
2378,WV03_20171231050115_10400100374AFB00_17DEC31050115-P1BS-501968386090_01_P002_u08rf3031.tif,1507,47.44,18021
2379,WV03_20171213131940_10400100366EB400_17DEC13131940-P1BS-501956503010_01_P007_u08rf3031.tif,1108,80.37,22578
2380,WV03_20171020233347_10400100334E6100_17OCT20233347-P1BS-501862013070_01_P007_u08rf3031.tif,1963,60.21,19018
2381,WV03_20170925152842_1040010032AB8700_17SEP25152842-P1BS-501946250060_01_P003_u08rf3031.tif,1490,55.35,22015
2382,WV03_20171229235335_10400100365BA200_17DEC29235335-P1BS-501956492040_01_P001_u08rf3031.tif,846,50.43,23451
2383,WV03_20170923132120_104001003384DE00_17SEP23132120-P1BS-501946333100_01_P005_u08rf3031.tif,1636,52.87,16719
2384,WV03_20171214035140_1040010037929500_17DEC14035140-P1BS-501954099020_01_P003_u08rf3031.tif,690,56.68,23531
2385,WV03_20171001040445_1040010033166B00_17OCT01040445-P1BS-501946280060_01_P004_u08rf3031.tif,2159,32.58,9567
2386,WV03_20171114054551_10400100354C4D00_17NOV14054551-P1BS-501932116080_01_P001_u08rf3031.tif,1339,54.73,20738
2387,WV03_20171118114251_1040010036918E00_17NOV18114251-P1BS-501956590070_01_P002_u08rf3031.tif,1680,75.24,22595
2388,WV03_20171002042013_104001003388D600_17OCT02042013-P1BS-501946334080_01_P001_u08rf3031.tif,1463,57.3,19321
2389,WV03_20170911132611_10400100322AB900_17SEP11132611-P1BS-501603140060_01_P001_u08rf3031.tif,756,72.03,23959
2390,WV03_20170904082351_10400100334F9600_17SEP04082351-P1BS-501603159050_01_P002_u08rf3031.tif,2001,64.49,19628
2391,WV03_20170911034414_10400100315FAD00_17SEP11034414-P1BS-501984220080_01_P006_u08rf3031.tif,1427,46.38,20400
2392,WV03_20171001071916_1040010033AA7900_17OCT01071916-P1BS-501946338040_01_P004_u08rf3031.tif,1796,49.63,21093
2393,WV03_20171027140219_1040010034574400_17OCT27140219-P1BS-501917434030_01_P002_u08rf3031.tif,893,55.08,16839
2394,WV03_20171206113043_10400100368D4600_17DEC06113043-P1BS-501956589030_01_P002_u08rf3031.tif,465,57.71,24455
2395,WV03_20171104143000_1040010034C07000_17NOV04143000-P1BS-501920103100_01_P007_u08rf3031.tif,568,46.04,17984
2396,WV03_20171120103847_104001003449C900_17NOV20103847-P1BS-501917428070_01_P006_u08rf3031.tif,1346,59.24,21631
2397,WV03_20171230142738_10400100368CCB00_17DEC30142738-P1BS-501956589010_01_P005_u08rf3031.tif,941,47.14,21616
2398,WV03_20171005033002_1040010035902700_17OCT05033002-P1BS-501862247020_01_P004_u08rf3031.tif,1396,52.9,20438
2399,WV03_20180107212521_10400100374A9900_18JAN07212521-P1BS-501968386070_01_P004_u08rf3031.tif,1889,51.16,19965
2400,WV03_20170920221555_10400100323CD700_17SEP20221555-P1BS-501946231090_01_P001_u08rf3031.tif,1630,57.6,20152
2401,WV03_20170926190054_1040010033810E00_17SEP26190054-P1BS-501989195060_01_P004_u08rf3031.tif,1744,49.79,22887
2402,WV03_20171006083720_1040010033113200_17OCT06083720-P1BS-501861939080_01_P002_u08rf3031.tif,1287,71.59,22064
2403,WV03_20171201034315_10400100357D6A00_17DEC01034315-P1BS-501932168090_01_P002_u08rf3031.tif,333,69.12,21541
2404,WV03_20170911132814_1040010031C93000_17SEP11132814-P1BS-501986264030_01_P009_u08rf3031.tif,1610,24.5,7028
2405,WV03_20171217080040_1040010035CB1800_17DEC17080040-P1BS-501934391060_01_P010_u08rf3031.tif,241,62.79,21372
2406,WV03_20170906040421_1040010031952700_17SEP06040421-P1BS-501984230050_01_P006_u08rf3031.tif,1995,51.08,19908
2407,WV03_20171218081653_104001003587E800_17DEC18081653-P1BS-501932175090_01_P001_u08rf3031.tif,1700,18.54,4167
2408,WV03_20171006003107_1040010034474500_17OCT06003107-P1BS-501862152100_01_P002_u08rf3031.tif,1993,50.83,20365
2409,WV03_20171118100801_1040010035CE1000_17NOV18100801-P1BS-501934393080_01_P004_u08rf3031.tif,1674,79.4,24071
2410,WV03_20171114072317_104001003506FE00_17NOV14072317-P1BS-501920246030_01_P001_u08rf3031.tif,877,30.42,8198
2411,WV03_20171007201425_104001003354C000_17OCT07201425-P1BS-501862014020_01_P001_u08rf3031.tif,1264,64.69,20665
2412,WV03_20171117144744_1040010035411200_17NOV17144744-P1BS-501922412070_01_P001_u08rf3031.tif,803,54.83,20005
2413,WV03_20171225114150_1040010037D15800_17DEC25114150-P1BS-501954061100_01_P009_u08rf3031.tif,1527,41.07,17892
2414,WV03_20171022044143_1040010034BDBA00_17OCT22044143-P1BS-501862237080_01_P001_u08rf3031.tif,1400,64.46,22098
2415,WV03_20171208133556_104001003418F800_17DEC08133556-P1BS-501896789070_01_P004_u08rf3031.tif,1149,65.98,22994
2416,WV03_20170926024728_104001003368DB00_17SEP26024728-P1BS-501946299050_01_P002_u08rf3031.tif,2010,51.7,19361
2417,WV03_20170927142233_10400100332D4B00_17SEP27142233-P1BS-501946285100_01_P008_u08rf3031.tif,1610,19.72,5589
2418,WV03_20171027140221_1040010034574400_17OCT27140221-P1BS-501917434030_01_P003_u08rf3031.tif,893,43.43,18349
2419,WV03_20170908222353_104001003274E800_17SEP08222353-P1BS-501603149050_01_P005_u08rf3031.tif,1010,53.88,19208
2420,WV03_20170908222447_104001003229DC00_17SEP08222447-P1BS-501603140050_01_P004_u08rf3031.tif,971,38.39,18747
2421,WV03_20170902222637_1040010033759000_17SEP02222637-P1BS-501603231080_01_P001_u08rf3031.tif,512,57.84,21135
2422,WV03_20170901140535_1040010031BDCB00_17SEP01140535-P1BS-501669247010_01_P007_u08rf3031.tif,725,61.92,20995
2423,WV03_20170919090424_10400100343CE400_17SEP19090424-P1BS-501946350080_01_P001_u08rf3031.tif,1106,58.08,19999
2424,WV03_20171205062216_1040010037899400_17DEC05062216-P1BS-501954095070_01_P001_u08rf3031.tif,1395,70.5,22543
2425,WV03_20171104031137_104001003536FD00_17NOV04031137-P1BS-501922404010_01_P002_u08rf3031.tif,1860,47.0,21049
2426,WV03_20180110140352_1040010036700100_18JAN10140352-P1BS-501956503050_01_P008_u08rf3031.tif,1039,75.77,24521
2427,WV03_20171104142954_1040010034C07000_17NOV04142954-P1BS-501920103100_01_P003_u08rf3031.tif,1025,47.15,17319
2428,WV03_20171206063759_10400100341A2F00_17DEC06063759-P1BS-501896789100_01_P002_u08rf3031.tif,301,63.3,20836
2429,WV03_20170916014812_104001003297CB00_17SEP16014812-P1BS-501946249030_01_P005_u08rf3031.tif,1915,38.02,16234
2430,WV03_20171129161403_1040010034B62100_17NOV29161403-P1BS-501920100100_01_P004_u08rf3031.tif,1362,67.16,20182
2431,WV03_20171219065329_1040010036610200_17DEC19065329-P1BS-501956496010_01_P005_u08rf3031.tif,1709,56.83,21501
2432,WV03_20170613124027_104001002D9DA600_17JUN13124027-P1BS-501461471070_01_P003_u08rf3031.tif,1141,63.97,20248
2433,WV03_20170912165915_10400100316BFC00_17SEP12165915-P1BS-501946161080_01_P005_u08rf3031.tif,1106,57.02,19850
2434,WV03_20170901140627_1040010031BE8A00_17SEP01140627-P1BS-501669350010_01_P002_u08rf3031.tif,693,45.57,19614
2435,WV03_20180105142305_10400100363DAA00_18JAN05142305-P1BS-501954006070_01_P005_u08rf3031.tif,1418,65.55,20915
2436,WV03_20171218062835_1040010037708200_17DEC18062835-P1BS-501968397050_01_P002_u08rf3031.tif,835,46.67,16314
2437,WV03_20170929225910_1040010032BC7300_17SEP29225910-P1BS-501946272070_01_P006_u08rf3031.tif,2205,49.7,20121
2438,WV03_20171127140756_104001003529B600_17NOV27140756-P1BS-501922394010_01_P003_u08rf3031.tif,1296,19.5,5168
2439,WV03_20170908092635_1040010032261400_17SEP08092635-P1BS-501603139100_01_P001_u08rf3031.tif,2219,65.22,21410
2440,WV03_20171121234545_10400100343F2100_17NOV21234545-P1BS-501917425010_01_P002_u08rf3031.tif,730,73.08,23111
2441,WV03_20171113070933_10400100350B5900_17NOV13070933-P1BS-501920249050_01_P001_u08rf3031.tif,750,52.0,19774
2442,WV03_20170913171345_1040010032983500_17SEP13171345-P1BS-501946249040_01_P001_u08rf3031.tif,1427,61.56,20975
2443,WV03_20171120152530_104001003666F600_17NOV20152530-P1BS-501956499070_01_P001_u08rf3031.tif,788,58.65,20987
2444,WV03_20170915143054_1040010031847E00_17SEP15143054-P1BS-501946162030_01_P004_u08rf3031.tif,1039,58.23,20904
2445,WV03_20170908173256_1040010032554C00_17SEP08173256-P1BS-501603145040_01_P005_u08rf3031.tif,537,49.93,18072
2446,WV03_20170905101701_104001003283AB00_17SEP05101701-P1BS-501603149020_01_P002_u08rf3031.tif,1076,45.92,18987
2447,WV03_20170916162239_104001003264A600_17SEP16162239-P1BS-501946239040_01_P010_u08rf3031.tif,1347,57.56,21902
2448,WV03_20171212210910_1040010037BCD500_17DEC12210910-P1BS-501954112080_01_P001_u08rf3031.tif,690,59.58,19849
2449,WV03_20171005225559_10400100332B7E00_17OCT05225559-P1BS-501861948030_01_P001_u08rf3031.tif,1182,58.53,20552
2450,WV03_20171203202921_10400100360B2000_17DEC03202921-P1BS-501934404100_01_P003_u08rf3031.tif,1244,28.39,12499
2451,WV03_20171225082732_10400100377EF300_17DEC25082732-P1BS-501968401030_01_P008_u08rf3031.tif,1206,50.99,19579
2452,WV03_20171120054238_1040010034B98600_17NOV20054238-P1BS-501920102020_01_P001_u08rf3031.tif,746,73.14,22941
2453,WV03_20171208133600_104001003418F800_17DEC08133600-P1BS-501896789070_01_P006_u08rf3031.tif,1138,81.19,24044
2454,WV03_20170920123602_1040010034C31B00_17SEP20123602-P1BS-501946357040_01_P009_u08rf3031.tif,839,54.58,22201
2455,WV03_20171104062453_1040010033AF3000_17NOV04062453-P1BS-501896778090_01_P005_u08rf3031.tif,1269,71.08,21106
2456,WV03_20171230142734_10400100368CCB00_17DEC30142734-P1BS-501956589010_01_P002_u08rf3031.tif,1613,62.15,22605
2457,WV03_20170907234442_1040010031ACF900_17SEP07234442-P1BS-501669245060_01_P002_u08rf3031.tif,1711,49.74,20349
2458,WV03_20170917163820_10400100326D0A00_17SEP17163820-P1BS-501946240080_01_P007_u08rf3031.tif,1319,55.41,22043
2459,WV03_20171027122945_10400100352F1800_17OCT27122945-P1BS-501922399030_01_P001_u08rf3031.tif,956,61.2,21512
2460,WV03_20170610230913_104001002D090B00_17JUN10230913-P1BS-501946143040_01_P001_u08rf3031.tif,530,63.83,21540
2461,WV03_20170915143112_10400100321CA400_17SEP15143112-P1BS-501946225070_01_P003_u08rf3031.tif,1437,61.74,20361
2462,WV03_20171212175412_1040010036569100_17DEC12175412-P1BS-501954093030_01_P008_u08rf3031.tif,1155,70.27,21339
2463,WV03_20170912165833_1040010032781200_17SEP12165833-P1BS-501946242040_01_P011_u08rf3031.tif,2046,61.35,20858
2464,WV03_20171124212206_104001003577B800_17NOV24212206-P1BS-501932164100_01_P005_u08rf3031.tif,1658,53.19,20294
2465,WV03_20171213051928_1040010035947B00_17DEC13051928-P1BS-501932183040_01_P001_u08rf3031.tif,1836,58.61,18986
2466,WV03_20170722224519_104001002F579500_17JUL22224519-P1BS-501497983050_01_P006_u08rf3031.tif,954,55.2,23534
2467,WV03_20171115025711_1040010034031900_17NOV15025711-P1BS-501896783010_01_P001_u08rf3031.tif,1473,43.36,17492
2468,WV03_20170921012831_1040010033CF8000_17SEP21012831-P1BS-501946348050_01_P007_u08rf3031.tif,881,60.64,20363
2469,WV03_20171212211104_1040010036D48000_17DEC12211104-P1BS-501968324040_01_P009_u08rf3031.tif,495,12.01,4025
2470,WV03_20171203220153_1040010035669A00_17DEC03220153-P1BS-501932136030_01_P003_u08rf3031.tif,834,80.92,24589
2471,WV03_20170928063247_1040010033817400_17SEP28063247-P1BS-501946332010_01_P004_u08rf3031.tif,1816,68.76,20048
2472,WV03_20171119133105_10400100354BAC00_17NOV19133105-P1BS-501932115020_01_P001_u08rf3031.tif,604,73.24,23601
2473,WV03_20171219212050_104001003503EA00_17DEC19212050-P1BS-501920243040_01_P002_u08rf3031.tif,1535,54.73,16463
2474,WV03_20180110221003_10400100371B6700_18JAN10221003-P1BS-501968375020_01_P006_u08rf3031.tif,1665,61.25,20317
2475,WV03_20170925152946_1040010032C90600_17SEP25152946-P1BS-501946274020_01_P002_u08rf3031.tif,1733,56.75,20542
2476,WV03_20171016160420_10400100359A6000_17OCT16160420-P1BS-501862249080_01_P010_u08rf3031.tif,1016,66.78,23596
2477,WV03_20170904225827_10400100311E0C00_17SEP04225827-P1BS-501669221090_01_P003_u08rf3031.tif,1634,64.38,20989
2478,WV03_20170922144247_1040010033327700_17SEP22144247-P1BS-501946286070_01_P002_u08rf3031.tif,1108,61.46,20061
2479,WV03_20171120055220_10400100341A6000_17NOV20055220-P1BS-501896790010_01_P009_u08rf3031.tif,1784,56.65,19319
2480,WV03_20171229235447_1040010037181A00_17DEC29235447-P1BS-501968374060_01_P003_u08rf3031.tif,1364,45.57,18386
2481,WV03_20170925184445_104001003243ED00_17SEP25184445-P1BS-501946233030_01_P007_u08rf3031.tif,2032,57.36,19395
2482,WV03_20171225065131_104001003702D300_17DEC25065131-P1BS-501968327040_01_P007_u08rf3031.tif,1991,59.81,21498
2483,WV03_20171004094643_1040010034BB0C00_17OCT04094643-P1BS-501862237050_01_P001_u08rf3031.tif,1809,65.19,23523
2484,WV03_20170905231253_1040010031B60C00_17SEP05231253-P1BS-501669248010_01_P006_u08rf3031.tif,878,63.07,22277
2485,WV03_20171119133336_1040010036102D00_17NOV19133336-P1BS-501934410010_01_P007_u08rf3031.tif,1314,54.73,20594
2486,WV03_20170904082358_10400100334F9600_17SEP04082358-P1BS-501603159050_01_P008_u08rf3031.tif,498,56.59,16717
2487,WV03_20170922130450_1040010033D7E700_17SEP22130450-P1BS-501989205100_01_P003_u08rf3031.tif,2094,49.59,17327
2488,WV03_20170917163818_10400100326D0A00_17SEP17163818-P1BS-501946240080_01_P006_u08rf3031.tif,1316,77.6,23328
2489,WV03_20171025213848_1040010036BA3500_17OCT25213848-P1BS-501968306040_01_P004_u08rf3031.tif,1452,65.78,24542
2490,WV03_20171231211340_10400100371EE000_17DEC31211340-P1BS-501968375070_01_P003_u08rf3031.tif,1015,75.78,23587
2491,WV03_20171017063600_1040010034422D00_17OCT17063600-P1BS-501862150070_01_P006_u08rf3031.tif,1467,76.09,20468
2492,WV03_20171006083729_1040010033113200_17OCT06083729-P1BS-501861939080_01_P008_u08rf3031.tif,1693,54.17,20477
2493,WV03_20171212210959_1040010037A33300_17DEC12210959-P1BS-501954104050_01_P010_u08rf3031.tif,276,71.58,24052
2494,WV03_20171218143518_1040010035037B00_17DEC18143518-P1BS-501920244020_01_P001_u08rf3031.tif,2056,56.18,18187
2495,WV03_20180105030235_104001003608D400_18JAN05030235-P1BS-501934404020_01_P003_u08rf3031.tif,934,53.92,19184
2496,WV03_20170928161639_1040010033504500_17SEP28161639-P1BS-501946292060_01_P004_u08rf3031.tif,1872,53.99,18545
2497,WV03_20171214151815_10400100361B2100_17DEC14151815-P1BS-501934417040_01_P009_u08rf3031.tif,766,63.3,23597
2498,WV03_20171020090104_1040010034832100_17OCT20090104-P1BS-501862227060_01_P009_u08rf3031.tif,1784,34.33,11793
2499,WV03_20171031213610_104001003314DF00_17OCT31213610-P1BS-501896679010_01_P003_u08rf3031.tif,1012,68.85,23557
2500,WV03_20171203202919_10400100360B2000_17DEC03202919-P1BS-501934404100_01_P002_u08rf3031.tif,1429,34.76,13916
2501,WV03_20171121024445_104001003542B400_17NOV21024445-P1BS-501922413030_01_P003_u08rf3031.tif,1342,65.38,21187
2502,WV03_20170902043937_1040010031B30C00_17SEP02043937-P1BS-501669246070_01_P002_u08rf3031.tif,1785,47.64,19875
2503,WV03_20171205174246_1040010036B9AE00_17DEC05174246-P1BS-501968306020_01_P001_u08rf3031.tif,1264,60.09,22665
2504,WV03_20171219212128_1040010037883600_17DEC19212128-P1BS-501954096050_01_P004_u08rf3031.tif,857,25.19,9149
2505,WV03_20171010031101_10400100322AE200_17OCT10031101-P1BS-501861931030_01_P003_u08rf3031.tif,2183,73.39,22121
2506,WV03_20171020135200_1040010033635600_17OCT20135200-P1BS-501862018050_01_P006_u08rf3031.tif,1095,34.07,16841
2507,WV03_20171211173958_10400100355AD600_17DEC11173958-P1BS-501932126100_01_P001_u08rf3031.tif,839,46.13,19083
2508,WV03_20170905003333_1040010032CA3E00_17SEP05003333-P1BS-501603157080_01_P002_u08rf3031.tif,1091,57.58,21135
2509,WV03_20171127234203_10400100362C9200_17NOV27234203-P1BS-501953994090_01_P001_u08rf3031.tif,753,52.49,15725
2510,WV03_20170926024623_10400100320D9900_17SEP26024623-P1BS-501946168050_01_P001_u08rf3031.tif,1723,52.77,21381
2511,WV03_20170923132013_1040010032CF9F00_17SEP23132013-P1BS-501946276020_01_P010_u08rf3031.tif,911,76.67,22687
2512,WV03_20180105030411_10400100378C0D00_18JAN05030411-P1BS-501954097080_01_P007_u08rf3031.tif,365,73.22,22538
2513,WV03_20171205062129_1040010036051400_17DEC05062129-P1BS-501934402080_01_P005_u08rf3031.tif,1070,66.76,21097
2514,WV03_20171221090307_10400100363ECE00_17DEC21090307-P1BS-501954005060_01_P010_u08rf3031.tif,153,62.06,22385
2515,WV03_20171125213748_104001003523A700_17NOV25213748-P1BS-501922388060_01_P008_u08rf3031.tif,1827,52.72,19348
2516,WV03_20171120055218_10400100341A6000_17NOV20055218-P1BS-501896790010_01_P008_u08rf3031.tif,1668,55.32,18493
2517,WV03_20171224045904_104001003517C300_17DEC24045904-P1BS-501920258100_01_P005_u08rf3031.tif,1747,45.1,16312
2518,WV03_20171221090203_1040010036A71B00_17DEC21090203-P1BS-501956606080_01_P007_u08rf3031.tif,1569,46.76,18020
2519,WV03_20171204190540_1040010035C73000_17DEC04190540-P1BS-501934308070_01_P004_u08rf3031.tif,1185,76.03,20886
2520,WV03_20171025071011_10400100331A5A00_17OCT25071011-P1BS-501896679070_01_P005_u08rf3031.tif,943,61.08,17431
2521,WV03_20170914043303_10400100325EA300_17SEP14043303-P1BS-501946237030_01_P008_u08rf3031.tif,2142,63.27,18816
2522,WV03_20170831023004_1040010032530900_17AUG31023004-P1BS-501603145030_01_P002_u08rf3031.tif,694,55.0,17445
2523,WV03_20171014135557_1040010033272E00_17OCT14135557-P1BS-501861946040_01_P002_u08rf3031.tif,1888,56.66,23392
2524,WV03_20171122142730_10400100357EAB00_17NOV22142730-P1BS-501932169090_01_P006_u08rf3031.tif,2059,38.31,18058
2525,WV03_20171026040531_104001003442DA00_17OCT26040531-P1BS-501917427010_01_P002_u08rf3031.tif,1554,49.67,17458
2526,WV03_20171108202735_10400100349F2D00_17NOV08202735-P1BS-501920090010_01_P001_u08rf3031.tif,1432,65.19,21884
2527,WV03_20171123032453_10400100346B2B00_17NOV23032453-P1BS-501917438040_01_P005_u08rf3031.tif,1917,54.7,18020
2528,WV03_20171207114053_10400100360DC300_17DEC07114053-P1BS-501934408030_01_P003_u08rf3031.tif,147,75.78999999999999,21123
2529,WV03_20180109122000_104001003613E600_18JAN09122000-P1BS-501934411070_01_P006_u08rf3031.tif,963,56.13,20073
2530,WV03_20171021140757_1040010034520600_17OCT21140757-P1BS-501862154020_01_P010_u08rf3031.tif,527,49.53,16896
2531,WV03_20170915080210_10400100326A7900_17SEP15080210-P1BS-501946240070_01_P002_u08rf3031.tif,2165,70.24,22868
2532,WV03_20171216185725_1040010035993400_17DEC16185725-P1BS-501932187030_01_P002_u08rf3031.tif,1422,63.7,22414
2533,WV03_20171225001227_104001003614F700_17DEC25001227-P1BS-501934412050_01_P001_u08rf3031.tif,1008,40.97,14147
2534,WV03_20171118100800_1040010035CE1000_17NOV18100800-P1BS-501934393080_01_P003_u08rf3031.tif,1924,45.41,17839
2535,WV03_20171017180138_104001003446EF00_17OCT17180138-P1BS-501989209080_01_P008_u08rf3031.tif,818,63.81,23174
2536,WV03_20171214182628_1040010036239C00_17DEC14182628-P1BS-501953988030_01_P008_u08rf3031.tif,1085,57.51,21096
2537,WV03_20171218081354_10400100361F7600_17DEC18081354-P1BS-501953986020_01_P004_u08rf3031.tif,1068,58.47,18325
2538,WV03_20171008203003_10400100334D1A00_17OCT08203003-P1BS-501862013060_01_P001_u08rf3031.tif,2082,57.91,21261
2539,WV03_20171102220520_1040010034883F00_17NOV02220520-P1BS-501920081100_01_P001_u08rf3031.tif,1006,66.37,23539
2540,WV03_20170828094922_10400100315F5700_17AUG28094922-P1BS-501669232080_01_P009_u08rf3031.tif,724,56.35,21474
2541,WV03_20171214120451_10400100362FA700_17DEC14120451-P1BS-501953997050_01_P006_u08rf3031.tif,1104,79.86,24128
2542,WV03_20171226150446_10400100379FD100_17DEC26150446-P1BS-501954104010_01_P001_u08rf3031.tif,734,58.45,20100
2543,WV03_20180103104645_10400100370F2300_18JAN03104645-P1BS-501968330060_01_P008_u08rf3031.tif,1801,68.19,23301
2544,WV03_20171006213530_1040010032D18A00_17OCT06213530-P1BS-501861938070_01_P006_u08rf3031.tif,1425,59.18,20564
2545,WV03_20171105064149_10400100345D8400_17NOV05064149-P1BS-501917433080_01_P006_u08rf3031.tif,1581,78.37,22899
