Image,Size,OutputTime,Tiles
WV03_20171007022329_1040010032D18D00_17OCT07022329-P1BS-501861938080_01_P001_u08rf3031.tif,1420.617546081543,77.19,18971
WV03_20170901221121_10400100318B7500_17SEP01221121-P1BS-501669238100_01_P002_u08rf3031.tif,963.9580965042114,64.79,21591
WV03_20171023143925_1040010034B64D00_17OCT23143925-P1BS-501862236020_01_P008_u08rf3031.tif,985.3120412826538,70.84,21382
WV03_20171002185811_1040010032C4A600_17OCT02185811-P1BS-501946273050_01_P003_u08rf3031.tif,1511.19766330719,76.97,21779
WV03_20170902222553_10400100310E2400_17SEP02222553-P1BS-501984206030_01_P001_u08rf3031.tif,1817.7000350952148,81.91,21586
WV03_20170909080519_1040010032BFA300_17SEP09080519-P1BS-501603156020_01_P001_u08rf3031.tif,1947.7419528961182,79.44,21548
WV03_20171119133415_1040010034283300_17NOV19133415-P1BS-501896796020_01_P002_u08rf3031.tif,1300.018892288208,87.14,22492
WV03_20171231000928_1040010036148400_17DEC31000928-P1BS-501934411100_01_P002_u08rf3031.tif,823.1267213821411,88.0,24110
WV03_20170906085620_10400100328C1D00_17SEP06085620-P1BS-501603150050_01_P001_u08rf3031.tif,781.7115440368652,51.89,18853
WV03_20170920123451_1040010033939B00_17SEP20123451-P1BS-501946333080_01_P010_u08rf3031.tif,469.38146686553955,40.94,11199
WV03_20171028043619_1040010033B9BE00_17OCT28043619-P1BS-501896779030_01_P005_u08rf3031.tif,1372.400499343872,59.38,20167
WV03_20171104031135_104001003536FD00_17NOV04031135-P1BS-501922404010_01_P001_u08rf3031.tif,1315.2939043045044,63.05,20412
WV03_20180110140349_1040010036700100_18JAN10140349-P1BS-501956503050_01_P006_u08rf3031.tif,970.0573816299438,70.56,20278
WV03_20171220083758_10400100362EAC00_17DEC20083758-P1BS-501953996090_01_P001_u08rf3031.tif,1079.1288223266602,53.18,18859
WV03_20171114072449_104001003530B000_17NOV14072449-P1BS-501922399090_01_P004_u08rf3031.tif,1581.71249294281,89.38,21917
WV03_20171111130840_10400100349ADC00_17NOV11130840-P1BS-501920088050_01_P006_u08rf3031.tif,2162.714762687683,89.71000000000001,24180
WV03_20171006003112_1040010034474500_17OCT06003112-P1BS-501862152100_01_P005_u08rf3031.tif,2210.770139694214,103.96000000000001,24044
WV03_20170901010830_104001003036A900_17SEP01010830-P1BS-501667658040_01_P002_u08rf3031.tif,2504.610852241516,101.2,22996
WV03_20170924231743_1040010032A0BC00_17SEP24231743-P1BS-501946249060_01_P005_u08rf3031.tif,2053.8144931793213,94.86,23587
WV03_20170924231745_1040010032A0BC00_17SEP24231745-P1BS-501946249060_01_P006_u08rf3031.tif,2305.4956760406494,100.36,23597
WV03_20171007134420_1040010032571A00_17OCT07134420-P1BS-501861932080_01_P002_u08rf3031.tif,1371.8629245758057,73.02,19401
WV03_20171217141844_1040010035723600_17DEC17141844-P1BS-501932160020_01_P007_u08rf3031.tif,1163.7249917984009,79.38,22169
WV03_20171119052701_1040010035263A00_17NOV19052701-P1BS-501922391100_01_P001_u08rf3031.tif,1794.8169250488281,84.12,20508
WV03_20171202102809_10400100352AC100_17DEC02102809-P1BS-501922396080_01_P004_u08rf3031.tif,889.0695552825928,67.47,18323
WV03_20180108052651_10400100375AFE00_18JAN08052651-P1BS-501968392090_01_P006_u08rf3031.tif,1433.2871026992798,84.19,19447
WV03_20171031213608_104001003314DF00_17OCT31213608-P1BS-501896679010_01_P001_u08rf3031.tif,1313.062216758728,58.8,16858
WV03_20171219211954_10400100366CF000_17DEC19211954-P1BS-501956502040_01_P001_u08rf3031.tif,1129.2584409713745,58.41,18107
WV03_20170908012057_1040010031D43000_17SEP08012057-P1BS-501669354050_01_P002_u08rf3031.tif,664.7910232543945,84.81,24121
WV03_20171218081440_10400100360B2900_17DEC18081440-P1BS-501934406010_01_P001_u08rf3031.tif,1245.623818397522,62.04,20407
WV03_20171024051246_10400100342F2500_17OCT24051246-P1BS-501896798020_01_P005_u08rf3031.tif,1284.5717496871948,68.36,17233
WV03_20170907234405_104001003298E900_17SEP07234405-P1BS-501603152060_01_P002_u08rf3031.tif,1568.3329362869263,96.15,23018
WV03_20171215072052_10400100363C5D00_17DEC15072052-P1BS-501954004080_01_P002_u08rf3031.tif,1257.2181549072266,87.0,24137
WV03_20170916014918_1040010033917D00_17SEP16014918-P1BS-501946336010_01_P003_u08rf3031.tif,1725.396222114563,75.84,19512
WV03_20170922144252_1040010033327700_17SEP22144252-P1BS-501946286070_01_P005_u08rf3031.tif,1005.6564655303955,58.99,19695
WV03_20171107120839_10400100344F3300_17NOV07120839-P1BS-501917431060_01_P009_u08rf3031.tif,529.8082447052002,49.46,19004
WV03_20171231131358_1040010036245800_17DEC31131358-P1BS-501953989020_01_P006_u08rf3031.tif,836.6961364746094,59.94,21314
WV03_20171006213425_10400100333A7700_17OCT06213425-P1BS-501862010020_01_P008_u08rf3031.tif,2179.644492149353,71.81,20564
WV03_20170930213753_1040010033186F00_17SEP30213753-P1BS-501946280090_01_P002_u08rf3031.tif,1709.1703672409058,77.2,23540
WV03_20171212210959_1040010037A33300_17DEC12210959-P1BS-501954104050_01_P009_u08rf3031.tif,833.2643623352051,75.3,23569
WV03_20171127234205_10400100362C9200_17NOV27234205-P1BS-501953994090_01_P002_u08rf3031.tif,1417.9543132781982,87.28,23006
WV03_20180106031944_10400100373A0E00_18JAN06031944-P1BS-501968384080_01_P001_u08rf3031.tif,496.96643257141113,46.89,19467
WV03_20170902222640_1040010033759000_17SEP02222640-P1BS-501603231080_01_P003_u08rf3031.tif,887.7539472579956,67.83,21593
WV03_20171119052646_1040010036A06A00_17NOV19052646-P1BS-501956601070_01_P002_u08rf3031.tif,206.3551778793335,26.2,4621
WV03_20170912004556_1040010032BA9C00_17SEP12004556-P1BS-501946254030_01_P001_u08rf3031.tif,748.9817199707031,89.32,23082
WV03_20171228135601_10400100358E6900_17DEC28135601-P1BS-501932180020_01_P006_u08rf3031.tif,1198.1235399246216,83.32,23568
WV03_20171205062227_1040010037899400_17DEC05062227-P1BS-501954095070_01_P007_u08rf3031.tif,1304.819169998169,95.74000000000001,24035
WV03_20171221040240_1040010037485300_17DEC21040240-P1BS-501968386030_01_P002_u08rf3031.tif,1558.4226245880127,77.98,24086
WV03_20171025102056_1040010034A98A00_17OCT25102056-P1BS-501920093090_01_P001_u08rf3031.tif,1141.2336854934692,64.74,18326
WV03_20171128025556_104001003486D200_17NOV28025556-P1BS-501920078080_01_P001_u08rf3031.tif,2151.5611686706543,79.65,21969
WV03_20171001184144_1040010033778D00_17OCT01184144-P1BS-501946300070_01_P007_u08rf3031.tif,1829.155520439148,86.1,22423
WV03_20171110044500_104001003415D300_17NOV10044500-P1BS-501896788100_01_P001_u08rf3031.tif,1252.608899116516,57.19,17876
WV03_20180110140355_1040010036700100_18JAN10140355-P1BS-501956503050_01_P010_u08rf3031.tif,764.638014793396,43.12,11069
WV03_20171230044605_1040010036D44200_17DEC30044605-P1BS-501968325080_01_P005_u08rf3031.tif,1333.2587890625,85.89,23541
WV03_20171218062931_1040010037954100_17DEC18062931-P1BS-501954101090_01_P001_u08rf3031.tif,1283.1882057189941,89.21000000000001,22588
WV03_20171111211300_104001003445DC00_17NOV11211300-P1BS-501917427080_01_P004_u08rf3031.tif,1834.189133644104,79.33,21988
WV03_20180103184735_10400100376B8600_18JAN03184735-P1BS-501968396060_01_P005_u08rf3031.tif,1096.7677326202393,57.09,13906
WV03_20171012132232_1040010033CAB400_17OCT12132232-P1BS-501862130100_01_P002_u08rf3031.tif,331.2180337905884,67.18,22064
WV03_20170923132127_104001003384DE00_17SEP23132127-P1BS-501946333100_01_P010_u08rf3031.tif,641.7492666244507,28.76,6644
WV03_20170904225830_10400100311E0C00_17SEP04225830-P1BS-501669221090_01_P005_u08rf3031.tif,1426.5583181381226,80.67,21012
WV03_20170818231741_1040010031442200_17AUG18231741-P1BS-501946158030_01_P006_u08rf3031.tif,599.8701543807983,61.04,20151
WV03_20171119151201_1040010035C3FB00_17NOV19151201-P1BS-501934305010_01_P003_u08rf3031.tif,657.9688005447388,56.38,22961
WV03_20170902142219_1040010032096400_17SEP02142219-P1BS-501603135090_01_P006_u08rf3031.tif,1078.9387741088867,69.87,21922
WV03_20171031213613_104001003314DF00_17OCT31213613-P1BS-501896679010_01_P005_u08rf3031.tif,1441.8136882781982,61.31,17901
WV03_20171110223211_1040010035911100_17NOV10223211-P1BS-501932183050_01_P001_u08rf3031.tif,1946.3471984863281,74.66,18084
WV03_20171111050704_104001003454CA00_17NOV11050704-P1BS-501917431040_01_P008_u08rf3031.tif,2188.2751665115356,98.35,23122
WV03_20171001071918_1040010033AA7900_17OCT01071918-P1BS-501946338040_01_P005_u08rf3031.tif,1349.6947975158691,68.36,15725
WV03_20170818231733_1040010031442200_17AUG18231733-P1BS-501946158030_01_P001_u08rf3031.tif,908.7259426116943,59.74,19614
WV03_20170928161636_1040010033504500_17SEP28161636-P1BS-501946292060_01_P002_u08rf3031.tif,1621.0481233596802,72.45,20836
WV03_20171205174248_1040010036B9AE00_17DEC05174248-P1BS-501968306020_01_P002_u08rf3031.tif,1357.6766395568848,85.07,21085
WV03_20171201035045_10400100365C4300_17DEC01035045-P1BS-501956493080_01_P002_u08rf3031.tif,2221.4436235427856,98.46000000000001,23118
WV03_20171201065651_104001003551FD00_17DEC01065651-P1BS-501932121010_01_P002_u08rf3031.tif,1657.269305229187,95.49000000000001,23046
WV03_20170910082108_1040010032255E00_17SEP10082108-P1BS-501603138100_01_P010_u08rf3031.tif,2253.4385299682617,90.82,22868
WV03_20171023000541_10400100335C5B00_17OCT23000541-P1BS-501862017040_01_P004_u08rf3031.tif,1202.1091508865356,82.57,19338
WV03_20180102214342_10400100376D9300_18JAN02214342-P1BS-501968394090_01_P001_u08rf3031.tif,955.2488012313843,54.8,18022
WV03_20171117130044_1040010035752D00_17NOV17130044-P1BS-501932161080_01_P002_u08rf3031.tif,409.84225273132324,28.33,4196
WV03_20171001170232_10400100341C4D00_17OCT01170232-P1BS-501946352040_01_P001_u08rf3031.tif,863.9788789749146,68.44,18388
WV03_20180109122005_104001003613E600_18JAN09122005-P1BS-501934411070_01_P009_u08rf3031.tif,874.0563659667969,74.85,20783
WV03_20171020090025_1040010033BDB000_17OCT20090025-P1BS-501862037020_01_P001_u08rf3031.tif,1202.7241554260254,59.14,16379
WV03_20171215072054_10400100363C5D00_17DEC15072054-P1BS-501954004080_01_P003_u08rf3031.tif,1657.3417110443115,94.05,24130
WV03_20170921012822_1040010033CF8000_17SEP21012822-P1BS-501946348050_01_P001_u08rf3031.tif,873.8993558883667,69.64,17458
WV03_20170908173252_1040010032554C00_17SEP08173252-P1BS-501603145040_01_P002_u08rf3031.tif,751.6965093612671,71.23,20874
WV03_20171202102813_10400100352AC100_17DEC02102813-P1BS-501922396080_01_P007_u08rf3031.tif,185.91528129577637,28.94,7028
WV03_20171218143448_1040010037125100_17DEC18143448-P1BS-501968333060_01_P003_u08rf3031.tif,1357.7743673324585,73.56,20804
WV03_20171011211657_1040010033156200_17OCT11211657-P1BS-501861946030_01_P003_u08rf3031.tif,1543.35631275177,79.23,22679
WV03_20170915093907_1040010033BD6500_17SEP15093907-P1BS-501946345070_01_P002_u08rf3031.tif,692.3073492050171,58.06,24365
WV03_20171104031034_10400100355B6300_17NOV04031034-P1BS-501932127020_01_P001_u08rf3031.tif,1254.8392896652222,65.2,19948
WV03_20171030211953_104001003444FD00_17OCT30211953-P1BS-501917427040_01_P011_u08rf3031.tif,819.8353891372681,37.13,11092
WV03_20170717230412_104001002F103B00_17JUL17230412-P1BS-501497929030_01_P003_u08rf3031.tif,772.8310556411743,56.26,19488
WV03_20171101054617_1040010035B46800_17NOV01054617-P1BS-501934295040_01_P002_u08rf3031.tif,1886.4363861083984,88.28999999999999,20377
WV03_20170910113312_10400100314FB900_17SEP10113312-P1BS-501669229050_01_P005_u08rf3031.tif,842.6083631515503,66.22,19134
WV03_20171005100301_10400100344F3700_17OCT05100301-P1BS-501862152020_01_P001_u08rf3031.tif,1736.408166885376,79.13,18162
WV03_20171023000537_10400100335C5B00_17OCT23000537-P1BS-501862017040_01_P001_u08rf3031.tif,1092.5885591506958,69.33,17859
WV03_20170912165818_1040010032781200_17SEP12165818-P1BS-501946242040_01_P002_u08rf3031.tif,812.7104120254517,71.78999999999999,21918
WV03_20171004013755_1040010033147300_17OCT04013755-P1BS-501987130070_01_P003_u08rf3031.tif,2157.284550666809,90.37,21476
WV03_20171005211853_104001003393B800_17OCT05211853-P1BS-501862028090_01_P004_u08rf3031.tif,1625.1771926879883,74.84,22649
WV03_20171008140138_10400100331A8C00_17OCT08140138-P1BS-501861944010_01_P005_u08rf3031.tif,1251.4681358337402,70.05,22049
WV03_20171207114059_10400100360DC300_17DEC07114059-P1BS-501934408030_01_P007_u08rf3031.tif,154.06322765350342,65.07,20441
WV03_20171129175049_10400100358FFC00_17NOV29175049-P1BS-501932181010_01_P006_u08rf3031.tif,1238.5542831420898,80.23,24376
WV03_20171019102508_1040010033868500_17OCT19102508-P1BS-501862026090_01_P009_u08rf3031.tif,809.295636177063,70.77,20016
WV03_20171127140902_1040010036D46200_17NOV27140902-P1BS-501968325090_01_P001_u08rf3031.tif,1085.163990020752,59.58,17330
WV03_20170904082358_10400100334F9600_17SEP04082358-P1BS-501603159050_01_P007_u08rf3031.tif,1716.6647300720215,63.64,18247
WV03_20170917163906_1040010033B79A00_17SEP17163906-P1BS-501946342030_01_P001_u08rf3031.tif,2029.8723907470703,79.31,20493
WV03_20171211012631_1040010035894E00_17DEC11012631-P1BS-501932178040_01_P001_u08rf3031.tif,1498.478219985962,73.08,18139
WV03_20170925152944_1040010032C90600_17SEP25152944-P1BS-501946274020_01_P001_u08rf3031.tif,1561.3700885772705,67.54,22489
WV03_20180107212523_10400100374A9900_18JAN07212523-P1BS-501968386070_01_P005_u08rf3031.tif,1574.0055379867554,81.28999999999999,23932
WV03_20171021140714_1040010034B84E00_17OCT21140714-P1BS-501862236050_01_P004_u08rf3031.tif,909.0992259979248,78.96000000000001,23007
WV03_20171002042102_1040010034AD4D00_17OCT02042102-P1BS-501946356090_01_P003_u08rf3031.tif,1902.3304347991943,85.44,23537
WV03_20171117144800_1040010035C8BE00_17NOV17144800-P1BS-501934389010_01_P002_u08rf3031.tif,551.4503059387207,22.24,5133
WV03_20171021140755_1040010034520600_17OCT21140755-P1BS-501862154020_01_P008_u08rf3031.tif,1331.833170890808,86.22,24061
WV03_20171224161027_1040010036169400_17DEC24161027-P1BS-501934413100_01_P007_u08rf3031.tif,1020.3755903244019,65.62,20220
WV03_20171011081921_1040010034168C00_17OCT11081921-P1BS-501862141020_01_P009_u08rf3031.tif,1605.1737298965454,68.9,19249
WV03_20171105032623_104001003499CC00_17NOV05032623-P1BS-501920089020_01_P005_u08rf3031.tif,1770.6970891952515,72.73,22336
WV03_20171226101926_1040010035089900_17DEC26101926-P1BS-501920247100_01_P002_u08rf3031.tif,1831.5487661361694,92.72999999999999,22379
WV03_20171127234307_1040010035B1B900_17NOV27234307-P1BS-501934292070_01_P001_u08rf3031.tif,999.2665529251099,76.48,18964
WV03_20171116125432_1040010035704D00_17NOV16125432-P1BS-501932140100_01_P006_u08rf3031.tif,1590.493103981018,81.21000000000001,21006
WV03_20170902043935_1040010031B30C00_17SEP02043935-P1BS-501669246070_01_P001_u08rf3031.tif,1811.4414434432983,69.65,18857
WV03_20171019070913_104001003379BC00_17OCT19070913-P1BS-501862023040_01_P004_u08rf3031.tif,1852.8238248825073,86.57,20939
WV03_20171007201613_1040010034C66A00_17OCT07201613-P1BS-501862240020_01_P006_u08rf3031.tif,1389.8096160888672,77.57,22416
WV03_20171006231022_104001003429B800_17OCT06231022-P1BS-501862145060_01_P003_u08rf3031.tif,1011.8609399795532,73.53999999999999,21910
WV03_20171118212327_104001003583FA00_17NOV18212327-P1BS-501932173100_01_P001_u08rf3031.tif,1526.5920267105103,66.91,18140
WV03_20170908123830_10400100317E9900_17SEP08123830-P1BS-501669236070_01_P003_u08rf3031.tif,593.0509967803955,80.89,21690
WV03_20171214120347_1040010036695200_17DEC14120347-P1BS-501956499100_01_P006_u08rf3031.tif,1237.5688753128052,84.78999999999999,22980
WV03_20171116125036_1040010035348800_17NOV16125036-P1BS-501922404070_01_P009_u08rf3031.tif,1063.7774686813354,57.45,18433
WV03_20171201195837_10400100341BBC00_17DEC01195837-P1BS-501896792070_01_P001_u08rf3031.tif,1525.637975692749,70.58,19759
WV03_20180110140245_10400100366F8800_18JAN10140245-P1BS-501956505020_01_P004_u08rf3031.tif,983.4323482513428,80.18,22275
WV03_20171229141255_10400100385F7100_17DEC29141255-P1BS-501954067060_01_P006_u08rf3031.tif,1345.859127998352,73.38,20652
WV03_20171122142835_10400100354FE400_17NOV22142835-P1BS-501932119060_01_P005_u08rf3031.tif,1461.3319082260132,68.7,20189
WV03_20171106132516_104001003454F400_17NOV06132516-P1BS-501917431050_01_P001_u08rf3031.tif,1531.7097816467285,74.55,18015
WV03_20170927191548_1040010032B15300_17SEP27191548-P1BS-501946253020_01_P004_u08rf3031.tif,1759.7654523849487,90.6,23088
WV03_20170925184539_104001003326C100_17SEP25184539-P1BS-501946283090_01_P005_u08rf3031.tif,2040.0578565597534,88.53999999999999,21376
WV03_20171128025558_104001003486D200_17NOV28025558-P1BS-501920078080_01_P002_u08rf3031.tif,2078.907646179199,90.73,23417
WV03_20171128025501_1040010036469400_17NOV28025501-P1BS-501954012010_01_P002_u08rf3031.tif,1485.279706954956,64.98,17878
WV03_20171022142434_1040010035CB7300_17OCT22142434-P1BS-501862247080_01_P008_u08rf3031.tif,1412.9135675430298,78.23,20378
WV03_20171108202718_1040010034929800_17NOV08202718-P1BS-501920086090_01_P007_u08rf3031.tif,1173.5263690948486,70.03999999999999,23534
WV03_20171121234637_1040010035681400_17NOV21234637-P1BS-501932137050_01_P002_u08rf3031.tif,654.7834577560425,74.17,20989
WV03_20171123224132_10400100357D2200_17NOV23224132-P1BS-501932167090_01_P001_u08rf3031.tif,1667.4088382720947,66.49,17173
WV03_20171115025720_1040010034031900_17NOV15025720-P1BS-501896783010_01_P008_u08rf3031.tif,1526.3885898590088,76.05,18426
WV03_20170901060057_1040010031515F00_17SEP01060057-P1BS-501669229060_01_P006_u08rf3031.tif,2126.9561834335327,86.86,20256
WV03_20171109075038_104001003425C900_17NOV09075038-P1BS-501896795020_01_P009_u08rf3031.tif,825.8235092163086,65.85,23451
WV03_20171214151701_10400100352EE100_17DEC14151701-P1BS-501922398090_01_P004_u08rf3031.tif,987.6005010604858,79.1,23839
WV03_20171203104754_10400100358A8A00_17DEC03104754-P1BS-501932177040_01_P007_u08rf3031.tif,1173.5960092544556,65.14,20782
WV03_20171008135854_104001003249AE00_17OCT08135854-P1BS-501861929070_01_P006_u08rf3031.tif,1118.9307699203491,79.87,20277
WV03_20171121234638_1040010035681400_17NOV21234638-P1BS-501932137050_01_P003_u08rf3031.tif,702.7567796707153,71.99,21250
WV03_20170930070331_104001003263AA00_17SEP30070331-P1BS-501946239060_01_P003_u08rf3031.tif,2009.1110181808472,91.37,22108
WV03_20171120103927_1040010035AA3700_17NOV20103927-P1BS-501934286080_01_P009_u08rf3031.tif,1417.857970237732,76.46000000000001,21073
WV03_20171021234909_1040010035972E00_17OCT21234909-P1BS-501862249050_01_P004_u08rf3031.tif,1567.7131061553955,100.63,24041
WV03_20171007022432_1040010032995900_17OCT07022432-P1BS-501861935100_01_P005_u08rf3031.tif,1797.016222000122,75.57,20188
WV03_20170901221122_10400100318B7500_17SEP01221122-P1BS-501669238100_01_P003_u08rf3031.tif,1215.093864440918,67.05,21561
WV03_20171231211215_1040010035D6AE00_17DEC31211215-P1BS-501934398060_01_P001_u08rf3031.tif,1018.1252498626709,54.51,18979
WV03_20170613123929_104001002DB9B700_17JUN13123929-P1BS-501461502070_01_P002_u08rf3031.tif,769.2123069763184,87.55,23463
WV03_20171124033059_10400100351CA000_17NOV24033059-P1BS-501920262070_01_P002_u08rf3031.tif,932.1307678222656,55.68,21865
WV03_20170819135728_1040010031994E00_17AUG19135728-P1BS-501669240040_01_P005_u08rf3031.tif,821.5776824951172,81.97,21942
WV03_20171129192740_104001003688DC00_17NOV29192740-P1BS-501956585020_01_P004_u08rf3031.tif,1223.2448682785034,63.41,21131
WV03_20171004094646_1040010034BB0C00_17OCT04094646-P1BS-501862237050_01_P003_u08rf3031.tif,1901.5337219238281,83.86,18743
WV03_20170914043407_1040010033B73100_17SEP14043407-P1BS-501946342010_01_P010_u08rf3031.tif,922.3219499588013,39.74,9039
WV03_20171025021347_104001003420ED00_17OCT25021347-P1BS-501896792030_01_P001_u08rf3031.tif,1469.9305067062378,62.32,16640
WV03_20171110223241_10400100356A0200_17NOV10223241-P1BS-501932137090_01_P003_u08rf3031.tif,1343.8336839675903,76.34,21007
WV03_20170908075011_10400100328AAE00_17SEP08075011-P1BS-501603150030_01_P009_u08rf3031.tif,2481.3771934509277,90.67,23601
WV03_20180105191715_10400100389ADA00_18JAN05191715-P1BS-501954070060_01_P001_u08rf3031.tif,679.6940803527832,61.27,19420
WV03_20171210140614_1040010035B7F800_17DEC10140614-P1BS-501934294060_01_P002_u08rf3031.tif,1355.7498989105225,78.96000000000001,19698
WV03_20171213145429_10400100378C3000_17DEC13145429-P1BS-501954096090_01_P003_u08rf3031.tif,974.8093557357788,75.65,20880
WV03_20171016125039_1040010034323300_17OCT16125039-P1BS-501989207060_01_P002_u08rf3031.tif,622.1146669387817,67.67,20770
WV03_20171120055112_1040010035AAA000_17NOV20055112-P1BS-501934286100_01_P008_u08rf3031.tif,1976.4923114776611,80.86,22626
WV03_20171018145837_1040010034500900_17OCT18145837-P1BS-501862153080_01_P007_u08rf3031.tif,725.4495000839233,32.07,8974
WV03_20171028043705_1040010034103B00_17OCT28043705-P1BS-501896786100_01_P002_u08rf3031.tif,1113.602352142334,70.18,21365
WV03_20170929180828_10400100320A5C00_17SEP29180828-P1BS-501946167080_01_P008_u08rf3031.tif,1580.093132019043,73.49,17252
WV03_20171219065207_1040010036A3A500_17DEC19065207-P1BS-501956602100_01_P006_u08rf3031.tif,1215.3001327514648,68.66,17884
WV03_20171119151103_1040010035135200_17NOV19151103-P1BS-501920256050_01_P001_u08rf3031.tif,569.4823970794678,50.98,20967
WV03_20171120103539_1040010033B37500_17NOV20103539-P1BS-501896778030_01_P003_u08rf3031.tif,1523.3762006759644,73.0,20810
WV03_20171022174210_1040010035255500_17OCT22174210-P1BS-501922391020_01_P010_u08rf3031.tif,622.4997425079346,26.77,8033
WV03_20170921012923_1040010032977200_17SEP21012923-P1BS-501946248010_01_P007_u08rf3031.tif,1271.8275318145752,98.88,25047
WV03_20171130162941_10400100357A9000_17NOV30162941-P1BS-501932166040_01_P001_u08rf3031.tif,1639.589436531067,64.84,17333
WV03_20170907104947_10400100333A4E00_17SEP07104947-P1BS-501603159020_01_P002_u08rf3031.tif,1151.0144214630127,75.74,21356
WV03_20180107051147_1040010036B4AD00_18JAN07051147-P1BS-501956614050_01_P001_u08rf3031.tif,1147.964256286621,82.61,22104
WV03_20170924231710_1040010033BD0C00_17SEP24231710-P1BS-501946345060_01_P005_u08rf3031.tif,1747.6655921936035,78.36,18397
WV03_20171214182600_10400100365DB100_17DEC14182600-P1BS-501956494030_01_P003_u08rf3031.tif,426.3218250274658,76.05,22467
WV03_20170717230410_104001002F103B00_17JUL17230410-P1BS-501497929030_01_P002_u08rf3031.tif,721.2641162872314,56.63,19445
WV03_20170904082430_1040010031217400_17SEP04082430-P1BS-501669222030_01_P007_u08rf3031.tif,2003.2056741714478,75.28999999999999,20050
WV03_20170925184437_104001003243ED00_17SEP25184437-P1BS-501946233030_01_P002_u08rf3031.tif,1868.8461837768555,91.66,22486
WV03_20171228041519_10400100386FE600_17DEC28041519-P1BS-501954067090_01_P004_u08rf3031.tif,1397.0051860809326,86.85,24128
WV03_20171216221144_1040010036859A00_17DEC16221144-P1BS-501956519100_01_P008_u08rf3031.tif,803.9803428649902,75.59,22403
WV03_20171109060542_1040010034D7C000_17NOV09060542-P1BS-501920240080_01_P002_u08rf3031.tif,1718.6790857315063,99.9,24133
WV03_20171105130901_104001003357BF00_17NOV05130901-P1BS-501896770040_01_P001_u08rf3031.tif,590.6936273574829,63.78,17413
WV03_20170927124610_10400100333E4100_17SEP27124610-P1BS-501946288020_01_P003_u08rf3031.tif,1602.4750480651855,73.67,18815
WV03_20171214182556_10400100365DB100_17DEC14182556-P1BS-501956494030_01_P001_u08rf3031.tif,621.3681755065918,75.81,20991
WV03_20171215022758_1040010037284600_17DEC15022758-P1BS-501968381050_01_P001_u08rf3031.tif,1450.7397565841675,69.28,18486
WV03_20171002042100_1040010034AD4D00_17OCT02042100-P1BS-501946356090_01_P002_u08rf3031.tif,1836.499737739563,84.03,23554
WV03_20170610230926_104001002D090B00_17JUN10230926-P1BS-501946143040_01_P008_u08rf3031.tif,1098.000955581665,74.03,24339
WV03_20171010044807_10400100346F2000_17OCT10044807-P1BS-501862222020_01_P005_u08rf3031.tif,1925.7725372314453,73.1,21610
WV03_20170914141408_10400100326F7B00_17SEP14141408-P1BS-501946241070_01_P005_u08rf3031.tif,1259.78968334198,82.4,23174
WV03_20171212113246_1040010036442E00_17DEC12113246-P1BS-501954009010_01_P001_u08rf3031.tif,632.2794418334961,68.78,19735
WV03_20170910113307_10400100314FB900_17SEP10113307-P1BS-501669229050_01_P002_u08rf3031.tif,1280.8830919265747,70.81,19157
WV03_20171124145853_1040010035754300_17NOV24145853-P1BS-501932162070_01_P008_u08rf3031.tif,1789.117733001709,76.0,20188
WV03_20171122142732_10400100357EAB00_17NOV22142732-P1BS-501932169090_01_P007_u08rf3031.tif,1729.1480531692505,83.72,23507
WV03_20171220053224_10400100368F8900_17DEC20053224-P1BS-501956590010_01_P004_u08rf3031.tif,1924.2898654937744,89.01,23648
WV03_20171014153333_1040010034779800_17OCT14153333-P1BS-501862225070_01_P001_u08rf3031.tif,2081.944185256958,69.58,21470
WV03_20171025071012_10400100331A5A00_17OCT25071012-P1BS-501896679070_01_P006_u08rf3031.tif,1232.9865055084229,83.43,22062
WV03_20170901055955_10400100320FD100_17SEP01055955-P1BS-501603136080_01_P005_u08rf3031.tif,2264.0981760025024,90.09,21962
WV03_20171016160422_10400100359A6000_17OCT16160422-P1BS-501862249080_01_P011_u08rf3031.tif,938.6236171722412,63.34,19461
WV03_20171103124243_10400100341C0100_17NOV03124243-P1BS-501896790100_01_P007_u08rf3031.tif,902.8916826248169,53.78,18547
WV03_20171228184917_1040010037C9CB00_17DEC28184917-P1BS-501954060060_01_P002_u08rf3031.tif,1148.6789865493774,72.03,18544
WV03_20170831233311_1040010032C40C00_17AUG31233311-P1BS-501603157060_01_P001_u08rf3031.tif,1304.5470809936523,75.08,19018
WV03_20171016125041_1040010034323300_17OCT16125041-P1BS-501989207060_01_P003_u08rf3031.tif,673.0475835800171,67.6,20539
WV03_20170907041915_10400100325D0E00_17SEP07041915-P1BS-501603145100_01_P003_u08rf3031.tif,1884.8821001052856,69.83,18376
WV03_20171004013804_1040010033147300_17OCT04013804-P1BS-501987130070_01_P008_u08rf3031.tif,1991.0882558822632,85.95,21463
WV03_20171011081808_10400100343DE600_17OCT11081808-P1BS-501862149070_01_P005_u08rf3031.tif,2124.399296760559,99.22999999999999,23577
WV03_20170922130457_1040010033D7E700_17SEP22130457-P1BS-501989205100_01_P007_u08rf3031.tif,2101.6991052627563,99.07,23212
WV03_20171023000438_10400100321C5900_17OCT23000438-P1BS-501861930050_01_P006_u08rf3031.tif,1295.879963874817,90.56,22997
