,ImageName,ImageSize,TTX
0,WV03_20171222135730_1040010036B3C800_17DEC22135730-P1BS-501956614030_01_P002_u08rf3031.tif,59,21.991100072860718
1,WV03_20171213131553_10400100379A3800_17DEC13131553-P1BS-501954103010_01_P002_u08rf3031.tif,108,60.84610009193421
2,WV03_20171213131703_1040010036439D00_17DEC13131703-P1BS-501954010060_01_P001_u08rf3031.tif,110,50.90729999542236
3,WV03_20171202102933_10400100353C4D00_17DEC02102933-P1BS-501922408070_01_P007_u08rf3031.tif,118,20.779599905014038
4,WV03_20171213100624_10400100364CB100_17DEC13100624-P1BS-501954086040_01_P002_u08rf3031.tif,128,21.479399919509888
5,WV03_20171207114218_10400100350EF600_17DEC07114218-P1BS-501920250040_01_P008_u08rf3031.tif,129,46.79009985923767
6,WV03_20171213131551_10400100379A3800_17DEC13131551-P1BS-501954103010_01_P001_u08rf3031.tif,131,57.04879999160767
7,WV03_20171207114123_1040010036601500_17DEC07114123-P1BS-501956495080_01_P001_u08rf3031.tif,137,49.702100038528435
8,WV03_20171207114207_10400100350EF600_17DEC07114207-P1BS-501920250040_01_P001_u08rf3031.tif,144,53.57879996299744
9,WV03_20171212045633_1040010038A27200_17DEC12045633-P1BS-501954070090_01_P002_u08rf3031.tif,147,13.44700002670288
10,WV03_20171207114053_10400100360DC300_17DEC07114053-P1BS-501934408030_01_P003_u08rf3031.tif,147,56.24020004272461
11,WV03_20171213131704_1040010036439D00_17DEC13131704-P1BS-501954010060_01_P002_u08rf3031.tif,149,52.91300010681152
12,WV03_20171207114214_10400100350EF600_17DEC07114214-P1BS-501920250040_01_P005_u08rf3031.tif,150,55.641499996185296
13,WV03_20171221090307_10400100363ECE00_17DEC21090307-P1BS-501954005060_01_P010_u08rf3031.tif,153,26.617799997329712
14,WV03_20171207114059_10400100360DC300_17DEC07114059-P1BS-501934408030_01_P007_u08rf3031.tif,155,60.88010001182556
15,WV03_20170613124037_104001002D9DA600_17JUN13124037-P1BS-501461471070_01_P010_u08rf3031.tif,156,25.889599800109863
16,WV03_20171207114057_10400100360DC300_17DEC07114057-P1BS-501934408030_01_P006_u08rf3031.tif,157,62.8332998752594
17,WV03_20171001134643_104001003319CE00_17OCT01134643-P1BS-501946281020_01_P003_u08rf3031.tif,157,23.49400019645691
18,WV03_20171126053814_10400100358E6100_17NOV26053814-P1BS-501932179090_01_P005_u08rf3031.tif,159,22.68459987640381
19,WV03_20171207114209_10400100350EF600_17DEC07114209-P1BS-501920250040_01_P002_u08rf3031.tif,160,59.93770003318786
20,WV03_20171231131510_1040010037D67B00_17DEC31131510-P1BS-501954062040_01_P010_u08rf3031.tif,161,22.08120012283325
21,WV03_20171207114051_10400100360DC300_17DEC07114051-P1BS-501934408030_01_P002_u08rf3031.tif,164,58.87159991264343
22,WV03_20170922014407_104001003369A000_17SEP22014407-P1BS-501946297080_01_P005_u08rf3031.tif,164,19.37409996986389
23,WV03_20170901140639_1040010031BE8A00_17SEP01140639-P1BS-501669350010_01_P010_u08rf3031.tif,164,33.42580008506775
24,WV03_20171207114212_10400100350EF600_17DEC07114212-P1BS-501920250040_01_P004_u08rf3031.tif,167,59.240400075912476
25,WV03_20171213131706_1040010036439D00_17DEC13131706-P1BS-501954010060_01_P003_u08rf3031.tif,168,51.30449986457825
26,WV03_20171105130917_1040010035810100_17NOV05130917-P1BS-501932171010_01_P002_u08rf3031.tif,177,23.95709991455078
27,WV03_20171217080138_10400100362B1100_17DEC17080138-P1BS-501953993070_01_P010_u08rf3031.tif,178,20.98259997367859
28,WV03_20171202102813_10400100352AC100_17DEC02102813-P1BS-501922396080_01_P007_u08rf3031.tif,186,26.7393000125885
29,WV03_20170828130029_1040010032227400_17AUG28130029-P1BS-501603139060_01_P004_u08rf3031.tif,193,26.314199924468994
30,WV03_20171102122129_10400100344E9500_17NOV02122129-P1BS-501917429100_01_P002_u08rf3031.tif,197,26.400099992752075
31,WV03_20171127073345_104001003523AE00_17NOV27073345-P1BS-501922390030_01_P011_u08rf3031.tif,199,23.70300006866455
32,WV03_20171215040500_10400100366C0200_17DEC15040500-P1BS-501956501090_01_P002_u08rf3031.tif,200,14.653800010681152
33,WV03_20170818231621_10400100317D4700_17AUG18231621-P1BS-501946162020_01_P001_u08rf3031.tif,201,38.75659990310669
34,WV03_20171213131554_10400100379A3800_17DEC13131554-P1BS-501954103010_01_P003_u08rf3031.tif,202,65.56680011749268
35,WV03_20171210105547_1040010036312400_17DEC10105547-P1BS-501953998050_01_P002_u08rf3031.tif,204,21.30769991874695
36,WV03_20171118180921_104001003538B500_17NOV18180921-P1BS-501922406060_01_P002_u08rf3031.tif,205,21.280400037765503
37,WV03_20171119052646_1040010036A06A00_17NOV19052646-P1BS-501956601070_01_P002_u08rf3031.tif,207,24.82760000228882
38,WV03_20171124033007_10400100362A8100_17NOV24033007-P1BS-501953993040_01_P001_u08rf3031.tif,211,47.401299953460686
39,WV03_20170908012101_1040010031D43000_17SEP08012101-P1BS-501669354050_01_P005_u08rf3031.tif,212,30.40869998931885
40,WV03_20180110221123_10400100370F9B00_18JAN10221123-P1BS-501968332100_01_P002_u08rf3031.tif,214,19.90140008926392
41,WV03_20171108072717_10400100349AA900_17NOV08072717-P1BS-501920088040_01_P002_u08rf3031.tif,218,22.68910002708435
42,WV03_20171218210447_10400100355F4100_17DEC18210447-P1BS-501932130040_01_P007_u08rf3031.tif,220,25.792999982833862
43,WV03_20170722224523_104001002F579500_17JUL22224523-P1BS-501497983050_01_P010_u08rf3031.tif,220,11.319000005722046
44,WV03_20170920123602_1040010034C31B00_17SEP20123602-P1BS-501946357040_01_P010_u08rf3031.tif,220,26.405800104141235
45,WV03_20171216221053_1040010036916100_17DEC16221053-P1BS-501956592050_01_P010_u08rf3031.tif,224,31.93400001525879
46,WV03_20171124033009_10400100362A8100_17NOV24033009-P1BS-501953993040_01_P002_u08rf3031.tif,226,53.34810018539429
47,WV03_20171213131707_1040010036439D00_17DEC13131707-P1BS-501954010060_01_P004_u08rf3031.tif,229,50.515300035476685
48,WV03_20171113003924_1040010033B99500_17NOV13003924-P1BS-501896779020_01_P002_u08rf3031.tif,237,25.68470001220703
49,WV03_20171012132236_1040010033CAB400_17OCT12132236-P1BS-501862130100_01_P005_u08rf3031.tif,237,54.64669990539551
50,WV03_20171223011809_10400100361FFF00_17DEC23011809-P1BS-501953986070_01_P002_u08rf3031.tif,239,25.691400051116943
51,WV03_20171217080040_1040010035CB1800_17DEC17080040-P1BS-501934391060_01_P010_u08rf3031.tif,241,29.316400051116943
52,WV03_20170908123830_10400100317E9900_17SEP08123830-P1BS-501669236070_01_P004_u08rf3031.tif,243,40.05840015411378
53,WV03_20171012132346_1040010033D18F00_17OCT12132346-P1BS-501862136030_01_P005_u08rf3031.tif,243,43.07550001144409
54,WV03_20171231033136_10400100361B5D00_17DEC31033136-P1BS-501934416050_01_P007_u08rf3031.tif,245,25.58369994163513
55,WV03_20170916211502_10400100325F3100_17SEP16211502-P1BS-501986281050_01_P007_u08rf3031.tif,248,20.987100124359127
56,WV03_20171109235229_1040010035198000_17NOV09235229-P1BS-501920259100_01_P002_u08rf3031.tif,254,25.999800205230713
57,WV03_20171123031359_1040010035C5A600_17NOV23031359-P1BS-501934306090_01_P002_u08rf3031.tif,257,14.54069995880127
58,WV03_20171214151710_10400100352EE100_17DEC14151710-P1BS-501922398090_01_P010_u08rf3031.tif,259,25.704100131988525
59,WV03_20171109075038_104001003425C900_17NOV09075038-P1BS-501896795020_01_P010_u08rf3031.tif,261,22.187299966812134
60,WV03_20170927142350_1040010032270C00_17SEP27142350-P1BS-501946227080_01_P015_u08rf3031.tif,262,14.859800100326538
61,WV03_20171228135603_10400100358E6900_17DEC28135603-P1BS-501932180020_01_P008_u08rf3031.tif,262,34.84220004081726
62,WV03_20170930200232_1040010031682600_17SEP30200232-P1BS-501946161060_01_P002_u08rf3031.tif,262,16.661400079727173
63,WV03_20171213131559_10400100379A3800_17DEC13131559-P1BS-501954103010_01_P006_u08rf3031.tif,262,66.31579995155334
64,WV03_20171129130321_1040010035C14300_17NOV29130321-P1BS-501934303060_01_P013_u08rf3031.tif,263,12.748600006103516
