Filename,Size
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_brownbluff_guanoarea_dot_orthoQB02_06FEB061322012-M1BS-1010010004CB1900_u08rfAEAC.tif.png,4
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/Re_waites_guanoarea_dot_WV02_20160214154030_1030010051C47B00_16FEB14154030-M1BS-500637507050_01_P001_u08rf3031.tif.png,4
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_brownbluff_guanoarea_dot_orthoQB02_09MAR141320087-M1BS-10100100094E0100_u08rfAEAC.tif.png,4
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_nellyisland_guanoarea_WV02_20151204013004_103001004E6DBF00_15DEC04013004-M1BS-500637506010_01_P007_u08rf3031.tif.png,47
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_royds_guanoarea_orthoQB02_11FEB152015288-M1BS-101001000CFF9700_u08rf3031.tif.png,51
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_franklin_east_guanoarea_WV02_20110311224815_103001000968A000_11MAR11224815-M1BS-052838901080_01_P002_u08rf3031.tif.png,63
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_mcdonald_guanoarea_QB02_20051008053449_1010010004923000_05OCT08053449-M1BS-052187269010_01_P005_u08rf3031.tif.png,63
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_steines_guanoarea_QB02_20111012032322_101001000E46B500_11OCT12032322-M1BS-052813173030_01_P001_u08rf3031.tif.png,64
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_beaufortnorth_guanoarea_WV02_20110306223131_1030010009AB6500_11MAR06223131-M1BS-052883784070_01_P009_u08rf3031.tif.png,66
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_royds_guanoarea_orthoQB02_11MAR102153354-M1BS-101001000D1B7500_u08rf3031.tif.png,66
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_caseybay_guanoarea_QB02_20100115062421_101001000AF15B00_10JAN15062421-M1BS-052812420070_01_P005_u08rf3031.tif.png,67
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_royds_guanoarea_orthoQB02_11MAR182141304-M1BS-101001000D25BC00_u08rf3031.tif.png,70
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_capejones_guanoarea_WV02_20130223230310_1030010020C63700_13FEB23230310-M1BS-500065892060_01_P001_u08rf3031.tif.png,70
/pylon5/mc3bggp/bspitz/Penguins_Data/All_sites_images/A/RP_caseybay_guanoarea_QB02_20100115062424_101001000AF15B00_10JAN15062424-M1BS-052812420070_01_P006_u08rf3031.tif.png,71
