Image,Start,End,Tiles
/pylon5/mc3bggp/bspitz/Seals/WV03_20170930213910_1040010033B42A00_17SEP30213910-P1BS-501946341080_01_P007_u08rf3031.tif,1555783043.673127,1555783105.3322682,19328
/pylon5/mc3bggp/bspitz/Seals/WV03_20170910082159_1040010033094B00_17SEP10082159-P1BS-501603156100_01_P007_u08rf3031.tif,1555783105.3431985,1555783179.4335723,20803
/pylon5/mc3bggp/bspitz/Seals/WV03_20170914155155_1040010033B3D800_17SEP14155155-P1BS-501946341070_01_P005_u08rf3031.tif,1555783179.4470007,1555783226.6385562,15743
/pylon5/mc3bggp/bspitz/Seals/WV03_20170818134115_10400100311A6D00_17AUG18134115-P1BS-501669219040_01_P007_u08rf3031.tif,1555783226.649454,1555783307.277506,23569
/pylon5/mc3bggp/bspitz/Seals/WV03_20171212130122_1040010036158800_17DEC12130122-P1BS-501934413010_01_P001_u08rf3031.tif,1555783307.3817458,1555783366.3549414,18094
/pylon5/mc3bggp/bspitz/Seals/WV03_20171123031359_1040010035C5A600_17NOV23031359-P1BS-501934306090_01_P002_u08rf3031.tif,1555783366.3691242,1555783379.6968548,4578
/pylon5/mc3bggp/bspitz/Seals/WV03_20171124033009_10400100362A8100_17NOV24033009-P1BS-501953993040_01_P002_u08rf3031.tif,1555783379.7624679,1555783427.2699203,22913
/pylon5/mc3bggp/bspitz/Seals/WV03_20170925072251_1040010033869B00_17SEP25072251-P1BS-501946333020_01_P001_u08rf3031.tif,1555783427.281823,1555783504.5998962,18816
/pylon5/mc3bggp/bspitz/Seals/WV03_20170916144546_10400100320C3500_17SEP16144546-P1BS-501946168010_01_P004_u08rf3031.tif,1555783504.6153872,1555783582.8480403,23954
/pylon5/mc3bggp/bspitz/Seals/WV03_20171231033136_10400100361B5D00_17DEC31033136-P1BS-501934416050_01_P007_u08rf3031.tif,1555783582.8851721,1555783606.1561387,5170
/pylon5/mc3bggp/bspitz/Seals/WV03_20171029045203_10400100346DA600_17OCT29045203-P1BS-501917440100_01_P002_u08rf3031.tif,1555783606.166917,1555783671.9133286,18962
/pylon5/mc3bggp/bspitz/Seals/WV03_20171121060627_1040010034B6BB00_17NOV21060627-P1BS-501920101030_01_P007_u08rf3031.tif,1555783671.9264655,1555783738.937425,21082
/pylon5/mc3bggp/bspitz/Seals/WV03_20170905101802_10400100323D5600_17SEP05101802-P1BS-501603143070_01_P003_u08rf3031.tif,1555783738.949473,1555783796.5175319,20313
/pylon5/mc3bggp/bspitz/Seals/WV03_20171120041358_104001003593CB00_17NOV20041358-P1BS-501932183020_01_P001_u08rf3031.tif,1555783796.5297675,1555783878.2817948,20551
/pylon5/mc3bggp/bspitz/Seals/WV03_20170913153631_1040010032205D00_17SEP13153631-P1BS-501946225100_01_P005_u08rf3031.tif,1555783878.4032986,1555783959.649128,23505
/pylon5/mc3bggp/bspitz/Seals/WV03_20171006213525_1040010032D18A00_17OCT06213525-P1BS-501861938070_01_P003_u08rf3031.tif,1555783959.8874693,1555784034.4778996,20145
/pylon5/mc3bggp/bspitz/Seals/WV03_20171016160522_104001003597C700_17OCT16160522-P1BS-501862249060_01_P011_u08rf3031.tif,1555784034.6145415,1555784114.5655782,24453
/pylon5/mc3bggp/bspitz/Seals/WV03_20171007201657_10400100346F2C00_17OCT07201657-P1BS-501862222050_01_P003_u08rf3031.tif,1555784114.7603893,1555784199.0614512,22180
/pylon5/mc3bggp/bspitz/Seals/WV03_20171124145949_10400100358EDA00_17NOV24145949-P1BS-501932180050_01_P006_u08rf3031.tif,1555784199.2921815,1555784277.634874,21026
/pylon5/mc3bggp/bspitz/Seals/WV03_20171218143348_1040010036AC8000_17DEC18143348-P1BS-501956609060_01_P001_u08rf3031.tif,1555784277.872386,1555784338.6946743,18262
/pylon5/mc3bggp/bspitz/Seals/WV03_20171214151529_1040010036938700_17DEC14151529-P1BS-501956593070_01_P001_u08rf3031.tif,1555784338.9124854,1555784396.0868473,17214
/pylon5/mc3bggp/bspitz/Seals/WV03_20171127203325_10400100364B1100_17NOV27203325-P1BS-501954086060_01_P010_u08rf3031.tif,1555784396.3398457,1555784425.8848813,7961
/pylon5/mc3bggp/bspitz/Seals/WV03_20170921075911_1040010032BD6300_17SEP21075911-P1BS-501946272090_01_P001_u08rf3031.tif,1555784425.9647331,1555784491.5325115,18838
/pylon5/mc3bggp/bspitz/Seals/WV03_20171116125435_1040010035704D00_17NOV16125435-P1BS-501932140100_01_P008_u08rf3031.tif,1555784491.7877653,1555784572.1097946,20945
/pylon5/mc3bggp/bspitz/Seals/WV03_20170818134113_10400100311A6D00_17AUG18134113-P1BS-501669219040_01_P006_u08rf3031.tif,1555784572.2802193,1555784659.0966702,23556
/pylon5/mc3bggp/bspitz/Seals/WV03_20171214035139_1040010037929500_17DEC14035139-P1BS-501954099020_01_P002_u08rf3031.tif,1555784659.4325223,1555784722.0465524,21049
/pylon5/mc3bggp/bspitz/Seals/WV03_20171231211232_10400100384CBF00_17DEC31211232-P1BS-501954067030_01_P001_u08rf3031.tif,1555784722.2611032,1555784794.0748394,21096
