Filename,Size
/pylon5/mc3bggp/bspitz/Seals/WV03_20171202102933_10400100353C4D00_17DEC02102933-P1BS-501922408070_01_P007_u08rf3031.tif,118
/pylon5/mc3bggp/bspitz/Seals/WV03_20171207114123_1040010036601500_17DEC07114123-P1BS-501956495080_01_P001_u08rf3031.tif,137
/pylon5/mc3bggp/bspitz/Seals/WV03_20171213131704_1040010036439D00_17DEC13131704-P1BS-501954010060_01_P002_u08rf3031.tif,149
/pylon5/mc3bggp/bspitz/Seals/WV03_20170613124037_104001002D9DA600_17JUN13124037-P1BS-501461471070_01_P010_u08rf3031.tif,156
/pylon5/mc3bggp/bspitz/Seals/WV03_20171207114209_10400100350EF600_17DEC07114209-P1BS-501920250040_01_P002_u08rf3031.tif,160
/pylon5/mc3bggp/bspitz/Seals/WV03_20170922014407_104001003369A000_17SEP22014407-P1BS-501946297080_01_P005_u08rf3031.tif,164
/pylon5/mc3bggp/bspitz/Seals/WV03_20171217080138_10400100362B1100_17DEC17080138-P1BS-501953993070_01_P010_u08rf3031.tif,178
/pylon5/mc3bggp/bspitz/Seals/WV03_20171127073345_104001003523AE00_17NOV27073345-P1BS-501922390030_01_P011_u08rf3031.tif,199
/pylon5/mc3bggp/bspitz/Seals/WV03_20171210105547_1040010036312400_17DEC10105547-P1BS-501953998050_01_P002_u08rf3031.tif,204
/pylon5/mc3bggp/bspitz/Seals/WV03_20170908012101_1040010031D43000_17SEP08012101-P1BS-501669354050_01_P005_u08rf3031.tif,212
/pylon5/mc3bggp/bspitz/Seals/WV03_20170920123602_1040010034C31B00_17SEP20123602-P1BS-501946357040_01_P010_u08rf3031.tif,220
/pylon5/mc3bggp/bspitz/Seals/WV03_20171213131707_1040010036439D00_17DEC13131707-P1BS-501954010060_01_P004_u08rf3031.tif,229
/pylon5/mc3bggp/bspitz/Seals/WV03_20171217080040_1040010035CB1800_17DEC17080040-P1BS-501934391060_01_P010_u08rf3031.tif,241
/pylon5/mc3bggp/bspitz/Seals/WV03_20170916211502_10400100325F3100_17SEP16211502-P1BS-501986281050_01_P007_u08rf3031.tif,248
/pylon5/mc3bggp/bspitz/Seals/WV03_20171109075038_104001003425C900_17NOV09075038-P1BS-501896795020_01_P010_u08rf3031.tif,261
/pylon5/mc3bggp/bspitz/Seals/WV03_20171213131559_10400100379A3800_17DEC13131559-P1BS-501954103010_01_P006_u08rf3031.tif,262
/pylon5/mc3bggp/bspitz/Seals/WV03_20171130064038_1040010036559A00_17NOV30064038-P1BS-501954093010_01_P002_u08rf3031.tif,269
/pylon5/mc3bggp/bspitz/Seals/WV03_20170906134538_1040010031A23E00_17SEP06134538-P1BS-501669243020_01_P005_u08rf3031.tif,283
/pylon5/mc3bggp/bspitz/Seals/WV03_20171008135733_1040010033997300_17OCT08135733-P1BS-501862030100_01_P008_u08rf3031.tif,292
/pylon5/mc3bggp/bspitz/Seals/WV03_20170930133056_104001003466B100_17SEP30133056-P1BS-501946353050_01_P007_u08rf3031.tif,297
/pylon5/mc3bggp/bspitz/Seals/WV03_20170902222606_10400100310E2400_17SEP02222606-P1BS-501984206030_01_P008_u08rf3031.tif,302
/pylon5/mc3bggp/bspitz/Seals/WV03_20171127073251_1040010035A2CC00_17NOV27073251-P1BS-501934280070_01_P009_u08rf3031.tif,311
/pylon5/mc3bggp/bspitz/Seals/WV03_20171012132345_1040010033D18F00_17OCT12132345-P1BS-501862136030_01_P004_u08rf3031.tif,320
/pylon5/mc3bggp/bspitz/Seals/WV03_20170925090149_10400100332B1300_17SEP25090149-P1BS-501946284060_01_P005_u08rf3031.tif,329
/pylon5/mc3bggp/bspitz/Seals/WV03_20171012132232_1040010033CAB400_17OCT12132232-P1BS-501862130100_01_P002_u08rf3031.tif,332
/pylon5/mc3bggp/bspitz/Seals/WV03_20171012132340_1040010033D18F00_17OCT12132340-P1BS-501862136030_01_P001_u08rf3031.tif,341
/pylon5/mc3bggp/bspitz/Seals/WV03_20171010044815_10400100346F2000_17OCT10044815-P1BS-501862222020_01_P010_u08rf3031.tif,347
/pylon5/mc3bggp/bspitz/Seals/WV03_20171012132234_1040010033CAB400_17OCT12132234-P1BS-501862130100_01_P003_u08rf3031.tif,364
/pylon5/mc3bggp/bspitz/Seals/WV03_20170717230421_104001002F103B00_17JUL17230421-P1BS-501497929030_01_P010_u08rf3031.tif,371
/pylon5/mc3bggp/bspitz/Seals/WV03_20171214182502_1040010035199900_17DEC14182502-P1BS-501920259090_01_P002_u08rf3031.tif,380
/pylon5/mc3bggp/bspitz/Seals/WV03_20171216074551_1040010035AB4200_17DEC16074551-P1BS-501934287030_01_P002_u08rf3031.tif,389
/pylon5/mc3bggp/bspitz/Seals/WV03_20171127135914_1040010035C9F900_17NOV27135914-P1BS-501934390100_01_P001_u08rf3031.tif,403
/pylon5/mc3bggp/bspitz/Seals/WV03_20170911132503_1040010033D12500_17SEP11132503-P1BS-501603217080_01_P002_u08rf3031.tif,418
/pylon5/mc3bggp/bspitz/Seals/WV03_20171214182600_10400100365DB100_17DEC14182600-P1BS-501956494030_01_P003_u08rf3031.tif,427
/pylon5/mc3bggp/bspitz/Seals/WV03_20171214182505_1040010035199900_17DEC14182505-P1BS-501920259090_01_P004_u08rf3031.tif,431
/pylon5/mc3bggp/bspitz/Seals/WV03_20171216221053_1040010036916100_17DEC16221053-P1BS-501956592050_01_P009_u08rf3031.tif,435
/pylon5/mc3bggp/bspitz/Seals/WV03_20171012213222_1040010033D3CF00_17OCT12213222-P1BS-501862136070_01_P007_u08rf3031.tif,441
